Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_8,sokoban-6-1_0obstacles_8,1.123105525970459,OK,1658,128,1836,129,739,1,160,1,64,,0,122
DQN Agent 1000e,0obstacles_8,sokoban-6-1_0obstacles_8,1.0395476818084717,OK,1777,146,1977,146,658,1,205,1,70,,0,122
Previous RL,0obstacles_8,sokoban-6-1_0obstacles_8,2.681666374206543,OK,5868,130,6522,132,2302,1,407,1,196,,0,120
RA,0obstacles_8,sokoban-6-1_0obstacles_8,20.296659469604492,OK,4482,118,4906,119,19874,1,297,1,112,,0,123
DQN Agent 400e,0obstacles_9,sokoban-6-1_0obstacles_9,1.4777543544769287,OK,2502,128,2776,130,1110,1,245,1,100,,0,120
DQN Agent 1000e,0obstacles_9,sokoban-6-1_0obstacles_9,1.3381707668304443,OK,2303,166,2537,167,960,1,262,1,95,,0,125
Previous RL,0obstacles_9,sokoban-6-1_0obstacles_9,1.5406639575958252,OK,3258,116,3578,117,1178,1,203,1,102,,0,118
RA,0obstacles_9,sokoban-6-1_0obstacles_9,9.541724920272827,OK,1970,256,2155,262,9144,1,131,1,50,,0,127
DQN Agent 400e,1obstacles_1,sokoban-6-1_1obstacles_1,1.4488584995269775,OK,2767,352,3050,356,1064,1,248,1,101,,0,118
DQN Agent 1000e,1obstacles_1,sokoban-6-1_1obstacles_1,1.437882661819458,OK,3017,392,3256,397,1056,1,233,1,118,,0,111
Previous RL,1obstacles_1,sokoban-6-1_1obstacles_1,17.997841358184814,OK,13760,666,15587,678,17557,1,1207,1,561,,0,115
RA,1obstacles_1,sokoban-6-1_1obstacles_1,58.65292286872864,OK,11550,142,12960,142,58222,1,1094,1,429,,0,118
DQN Agent 400e,1obstacles_10,sokoban-6-1_1obstacles_10,3.1469805240631104,OK,6562,246,7336,252,2734,1,676,1,270,,0,119
DQN Agent 1000e,1obstacles_10,sokoban-6-1_1obstacles_10,0.7259867191314697,OK,286,122,302,123,344,1,13,1,6,,0,140
Previous RL,1obstacles_10,sokoban-6-1_1obstacles_10,0.8397140502929688,OK,536,198,608,207,466,1,50,1,21,,0,126
RA,1obstacles_10,sokoban-6-1_1obstacles_10,3.380876302719116,OK,514,232,581,243,2988,1,54,1,20,,0,122
DQN Agent 400e,1obstacles_2,sokoban-6-1_1obstacles_2,8.343632459640503,OK,12591,256,14177,260,7922,1,1394,1,531,,0,123
DQN Agent 1000e,1obstacles_2,sokoban-6-1_1obstacles_2,9.19581127166748,OK,12988,400,14601,400,8710,1,1705,1,533,,0,132
Previous RL,1obstacles_2,sokoban-6-1_1obstacles_2,3.1644153594970703,OK,6395,128,7160,128,2762,1,485,1,235,,0,121
RA,1obstacles_2,sokoban-6-1_1obstacles_2,22.4545636177063,OK,4972,346,5466,353,22046,1,353,1,173,,0,115
DQN Agent 400e,1obstacles_3,sokoban-6-1_1obstacles_3,0.9023482799530029,OK,850,194,933,194,517,1,70,1,27,,0,122
DQN Agent 1000e,1obstacles_3,sokoban-6-1_1obstacles_3,0.9541881084442139,OK,1273,114,1335,114,559,1,50,1,47,,0,123
Previous RL,1obstacles_3,sokoban-6-1_1obstacles_3,1.4300367832183838,OK,2997,94,3310,94,1061,1,197,1,101,,0,119
RA,1obstacles_3,sokoban-6-1_1obstacles_3,9.429094314575195,OK,2054,94,2224,94,9038,1,132,1,58,,0,126
DQN Agent 400e,1obstacles_4,sokoban-6-1_1obstacles_4,4.869731187820435,OK,8748,254,9845,255,4433,1,980,1,364,,0,125
DQN Agent 1000e,1obstacles_4,sokoban-6-1_1obstacles_4,6.734507322311401,OK,10755,316,12133,316,6300,1,1488,1,455,,0,125
Previous RL,1obstacles_4,sokoban-6-1_1obstacles_4,11.530985355377197,OK,11974,330,13519,335,11113,1,1006,1,463,,0,120
RA,1obstacles_4,sokoban-6-1_1obstacles_4,46.657981634140015,OK,9732,198,10880,201,46233,1,873,1,357,,0,120
DQN Agent 400e,1obstacles_5,sokoban-6-1_1obstacles_5,1.0718588829040527,OK,1259,218,1398,220,664,1,134,1,44,,0,130
DQN Agent 1000e,1obstacles_5,sokoban-6-1_1obstacles_5,0.9505603313446045,OK,1452,198,1568,198,569,1,126,1,54,,0,116
Previous RL,1obstacles_5,sokoban-6-1_1obstacles_5,1.4676175117492676,OK,3122,230,3449,238,1078,1,210,1,108,,0,123
RA,1obstacles_5,sokoban-6-1_1obstacles_5,11.196082592010498,OK,2418,182,2635,186,10801,1,155,1,66,,0,118
DQN Agent 400e,1obstacles_6,sokoban-6-1_1obstacles_6,6.195124387741089,OK,10397,138,11657,138,5742,1,1105,1,423,,0,119
DQN Agent 1000e,1obstacles_6,sokoban-6-1_1obstacles_6,0.8626101016998291,OK,397,94,407,94,482,1,6,1,13,,0,118
Previous RL,1obstacles_6,sokoban-6-1_1obstacles_6,1.4340269565582275,OK,2959,118,3247,120,1069,1,183,1,101,,0,112
RA,1obstacles_6,sokoban-6-1_1obstacles_6,10.05924654006958,OK,2140,94,2322,94,9675,1,141,1,60,,0,119
DQN Agent 400e,1obstacles_7,sokoban-6-1_1obstacles_7,3.6441566944122314,OK,5911,60,6721,60,3232,1,738,1,251,,0,121
DQN Agent 1000e,1obstacles_7,sokoban-6-1_1obstacles_7,2.988942861557007,OK,5523,154,6305,156,2582,1,862,1,238,,0,116
Previous RL,1obstacles_7,sokoban-6-1_1obstacles_7,0.7174780368804932,OK,346,140,376,145,363,1,20,1,15,,0,116
RA,1obstacles_7,sokoban-6-1_1obstacles_7,2.313477039337158,OK,256,60,278,60,1919,1,18,1,10,,0,122
DQN Agent 400e,1obstacles_8,sokoban-6-1_1obstacles_8,1.5436747074127197,OK,2998,182,3329,184,1161,1,298,1,112,,0,126
DQN Agent 1000e,1obstacles_8,sokoban-6-1_1obstacles_8,2.2483127117156982,OK,3912,256,4333,256,1846,1,468,1,177,,0,137
Previous RL,1obstacles_8,sokoban-6-1_1obstacles_8,1.6271684169769287,OK,3326,152,3682,156,1250,1,226,1,102,,0,116
RA,1obstacles_8,sokoban-6-1_1obstacles_8,11.195542335510254,OK,2326,128,2535,130,10778,1,153,1,59,,0,125
DQN Agent 400e,1obstacles_9,sokoban-6-1_1obstacles_9,4.592785358428955,OK,8592,290,9647,294,4164,1,939,1,350,,0,124
DQN Agent 1000e,1obstacles_9,sokoban-6-1_1obstacles_9,6.084206581115723,OK,8593,222,9542,222,5653,1,983,1,343,,0,134
Previous RL,1obstacles_9,sokoban-6-1_1obstacles_9,12.468575716018677,OK,12393,444,13989,458,12051,1,1040,1,476,,0,116
RA,1obstacles_9,sokoban-6-1_1obstacles_9,50.152467489242554,OK,10142,262,11336,267,49718,1,913,1,374,,0,131
DQN Agent 400e,2obstacles_1,sokoban-6-1_2obstacles_1,1.391435146331787,OK,2474,172,2776,173,1007,1,310,1,123,,0,122
DQN Agent 1000e,2obstacles_1,sokoban-6-1_2obstacles_1,7.660064458847046,OK,11413,190,12799,190,7226,1,1378,1,515,,0,124
Previous RL,2obstacles_1,sokoban-6-1_2obstacles_1,2.4380407333374023,OK,4316,226,4831,229,2020,1,382,1,229,,0,123
RA,2obstacles_1,sokoban-6-1_2obstacles_1,16.42515516281128,OK,3577,130,3981,130,16026,1,349,1,188,,0,124
DQN Agent 400e,2obstacles_10,sokoban-6-1_2obstacles_10,3.6921277046203613,OK,7114,442,7949,448,3277,1,792,1,365,,0,119
DQN Agent 1000e,2obstacles_10,sokoban-6-1_2obstacles_10,1.0943903923034668,OK,1798,148,1986,148,712,1,181,1,72,,0,114
Previous RL,2obstacles_10,sokoban-6-1_2obstacles_10,1.4035847187042236,OK,2327,198,2576,203,972,1,184,1,119,,0,127
RA,2obstacles_10,sokoban-6-1_2obstacles_10,8.493046283721924,OK,1747,140,1920,141,8099,1,154,1,88,,0,121
DQN Agent 400e,2obstacles_2,sokoban-6-1_2obstacles_2,5.498480319976807,OK,10590,268,11944,274,5095,1,1255,1,519,,0,115
DQN Agent 1000e,2obstacles_2,sokoban-6-1_2obstacles_2,3.840912342071533,OK,6988,348,7908,357,3407,1,976,1,291,,0,129
Previous RL,2obstacles_2,sokoban-6-1_2obstacles_2,2.7170283794403076,OK,6078,336,6797,343,2319,1,510,1,264,,0,127
RA,2obstacles_2,sokoban-6-1_2obstacles_2,21.54784107208252,OK,4898,178,5420,179,21112,1,414,1,209,,0,132
DQN Agent 400e,2obstacles_3,sokoban-6-1_2obstacles_3,2.444976329803467,OK,5801,324,6456,325,2031,1,625,1,289,,0,119
DQN Agent 1000e,2obstacles_3,sokoban-6-1_2obstacles_3,4.69329309463501,OK,8343,358,9369,366,4253,1,1037,1,360,,0,117
Previous RL,2obstacles_3,sokoban-6-1_2obstacles_3,16.512434720993042,OK,14440,510,16431,520,16060,1,1475,1,842,,0,117
RA,2obstacles_3,sokoban-6-1_2obstacles_3,69.26176619529724,OK,13508,268,15316,271,68825,1,1590,1,768,,0,122
DQN Agent 400e,2obstacles_4,sokoban-6-1_2obstacles_4,1.344208002090454,OK,2613,314,2907,322,934,1,283,1,128,,0,127
DQN Agent 1000e,2obstacles_4,sokoban-6-1_2obstacles_4,1.3138597011566162,OK,2466,288,2765,293,917,1,303,1,104,,0,125
Previous RL,2obstacles_4,sokoban-6-1_2obstacles_4,3.8776819705963135,OK,7094,342,7927,349,3486,1,587,1,300,,0,117
RA,2obstacles_4,sokoban-6-1_2obstacles_4,25.312167406082153,OK,5420,324,6037,332,24885,1,503,1,232,,0,124
DQN Agent 400e,2obstacles_5,sokoban-6-1_2obstacles_5,2.624753475189209,OK,4077,172,4586,176,2162,1,482,1,189,,0,149
DQN Agent 1000e,2obstacles_5,sokoban-6-1_2obstacles_5,0.9734961986541748,OK,1880,238,2025,238,593,1,136,1,69,,0,116
Previous RL,2obstacles_5,sokoban-6-1_2obstacles_5,1.337946891784668,OK,2505,126,2787,127,952,1,200,1,110,,0,125
RA,2obstacles_5,sokoban-6-1_2obstacles_5,8.860298871994019,OK,1838,138,2030,140,8449,1,143,1,67,,0,140
DQN Agent 400e,2obstacles_6,sokoban-6-1_2obstacles_6,1.555915117263794,OK,2694,170,3032,175,1151,1,331,1,122,,0,134
DQN Agent 1000e,2obstacles_6,sokoban-6-1_2obstacles_6,2.5844173431396484,OK,4165,158,4756,162,2161,1,612,1,159,,0,127
Previous RL,2obstacles_6,sokoban-6-1_2obstacles_6,0.9456658363342285,OK,807,194,893,201,566,1,61,1,32,,0,123
RA,2obstacles_6,sokoban-6-1_2obstacles_6,3.807812452316284,OK,618,218,690,227,3394,1,59,1,28,,0,112
DQN Agent 400e,2obstacles_7,sokoban-6-1_2obstacles_7,7.0183985233306885,OK,12168,282,13690,287,6556,1,1421,1,583,,0,125
DQN Agent 1000e,2obstacles_7,sokoban-6-1_2obstacles_7,1.4957811832427979,OK,2754,256,3011,260,1090,1,247,1,107,,0,126
Previous RL,2obstacles_7,sokoban-6-1_2obstacles_7,4.128957986831665,OK,7038,234,7925,237,3584,1,605,1,293,,0,127
RA,2obstacles_7,sokoban-6-1_2obstacles_7,24.611966133117676,OK,5459,248,6041,251,24186,1,454,1,207,,0,121
DQN Agent 400e,2obstacles_8,sokoban-6-1_2obstacles_8,1.4674041271209717,OK,2476,216,2740,218,1087,1,264,1,114,,0,115
DQN Agent 1000e,2obstacles_8,sokoban-6-1_2obstacles_8,6.218926191329956,OK,7516,162,8417,162,5800,1,933,1,353,,0,116
Previous RL,2obstacles_8,sokoban-6-1_2obstacles_8,6.98265266418457,OK,8856,356,9966,363,6557,1,815,1,485,,0,121
RA,2obstacles_8,sokoban-6-1_2obstacles_8,35.884347677230835,OK,7614,184,8510,185,35440,1,753,1,403,,0,126
DQN Agent 400e,2obstacles_9,sokoban-6-1_2obstacles_9,8.432052373886108,OK,13839,422,15580,426,7995,1,1595,1,665,,0,108
DQN Agent 1000e,2obstacles_9,sokoban-6-1_2obstacles_9,0.9213147163391113,OK,1065,112,1142,112,527,1,62,1,26,,0,123
Previous RL,2obstacles_9,sokoban-6-1_2obstacles_9,1.7259278297424316,OK,3357,294,3661,305,1347,1,195,1,127,,0,115
RA,2obstacles_9,sokoban-6-1_2obstacles_9,9.858497142791748,OK,2116,124,2292,125,9465,1,140,1,75,,0,123
DQN Agent 400e,3obstacles_1,sokoban-6-1_3obstacles_1,2.9876725673675537,OK,5831,282,6612,285,2567,1,749,1,325,,0,130
DQN Agent 1000e,3obstacles_1,sokoban-6-1_3obstacles_1,2.0027048587799072,OK,4973,152,5599,152,1610,1,642,1,202,,0,119
Previous RL,3obstacles_1,sokoban-6-1_3obstacles_1,1.2045018672943115,OK,1941,188,2132,191,800,1,138,1,90,,0,117
RA,3obstacles_1,sokoban-6-1_3obstacles_1,7.394977807998657,OK,1532,146,1686,148,6998,1,125,1,73,,0,133
DQN Agent 400e,3obstacles_10,sokoban-6-1_3obstacles_10,3.08495831489563,OK,5905,264,6700,264,2672,1,761,1,313,,0,121
DQN Agent 1000e,3obstacles_10,sokoban-6-1_3obstacles_10,3.106696367263794,OK,6519,206,7404,207,2664,1,921,1,272,,0,131
Previous RL,3obstacles_10,sokoban-6-1_3obstacles_10,1.1508188247680664,OK,1874,104,2074,104,769,1,152,1,101,,0,121
RA,3obstacles_10,sokoban-6-1_3obstacles_10,7.436355352401733,OK,1502,104,1645,104,7046,1,117,1,75,,0,126
DQN Agent 400e,3obstacles_2,sokoban-6-1_3obstacles_2,0.9043664932250977,OK,608,84,675,84,517,1,68,1,28,,0,120
DQN Agent 1000e,3obstacles_2,sokoban-6-1_3obstacles_2,0.79593825340271,OK,166,84,168,84,410,1,2,1,4,,0,122
Previous RL,3obstacles_2,sokoban-6-1_3obstacles_2,1.0029971599578857,OK,1086,96,1200,97,632,1,80,1,36,,0,117
RA,3obstacles_2,sokoban-6-1_3obstacles_2,4.41979455947876,OK,691,84,749,84,4026,1,44,1,22,,0,120
DQN Agent 400e,3obstacles_3,sokoban-6-1_3obstacles_3,5.101275205612183,OK,9840,318,11085,323,4623,1,1204,1,584,,0,118
DQN Agent 1000e,3obstacles_3,sokoban-6-1_3obstacles_3,1.0702626705169678,OK,1819,374,1956,377,678,1,142,1,75,,0,122
Previous RL,3obstacles_3,sokoban-6-1_3obstacles_3,1.9481728076934814,OK,3944,258,4429,263,1553,1,373,1,219,,0,125
RA,3obstacles_3,sokoban-6-1_3obstacles_3,14.177274227142334,OK,3063,170,3392,171,13771,1,291,1,172,,0,124
DQN Agent 400e,3obstacles_4,sokoban-6-1_3obstacles_4,7.3198606967926025,OK,11593,508,13122,520,6874,1,1439,1,602,,0,119
DQN Agent 1000e,3obstacles_4,sokoban-6-1_3obstacles_4,11.796146392822266,OK,13110,700,14799,713,11338,1,1669,1,536,,0,133
Previous RL,3obstacles_4,sokoban-6-1_3obstacles_4,14.494261741638184,OK,13055,458,14881,470,14061,1,1387,1,665,,0,131
RA,3obstacles_4,sokoban-6-1_3obstacles_4,60.56381058692932,OK,12037,270,13667,275,60121,1,1398,1,638,,0,125
DQN Agent 400e,3obstacles_5,sokoban-6-1_3obstacles_5,10.185351133346558,OK,13445,460,15257,467,9741,1,1742,1,782,,0,117
DQN Agent 1000e,3obstacles_5,sokoban-6-1_3obstacles_5,3.4463722705841064,OK,9176,304,10248,305,3008,1,1037,1,371,,0,116
Previous RL,3obstacles_5,sokoban-6-1_3obstacles_5,6.52341103553772,OK,8989,446,10168,456,6116,1,882,1,474,,0,121
RA,3obstacles_5,sokoban-6-1_3obstacles_5,33.82144856452942,OK,7369,190,8245,191,33391,1,747,1,374,,0,117
DQN Agent 400e,3obstacles_6,sokoban-6-1_3obstacles_6,0.8101422786712646,OK,534,62,596,62,425,1,68,1,29,,0,129
DQN Agent 1000e,3obstacles_6,sokoban-6-1_3obstacles_6,0.7662439346313477,OK,125,102,127,102,403,1,2,1,2,,0,120
Previous RL,3obstacles_6,sokoban-6-1_3obstacles_6,0.7738730907440186,OK,398,86,441,88,407,1,32,1,21,,0,115
RA,3obstacles_6,sokoban-6-1_3obstacles_6,2.401564836502075,OK,296,86,323,88,2010,1,23,1,14,,0,127
DQN Agent 400e,3obstacles_7,sokoban-6-1_3obstacles_7,7.638938903808594,OK,11742,330,13315,336,7184,1,1513,1,647,,0,118
DQN Agent 1000e,3obstacles_7,sokoban-6-1_3obstacles_7,3.734306812286377,OK,6500,228,7305,228,3281,1,779,1,257,,0,127
Previous RL,3obstacles_7,sokoban-6-1_3obstacles_7,1.199594259262085,OK,2398,148,2649,150,818,1,185,1,102,,0,110
RA,3obstacles_7,sokoban-6-1_3obstacles_7,8.570661306381226,OK,1856,292,2047,301,8172,1,154,1,87,,0,127
DQN Agent 400e,3obstacles_8,sokoban-6-1_3obstacles_8,5.39458155632019,OK,9664,278,10850,280,4942,1,1146,1,536,,0,124
DQN Agent 1000e,3obstacles_8,sokoban-6-1_3obstacles_8,1.8185386657714844,OK,3913,136,4289,136,1398,1,368,1,143,,0,132
Previous RL,3obstacles_8,sokoban-6-1_3obstacles_8,2.5225670337677,OK,5092,116,5672,116,2122,1,432,1,230,,0,122
RA,3obstacles_8,sokoban-6-1_3obstacles_8,16.643293142318726,OK,3568,192,3940,193,16237,1,303,1,155,,0,118
DQN Agent 400e,3obstacles_9,sokoban-6-1_3obstacles_9,1.036031723022461,OK,986,110,1109,110,646,1,119,1,53,,0,123
DQN Agent 1000e,3obstacles_9,sokoban-6-1_3obstacles_9,1.7632229328155518,OK,3423,202,3782,202,1372,1,375,1,156,,0,125
Previous RL,3obstacles_9,sokoban-6-1_3obstacles_9,0.9274923801422119,OK,802,174,874,181,562,1,58,1,33,,0,117
RA,3obstacles_9,sokoban-6-1_3obstacles_9,3.5188825130462646,OK,562,114,619,116,3118,1,46,1,26,,0,123
DQN Agent 400e,4obstacles_1,sokoban-6-1_4obstacles_1,3.849644184112549,OK,7486,302,8417,308,3386,1,962,1,495,,0,122
DQN Agent 1000e,4obstacles_1,sokoban-6-1_4obstacles_1,3.068636178970337,OK,6699,354,7525,359,2620,1,826,1,313,,0,126
Previous RL,4obstacles_1,sokoban-6-1_4obstacles_1,4.208249807357788,OK,7754,412,8755,423,3780,1,817,1,523,,0,128
RA,4obstacles_1,sokoban-6-1_4obstacles_1,32.92536735534668,OK,7037,266,7917,269,32485,1,846,1,475,,0,123
DQN Agent 400e,4obstacles_10,sokoban-6-1_4obstacles_10,2.377640724182129,OK,4436,134,4969,135,1973,1,550,1,292,,0,119
DQN Agent 1000e,4obstacles_10,sokoban-6-1_4obstacles_10,4.128167152404785,OK,7791,306,8756,307,3684,1,918,1,366,,0,126
Previous RL,4obstacles_10,sokoban-6-1_4obstacles_10,1.3605611324310303,OK,2384,146,2669,148,989,1,231,1,142,,0,114
RA,4obstacles_10,sokoban-6-1_4obstacles_10,9.051288604736328,OK,1887,134,2096,135,8664,1,185,1,111,,0,129
DQN Agent 400e,4obstacles_2,sokoban-6-1_4obstacles_2,7.454918622970581,OK,11047,308,12471,308,7035,1,1390,1,683,,0,117
DQN Agent 1000e,4obstacles_2,sokoban-6-1_4obstacles_2,1.9915289878845215,OK,3930,224,4323,224,1599,1,386,1,166,,0,119
Previous RL,4obstacles_2,sokoban-6-1_4obstacles_2,1.0499413013458252,OK,1780,76,1940,76,684,1,108,1,61,,0,130
RA,4obstacles_2,sokoban-6-1_4obstacles_2,6.491450309753418,OK,1175,76,1259,76,6108,1,66,1,44,,0,121
DQN Agent 400e,4obstacles_3,sokoban-6-1_4obstacles_3,7.405294179916382,OK,11416,468,12899,472,6962,1,1481,1,706,,0,121
DQN Agent 1000e,4obstacles_3,sokoban-6-1_4obstacles_3,3.9350926876068115,OK,7474,478,8345,484,3513,1,876,1,321,,0,120
Previous RL,4obstacles_3,sokoban-6-1_4obstacles_3,3.5133962631225586,OK,6238,198,7002,200,3122,1,610,1,356,,0,122
RA,4obstacles_3,sokoban-6-1_4obstacles_3,24.161088943481445,OK,5199,210,5823,211,23753,1,567,1,303,,0,116
DQN Agent 400e,4obstacles_4,sokoban-6-1_4obstacles_4,7.645803451538086,OK,11146,184,12652,184,7206,1,1469,1,701,,0,125
DQN Agent 1000e,4obstacles_4,sokoban-6-1_4obstacles_4,4.633217096328735,OK,6873,224,7670,224,4200,1,788,1,281,,0,124
Previous RL,4obstacles_4,sokoban-6-1_4obstacles_4,7.304919719696045,OK,9072,288,10293,290,6880,1,967,1,525,,0,121
RA,4obstacles_4,sokoban-6-1_4obstacles_4,37.68721079826355,OK,7967,384,8964,390,37259,1,887,1,473,,0,122
DQN Agent 400e,4obstacles_5,sokoban-6-1_4obstacles_5,6.53905177116394,OK,10152,316,11467,318,6109,1,1312,1,629,,0,114
DQN Agent 1000e,4obstacles_5,sokoban-6-1_4obstacles_5,4.7774786949157715,OK,8479,520,9534,527,4346,1,1048,1,372,,0,126
Previous RL,4obstacles_5,sokoban-6-1_4obstacles_5,4.958433628082275,OK,8148,494,9165,505,4549,1,820,1,491,,0,117
RA,4obstacles_5,sokoban-6-1_4obstacles_5,30.717596292495728,OK,6700,268,7504,273,30280,1,709,1,420,,0,125
DQN Agent 400e,4obstacles_6,sokoban-6-1_4obstacles_6,7.256202459335327,OK,11001,298,12455,302,6828,1,1406,1,697,,0,121
DQN Agent 1000e,4obstacles_6,sokoban-6-1_4obstacles_6,1.143104076385498,OK,2741,216,3030,216,765,1,251,1,102,,0,119
Previous RL,4obstacles_6,sokoban-6-1_4obstacles_6,4.08986496925354,OK,6840,236,7718,239,3689,1,697,1,377,,0,124
RA,4obstacles_6,sokoban-6-1_4obstacles_6,26.799843549728394,OK,5803,224,6534,226,26383,1,634,1,341,,0,118
DQN Agent 400e,4obstacles_7,sokoban-6-1_4obstacles_7,2.01924467086792,OK,3958,198,4445,201,1604,1,526,1,233,,0,133
DQN Agent 1000e,4obstacles_7,sokoban-6-1_4obstacles_7,2.127549886703491,OK,3855,240,4272,240,1559,1,410,1,168,,0,157
Previous RL,4obstacles_7,sokoban-6-1_4obstacles_7,1.063427209854126,OK,1277,148,1397,151,703,1,98,1,63,,0,121
RA,4obstacles_7,sokoban-6-1_4obstacles_7,4.577632904052734,OK,820,160,903,164,4132,1,70,1,47,,0,140
DQN Agent 400e,4obstacles_8,sokoban-6-1_4obstacles_8,0.6245028972625732,OK,18,0,19,0,281,0,2,0,4,,0,131
DQN Agent 1000e,4obstacles_8,sokoban-6-1_4obstacles_8,0.6221456527709961,OK,18,0,19,0,285,0,2,0,4,,0,131
Previous RL,4obstacles_8,sokoban-6-1_4obstacles_8,0.596531867980957,OK,18,0,19,0,272,0,2,0,4,,0,116
RA,4obstacles_8,sokoban-6-1_4obstacles_8,1.1164023876190186,OK,18,0,19,0,772,0,2,0,4,,0,125
DQN Agent 400e,4obstacles_9,sokoban-6-1_4obstacles_9,1.641920804977417,OK,4202,182,4669,186,1246,1,442,1,205,,0,126
