Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-6-1_0obstacles_1,2.1195738315582275,OK,4384,284,4929,284,1722,1,463,1,200,,0,122
DQN Agent 1000e,0obstacles_1,sokoban-6-1_0obstacles_1,3.382662534713745,OK,8007,302,8938,306,2935,1,935,1,367,,0,132
Previous RL,0obstacles_1,sokoban-6-1_0obstacles_1,10.856667518615723,OK,11419,270,12898,273,10428,1,956,1,440,,0,130
DQN Agent 400e,0obstacles_10,sokoban-6-1_0obstacles_10,2.542402505874634,OK,4344,306,4911,315,2131,1,483,1,200,,0,127
DQN Agent 1000e,0obstacles_10,sokoban-6-1_0obstacles_10,5.915532350540161,OK,10761,504,12036,516,5490,1,1275,1,479,,0,135
Previous RL,0obstacles_10,sokoban-6-1_0obstacles_10,1.3802709579467773,OK,2997,94,3310,94,986,1,197,1,101,,0,130
DQN Agent 400e,0obstacles_2,sokoban-6-1_0obstacles_2,2.102114677429199,OK,4403,234,4948,234,1722,1,462,1,201,,0,116
DQN Agent 1000e,0obstacles_2,sokoban-6-1_0obstacles_2,3.4005014896392822,OK,8007,154,8937,154,2998,1,935,1,366,,0,118
Previous RL,0obstacles_2,sokoban-6-1_0obstacles_2,24.712913036346436,OK,15956,154,18159,154,24304,1,1472,1,663,,0,123
DQN Agent 400e,0obstacles_3,sokoban-6-1_0obstacles_3,9.051000833511353,OK,11778,288,13396,295,8615,1,1386,1,549,,0,125
DQN Agent 1000e,0obstacles_3,sokoban-6-1_0obstacles_3,3.612215280532837,OK,6652,106,7453,107,3192,1,802,1,288,,0,127
Previous RL,0obstacles_3,sokoban-6-1_0obstacles_3,1.406930685043335,OK,2998,118,3303,120,1028,1,193,1,101,,0,128
DQN Agent 400e,0obstacles_4,sokoban-6-1_0obstacles_4,23.43222141265869,OK,17733,272,20220,281,23007,1,2132,1,814,,0,118
DQN Agent 1000e,0obstacles_4,sokoban-6-1_0obstacles_4,18.189544439315796,OK,16531,284,18770,290,17751,1,2247,1,773,,0,116
Previous RL,0obstacles_4,sokoban-6-1_0obstacles_4,1.4878795146942139,OK,3295,140,3634,143,1100,1,216,1,102,,0,120
DQN Agent 400e,0obstacles_5,sokoban-6-1_0obstacles_5,0.9463343620300293,OK,1040,240,1160,243,553,1,102,1,49,,0,127
DQN Agent 1000e,0obstacles_5,sokoban-6-1_0obstacles_5,1.363420009613037,OK,3058,232,3371,236,987,1,307,1,125,,0,123
Previous RL,0obstacles_5,sokoban-6-1_0obstacles_5,1.3033175468444824,OK,2518,230,2777,238,918,1,166,1,98,,0,130
DQN Agent 400e,0obstacles_6,sokoban-6-1_0obstacles_6,19.962019443511963,OK,16868,422,19235,433,19516,1,2021,1,780,,0,125
DQN Agent 1000e,0obstacles_6,sokoban-6-1_0obstacles_6,2.944937229156494,OK,6156,162,6914,167,2523,1,767,1,270,,0,113
Previous RL,0obstacles_6,sokoban-6-1_0obstacles_6,1.1059212684631348,OK,1781,128,1957,131,731,1,110,1,48,,0,129
DQN Agent 400e,0obstacles_7,sokoban-6-1_0obstacles_7,5.744835376739502,OK,7976,338,9070,346,5323,1,951,1,368,,0,130
DQN Agent 1000e,0obstacles_7,sokoban-6-1_0obstacles_7,7.221624374389648,OK,11198,372,12569,385,6804,1,1357,1,477,,0,128
Previous RL,0obstacles_7,sokoban-6-1_0obstacles_7,1.0724036693572998,OK,1571,248,1741,256,661,1,111,1,54,,0,117
DQN Agent 400e,0obstacles_8,sokoban-6-1_0obstacles_8,4.771062135696411,OK,7771,552,8755,567,4360,1,832,1,349,,0,122
