instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-7-1_0obstacles_1,6.436380624771118,OK,510,54,534,54,5923,1,19,1,20,,0,164
sokoban-7-1_0obstacles_10,7.321914434432983,OK,668,252,760,263,6820,1,71,1,22,,0,157
sokoban-7-1_0obstacles_2,8.223087549209595,OK,772,160,860,165,7720,1,68,1,26,,0,159
sokoban-7-1_0obstacles_3,96.06820154190063,OK,11264,250,12532,255,95533,1,877,1,310,,0,154
sokoban-7-1_0obstacles_4,63.54184770584106,OK,7928,238,8805,244,63011,1,657,1,237,,0,150
sokoban-7-1_0obstacles_5,34.17138934135437,OK,4316,130,4716,132,33696,1,272,1,107,,0,143
sokoban-7-1_0obstacles_6,29.71797633171081,OK,3552,194,3916,198,29248,1,254,1,106,,0,145
sokoban-7-1_0obstacles_7,30.965089559555054,OK,3798,96,4150,96,30471,1,245,1,94,,0,158
sokoban-7-1_0obstacles_8,26.96746850013733,OK,3316,170,3617,174,26460,1,206,1,65,,0,166
sokoban-7-1_0obstacles_9,45.87525820732117,OK,5706,196,6307,200,45379,1,407,1,164,,0,153
sokoban-7-1_1obstacles_1,67.15292310714722,OK,8064,196,8936,199,66636,1,604,1,244,,0,160
sokoban-7-1_1obstacles_10,84.73511743545532,OK,10146,274,11265,278,84220,1,766,1,273,,0,163
sokoban-7-1_1obstacles_2,8.73431396484375,OK,862,72,916,72,8250,1,38,1,26,,0,153
sokoban-7-1_1obstacles_3,8.907049894332886,OK,856,228,962,237,8361,1,83,1,30,,0,205
sokoban-7-1_1obstacles_4,19.8750102519989,OK,2282,84,2462,84,19351,1,129,1,62,,0,153
sokoban-7-1_1obstacles_5,3.8007445335388175,OK,172,42,177,42,3337,1,6,1,9,,0,140
sokoban-7-1_1obstacles_6,8.484947681427002,OK,816,72,871,72,7988,1,41,1,24,,0,162
sokoban-7-1_1obstacles_7,41.06770396232605,OK,5178,258,5738,264,40576,1,422,1,171,,0,141
sokoban-7-1_1obstacles_8,128.83045959472656,OK,14406,320,16155,329,128294,1,1310,1,438,,0,149
sokoban-7-1_1obstacles_9,25.1701078414917,OK,3100,396,3375,411,24675,1,203,1,72,,0,162
sokoban-7-1_2obstacles_1,107.24966740608215,OK,12316,416,13797,428,106732,1,1151,1,434,,0,171
sokoban-7-1_2obstacles_10,176.58408617973328,OK,18165,770,20528,790,176052,1,1886,1,754,,0,144
sokoban-7-1_2obstacles_2,36.45836496353149,OK,4530,170,5030,171,35910,1,371,1,171,,0,165
sokoban-7-1_2obstacles_3,122.22518801689148,OK,14418,156,16203,157,121666,1,1381,1,542,,0,155
sokoban-7-1_2obstacles_4,48.71170616149902,OK,6240,262,6863,269,48172,1,446,1,156,,0,148
sokoban-7-1_2obstacles_5,7.539321184158325,OK,645,244,730,256,7039,1,68,1,25,,0,150
sokoban-7-1_2obstacles_6,181.58736491203308,OK,18967,482,21451,486,181036,1,1944,1,714,,0,152
sokoban-7-1_2obstacles_7,98.88023471832275,OK,11075,692,12389,719,98321,1,1044,1,412,,0,156
sokoban-7-1_2obstacles_8,73.38839411735535,OK,9000,460,10042,476,72822,1,829,1,337,,0,158
sokoban-7-1_2obstacles_9,60.86546969413757,OK,7481,110,8315,110,60351,1,654,1,308,,0,163
sokoban-7-1_3obstacles_1,97.77074837684631,OK,11660,428,12995,441,97261,1,1063,1,476,,0,149
sokoban-7-1_3obstacles_10,49.34837055206299,OK,6253,478,6947,491,48825,1,558,1,243,,0,147
sokoban-7-1_3obstacles_2,40.03725051879883,OK,4818,496,5367,516,39514,1,462,1,229,,0,144
sokoban-7-1_3obstacles_3,47.2806351184845,OK,5769,170,6428,173,46769,1,541,1,256,,0,171
sokoban-7-1_3obstacles_4,13.87095022201538,OK,1483,170,1617,175,13364,1,102,1,51,,0,151
sokoban-7-1_3obstacles_5,30.85935521125793,OK,3774,230,4155,235,30364,1,296,1,113,,0,158
sokoban-7-1_3obstacles_6,41.83066153526306,OK,5071,226,5594,230,41313,1,397,1,178,,0,168
sokoban-7-1_3obstacles_7,25.69110560417176,OK,3117,266,3439,276,25210,1,244,1,94,,0,148
sokoban-7-1_3obstacles_8,44.49060559272766,OK,5326,232,5920,239,43965,1,462,1,202,,0,153
sokoban-7-1_3obstacles_9,8.785609483718872,OK,813,244,914,251,8286,1,79,1,35,,0,170
sokoban-7-1_4obstacles_1,17.790733814239502,OK,2111,118,2288,120,17307,1,136,1,62,,0,154
sokoban-7-1_4obstacles_10,174.71199822425842,OK,19117,270,21698,273,174156,1,2163,1,916,,0,163
sokoban-7-1_4obstacles_2,57.27973890304565,OK,7233,388,8087,402,56762,1,671,1,307,,0,154
sokoban-7-1_4obstacles_3,60.68352031707764,OK,7156,0,8213,0,60257,0,873,0,458,,0,156
sokoban-7-1_4obstacles_4,7.1480631828308105,OK,649,82,696,82,6654,1,37,1,25,,0,182
sokoban-7-1_4obstacles_5,57.302194595336914,OK,6943,152,7678,154,56773,1,523,1,199,,0,168
