instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-4-1_0obstacles_1,1.8493859767913816,OK,1558,104,1697,105,1569,1,122,1,90,,0,67
sokoban-4-1_0obstacles_10,1.0896265506744385,OK,656,72,700,72,816,1,38,1,30,,0,70
sokoban-4-1_0obstacles_2,2.4812769889831543,OK,2138,204,2329,209,2196,1,169,1,125,,0,66
sokoban-4-1_0obstacles_3,2.164787769317627,OK,1944,118,2121,119,1894,1,155,1,112,,0,69
sokoban-4-1_0obstacles_4,1.496446132659912,OK,1148,84,1245,84,1224,1,89,1,62,,0,67
sokoban-4-1_0obstacles_5,0.5726268291473389,OK,100,40,103,40,297,1,3,1,6,,0,66
sokoban-4-1_0obstacles_6,1.5109941959381104,OK,1156,118,1251,120,1241,1,86,1,66,,0,63
sokoban-4-1_0obstacles_7,0.6000897884368896,OK,128,52,135,53,342,1,5,1,7,,0,72
sokoban-4-1_0obstacles_8,1.8476369380950928,OK,1508,74,1621,74,1574,1,100,1,73,,0,66
sokoban-4-1_0obstacles_9,2.4872148036956787,OK,2124,86,2331,86,2197,1,186,1,125,,0,70
sokoban-4-1_1obstacles_1,0.6066949367523193,OK,144,74,153,76,348,1,8,1,7,,0,65
sokoban-4-1_1obstacles_10,1.8604190349578853,OK,1558,92,1697,92,1599,1,123,1,90,,0,66
sokoban-4-1_1obstacles_2,0.6289820671081543,OK,172,42,177,42,374,1,6,1,9,,0,65
sokoban-4-1_1obstacles_3,0.567800760269165,OK,114,40,119,40,314,1,4,1,6,,0,68
sokoban-4-1_1obstacles_4,1.5960826873779297,OK,1234,74,1330,74,1316,1,85,1,61,,0,74
sokoban-4-1_1obstacles_5,1.5190796852111816,OK,1148,84,1245,84,1250,1,89,1,62,,0,66
sokoban-4-1_1obstacles_6,1.003962755203247,OK,578,62,612,62,729,1,27,1,26,,0,67
sokoban-4-1_1obstacles_7,1.5530149936676023,OK,1134,84,1230,84,1279,1,89,1,60,,0,66
sokoban-4-1_1obstacles_8,0.7578856945037842,OK,264,52,278,52,484,1,14,1,14,,0,66
sokoban-4-1_1obstacles_9,2.4570772647857666,OK,1928,96,2105,96,2130,1,158,1,112,,0,75
sokoban-4-1_2obstacles_1,1.2670774459838867,OK,796,134,870,135,980,1,84,1,76,,0,71
sokoban-4-1_2obstacles_10,1.1647415161132812,OK,714,160,783,164,893,1,60,1,50,,0,71
sokoban-4-1_2obstacles_2,2.180411100387573,OK,1718,0,1921,0,1929,0,223,0,182,,0,71
sokoban-4-1_2obstacles_3,1.324720859527588,OK,873,134,947,136,1038,1,76,1,66,,0,69
sokoban-4-1_2obstacles_4,1.073913812637329,OK,597,72,638,72,768,1,35,1,32,,0,74
sokoban-4-1_2obstacles_5,0.9534223079681396,OK,492,62,519,62,668,1,25,1,26,,0,68
sokoban-4-1_2obstacles_6,1.689695119857788,OK,1268,0,1428,0,1427,0,170,0,107,,0,72
sokoban-4-1_2obstacles_7,0.8407859802246094,OK,328,82,358,82,550,1,29,1,29,,0,74
sokoban-4-1_2obstacles_8,1.9881343841552728,OK,1527,104,1693,104,1714,1,163,1,123,,0,69
sokoban-4-1_2obstacles_9,0.8542883396148682,OK,322,82,352,82,551,1,30,1,29,,0,79
sokoban-4-1_3obstacles_1,1.2063753604888916,OK,720,122,801,122,916,1,81,1,73,,0,71
sokoban-4-1_3obstacles_10,0.7205531597137451,OK,203,50,210,50,439,1,8,1,12,,0,69
sokoban-4-1_3obstacles_2,2.0841567516326904,OK,1596,0,1774,0,1804,0,206,0,193,,0,70
sokoban-4-1_3obstacles_3,1.018136978149414,OK,557,0,621,0,747,0,75,0,70,,0,72
sokoban-4-1_3obstacles_4,0.8316729068756104,OK,344,72,377,72,551,1,34,1,33,,0,72
sokoban-4-1_3obstacles_5,0.642850399017334,OK,136,42,142,42,354,1,7,1,10,,0,73
sokoban-4-1_3obstacles_6,0.9370181560516356,OK,456,122,505,122,656,1,56,1,49,,0,74
sokoban-4-1_3obstacles_7,0.6347508430480957,OK,158,42,165,42,366,1,9,1,11,,0,72
sokoban-4-1_3obstacles_8,0.6741893291473389,OK,203,0,227,0,425,0,27,0,22,,0,72
sokoban-4-1_3obstacles_9,0.8836023807525635,OK,369,62,396,62,585,1,29,1,30,,0,77
sokoban-4-1_4obstacles_1,0.4049172401428222,OK,18,0,19,0,160,0,2,0,4,,0,70
sokoban-4-1_4obstacles_10,0.9478330612182616,OK,459,0,513,0,682,0,65,0,52,,0,74
sokoban-4-1_4obstacles_2,1.8650429248809808,OK,1406,144,1575,145,1558,1,167,1,134,,0,72
sokoban-4-1_4obstacles_3,0.6447722911834717,OK,188,0,207,0,402,0,26,0,26,,0,70
sokoban-4-1_4obstacles_4,1.5579795837402344,OK,1086,0,1217,0,1285,0,149,0,128,,0,71
sokoban-4-1_4obstacles_5,0.8619542121887207,OK,412,0,460,0,616,0,57,0,45,,0,70
sokoban-4-1_4obstacles_6,0.6880233287811279,OK,188,0,210,0,434,0,26,0,26,,0,75
sokoban-4-1_4obstacles_7,1.4485626220703125,OK,910,0,1017,0,1169,0,119,0,106,,0,72
sokoban-4-1_4obstacles_8,0.7548108100891113,OK,228,0,257,0,496,0,33,0,25,,0,70
sokoban-4-1_4obstacles_9,0.4269430637359619,OK,18,0,19,0,171,0,2,0,4,,0,74
