Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
RA,1obstacles_3,sokoban-7-1_1obstacles_3,8.907049894332886,OK,856,228,962,237,8361,1,83,1,30,,0,205
DQN Agent 400e,1obstacles_4,sokoban-7-1_1obstacles_4,4.418889045715332,OK,8804,228,9827,228,3963,1,1100,1,337,,0,148
DQN Agent 1000e,1obstacles_4,sokoban-7-1_1obstacles_4,2.3155078887939453,OK,5407,84,5873,84,1857,1,442,1,170,,0,150
Previous RL,1obstacles_4,sokoban-7-1_1obstacles_4,1.4695942401885986,OK,3165,268,3455,275,1043,1,179,1,91,,0,150
RA,1obstacles_4,sokoban-7-1_1obstacles_4,19.8750102519989,OK,2282,84,2462,84,19351,1,129,1,62,,0,153
DQN Agent 400e,1obstacles_5,sokoban-7-1_1obstacles_5,2.3461410999298096,OK,5869,186,6503,186,1885,1,706,1,223,,0,151
DQN Agent 1000e,1obstacles_5,sokoban-7-1_1obstacles_5,3.719290256500244,OK,9883,322,10950,325,3232,1,1008,1,332,,0,162
Previous RL,1obstacles_5,sokoban-7-1_1obstacles_5,0.8602101802825928,OK,342,42,365,42,449,1,13,1,17,,0,154
RA,1obstacles_5,sokoban-7-1_1obstacles_5,3.8007445335388184,OK,172,42,177,42,3337,1,6,1,9,,0,140
DQN Agent 400e,1obstacles_6,sokoban-7-1_1obstacles_6,4.104712963104248,OK,6406,228,7305,231,3624,1,917,1,234,,0,161
DQN Agent 1000e,1obstacles_6,sokoban-7-1_1obstacles_6,2.112628936767578,OK,5162,364,5738,370,1643,1,556,1,175,,0,164
Previous RL,1obstacles_6,sokoban-7-1_1obstacles_6,1.1042730808258057,OK,1560,72,1674,72,685,1,71,1,49,,0,159
RA,1obstacles_6,sokoban-7-1_1obstacles_6,8.484947681427002,OK,816,72,871,72,7988,1,41,1,24,,0,162
DQN Agent 400e,1obstacles_7,sokoban-7-1_1obstacles_7,5.676318883895874,OK,11231,342,12585,343,5177,1,1299,1,372,,0,157
DQN Agent 1000e,1obstacles_7,sokoban-7-1_1obstacles_7,2.3842127323150635,OK,4801,562,5207,568,1937,1,402,1,148,,0,146
Previous RL,1obstacles_7,sokoban-7-1_1obstacles_7,3.7647063732147217,OK,7134,326,7949,336,3331,1,524,1,233,,0,156
RA,1obstacles_7,sokoban-7-1_1obstacles_7,41.06770396232605,OK,5178,258,5738,264,40576,1,422,1,171,,0,141
DQN Agent 400e,1obstacles_8,sokoban-7-1_1obstacles_8,1.2684845924377441,OK,2357,268,2558,268,826,1,192,1,72,,0,145
DQN Agent 1000e,1obstacles_8,sokoban-7-1_1obstacles_8,3.39045786857605,OK,5373,386,5835,390,2913,1,440,1,170,,0,165
Previous RL,1obstacles_8,sokoban-7-1_1obstacles_8,36.19228219985962,OK,17793,234,20149,237,35730,1,1535,1,573,,0,154
RA,1obstacles_8,sokoban-7-1_1obstacles_8,128.83045959472656,OK,14406,320,16155,329,128294,1,1310,1,438,,0,149
DQN Agent 400e,1obstacles_9,sokoban-7-1_1obstacles_9,1.275092601776123,OK,1837,304,2033,308,816,1,181,1,64,,0,153
DQN Agent 1000e,1obstacles_9,sokoban-7-1_1obstacles_9,5.928139686584473,OK,10468,166,11521,166,5414,1,1029,1,342,,0,173
Previous RL,1obstacles_9,sokoban-7-1_1obstacles_9,2.1688718795776367,OK,4820,102,5261,102,1742,1,272,1,124,,0,152
RA,1obstacles_9,sokoban-7-1_1obstacles_9,25.1701078414917,OK,3100,396,3375,411,24675,1,203,1,72,,0,162
DQN Agent 400e,2obstacles_1,sokoban-7-1_2obstacles_1,4.430399179458618,OK,9903,396,11056,396,3936,1,1060,1,312,,0,145
DQN Agent 1000e,2obstacles_1,sokoban-7-1_2obstacles_1,10.952672243118286,OK,14715,498,16257,499,10459,1,1574,1,496,,0,149
Previous RL,2obstacles_1,sokoban-7-1_2obstacles_1,21.700802087783813,OK,15443,728,17466,749,21206,1,1390,1,520,,0,164
RA,2obstacles_1,sokoban-7-1_2obstacles_1,107.24966740608215,OK,12316,416,13797,428,106732,1,1151,1,434,,0,171
DQN Agent 400e,2obstacles_10,sokoban-7-1_2obstacles_10,5.611372232437134,OK,11787,302,13121,302,5118,1,1277,1,436,,0,151
DQN Agent 1000e,2obstacles_10,sokoban-7-1_2obstacles_10,3.990633010864258,OK,6506,354,7081,357,3455,1,530,1,210,,0,162
Previous RL,2obstacles_10,sokoban-7-1_2obstacles_10,65.30240559577942,OK,21444,478,24426,498,64814,1,2131,1,919,,0,146
RA,2obstacles_10,sokoban-7-1_2obstacles_10,176.58408617973328,OK,18165,770,20528,790,176052,1,1886,1,754,,0,144
DQN Agent 400e,2obstacles_2,sokoban-7-1_2obstacles_2,5.748661518096924,OK,11323,426,12600,430,5265,1,1217,1,403,,0,157
DQN Agent 1000e,2obstacles_2,sokoban-7-1_2obstacles_2,2.0575826168060303,OK,4652,198,5130,198,1580,1,436,1,155,,0,165
Previous RL,2obstacles_2,sokoban-7-1_2obstacles_2,3.177663803100586,OK,5800,298,6507,303,2722,1,494,1,214,,0,148
RA,2obstacles_2,sokoban-7-1_2obstacles_2,36.458364963531494,OK,4530,170,5030,171,35910,1,371,1,171,,0,165
DQN Agent 400e,2obstacles_3,sokoban-7-1_2obstacles_3,86.43805956840515,OK,33072,580,37883,592,85769,1,4751,1,1278,,0,151
DQN Agent 1000e,2obstacles_3,sokoban-7-1_2obstacles_3,114.87187623977661,OK,34242,832,39214,846,114305,1,5021,1,1517,,0,167
Previous RL,2obstacles_3,sokoban-7-1_2obstacles_3,33.9012975692749,OK,17345,196,19679,197,33375,1,1652,1,712,,0,153
RA,2obstacles_3,sokoban-7-1_2obstacles_3,122.22518801689148,OK,14418,156,16203,157,121666,1,1381,1,542,,0,155
DQN Agent 400e,2obstacles_4,sokoban-7-1_2obstacles_4,3.9374637603759766,OK,7277,178,8100,178,3421,1,800,1,261,,0,140
DQN Agent 1000e,2obstacles_4,sokoban-7-1_2obstacles_4,21.185909748077393,OK,20507,308,22726,311,20709,1,2211,1,707,,0,156
Previous RL,2obstacles_4,sokoban-7-1_2obstacles_4,6.1150901317596436,OK,9304,216,10354,222,5642,1,696,1,266,,0,167
RA,2obstacles_4,sokoban-7-1_2obstacles_4,48.71170616149902,OK,6240,262,6863,269,48172,1,446,1,156,,0,148
DQN Agent 400e,2obstacles_5,sokoban-7-1_2obstacles_5,0.8119227886199951,OK,401,100,443,100,389,1,51,1,16,,0,150
DQN Agent 1000e,2obstacles_5,sokoban-7-1_2obstacles_5,31.188721656799316,OK,22596,254,25030,255,30666,1,2429,1,808,,0,156
Previous RL,2obstacles_5,sokoban-7-1_2obstacles_5,0.9708666801452637,OK,681,244,773,256,527,1,65,1,26,,0,159
RA,2obstacles_5,sokoban-7-1_2obstacles_5,7.539321184158325,OK,645,244,730,256,7039,1,68,1,25,,0,150
DQN Agent 400e,2obstacles_6,sokoban-7-1_2obstacles_6,8.08190655708313,OK,14863,404,16637,408,7602,1,1633,1,530,,0,146
DQN Agent 1000e,2obstacles_6,sokoban-7-1_2obstacles_6,3.845796585083008,OK,6672,670,7259,682,3354,1,561,1,207,,0,157
Previous RL,2obstacles_6,sokoban-7-1_2obstacles_6,57.932029247283936,OK,21844,368,24900,376,57404,1,2146,1,867,,0,154
RA,2obstacles_6,sokoban-7-1_2obstacles_6,181.58736491203308,OK,18967,482,21451,486,181036,1,1944,1,714,,0,152
DQN Agent 400e,2obstacles_7,sokoban-7-1_2obstacles_7,0.9773387908935547,OK,802,222,864,223,531,1,73,1,29,,0,149
DQN Agent 1000e,2obstacles_7,sokoban-7-1_2obstacles_7,8.32500672340393,OK,10747,286,11921,287,7859,1,1209,1,402,,0,148
Previous RL,2obstacles_7,sokoban-7-1_2obstacles_7,18.143545150756836,OK,14184,374,16042,386,17673,1,1288,1,543,,0,148
RA,2obstacles_7,sokoban-7-1_2obstacles_7,98.88023471832275,OK,11075,692,12389,719,98321,1,1044,1,412,,0,156
DQN Agent 400e,2obstacles_8,sokoban-7-1_2obstacles_8,1.309969186782837,OK,1956,290,2147,291,846,1,168,1,59,,0,158
DQN Agent 1000e,2obstacles_8,sokoban-7-1_2obstacles_8,19.468374490737915,OK,18839,448,20978,449,18969,1,2172,1,720,,0,147
Previous RL,2obstacles_8,sokoban-7-1_2obstacles_8,11.608706712722778,OK,11868,158,13357,158,11112,1,1034,1,463,,0,164
RA,2obstacles_8,sokoban-7-1_2obstacles_8,73.38839411735535,OK,9000,460,10042,476,72822,1,829,1,337,,0,158
DQN Agent 400e,2obstacles_9,sokoban-7-1_2obstacles_9,4.365148305892944,OK,8682,170,9594,170,3862,1,932,1,307,,0,163
DQN Agent 1000e,2obstacles_9,sokoban-7-1_2obstacles_9,3.462311267852783,OK,8241,360,9039,365,2992,1,752,1,297,,0,159
Previous RL,2obstacles_9,sokoban-7-1_2obstacles_9,8.110457420349121,OK,9835,110,11049,110,7662,1,860,1,384,,0,144
RA,2obstacles_9,sokoban-7-1_2obstacles_9,60.86546969413757,OK,7481,110,8315,110,60351,1,654,1,308,,0,163
DQN Agent 400e,3obstacles_1,sokoban-7-1_3obstacles_1,11.285171508789062,OK,18028,400,20113,402,10753,1,1958,1,629,,0,161
DQN Agent 1000e,3obstacles_1,sokoban-7-1_3obstacles_1,5.260608911514282,OK,7232,528,7903,539,4670,1,645,1,242,,0,172
Previous RL,3obstacles_1,sokoban-7-1_3obstacles_1,19.151108980178833,OK,14755,514,16656,526,18641,1,1348,1,632,,0,175
RA,3obstacles_1,sokoban-7-1_3obstacles_1,97.77074837684631,OK,11660,428,12995,441,97261,1,1063,1,476,,0,149
DQN Agent 400e,3obstacles_10,sokoban-7-1_3obstacles_10,1.148101806640625,OK,1422,208,1526,208,690,1,107,1,38,,0,164
DQN Agent 1000e,3obstacles_10,sokoban-7-1_3obstacles_10,11.37203860282898,OK,12975,434,14140,438,10900,1,1107,1,418,,0,161
Previous RL,3obstacles_10,sokoban-7-1_3obstacles_10,5.544337034225464,OK,8079,264,9077,272,5057,1,730,1,333,,0,161
RA,3obstacles_10,sokoban-7-1_3obstacles_10,49.34837055206299,OK,6253,478,6947,491,48825,1,558,1,243,,0,147
DQN Agent 400e,3obstacles_2,sokoban-7-1_3obstacles_2,1.0338914394378662,OK,1155,208,1247,209,570,1,109,1,48,,0,169
DQN Agent 1000e,3obstacles_2,sokoban-7-1_3obstacles_2,9.625859498977661,OK,10771,300,11777,301,9160,1,967,1,400,,0,147
Previous RL,3obstacles_2,sokoban-7-1_3obstacles_2,4.063165187835693,OK,6130,348,6871,359,3596,1,558,1,291,,0,149
RA,3obstacles_2,sokoban-7-1_3obstacles_2,40.03725051879883,OK,4818,496,5367,516,39514,1,462,1,229,,0,144
DQN Agent 400e,3obstacles_3,sokoban-7-1_3obstacles_3,26.05893111228943,OK,24040,314,27090,317,25556,1,2969,1,900,,0,152
DQN Agent 1000e,3obstacles_3,sokoban-7-1_3obstacles_3,80.53336906433105,OK,31974,378,36378,378,80033,1,4597,1,1532,,0,149
Previous RL,3obstacles_3,sokoban-7-1_3obstacles_3,4.522701978683472,OK,7398,258,8311,261,4055,1,687,1,324,,0,150
RA,3obstacles_3,sokoban-7-1_3obstacles_3,47.2806351184845,OK,5769,170,6428,173,46769,1,541,1,256,,0,171
DQN Agent 400e,3obstacles_4,sokoban-7-1_3obstacles_4,9.447344779968262,OK,13330,682,15015,690,8921,1,1666,1,510,,0,161
DQN Agent 1000e,3obstacles_4,sokoban-7-1_3obstacles_4,3.1003823280334473,OK,5534,338,6043,338,2606,1,480,1,187,,0,166
Previous RL,3obstacles_4,sokoban-7-1_3obstacles_4,1.3712499141693115,OK,2363,122,2601,123,929,1,169,1,79,,0,162
RA,3obstacles_4,sokoban-7-1_3obstacles_4,13.87095022201538,OK,1483,170,1617,175,13364,1,102,1,51,,0,151
DQN Agent 400e,3obstacles_5,sokoban-7-1_3obstacles_5,4.345708131790161,OK,8528,464,9619,469,3838,1,1028,1,304,,0,160
DQN Agent 1000e,3obstacles_5,sokoban-7-1_3obstacles_5,3.955599546432495,OK,7679,378,8407,380,3313,1,731,1,273,,0,258
Previous RL,3obstacles_5,sokoban-7-1_3obstacles_5,2.7249739170074463,OK,5396,196,6016,201,2274,1,418,1,181,,0,147
RA,3obstacles_5,sokoban-7-1_3obstacles_5,30.859355211257935,OK,3774,230,4155,235,30364,1,296,1,113,,0,158
DQN Agent 400e,3obstacles_6,sokoban-7-1_3obstacles_6,4.949848651885986,OK,10270,220,11345,221,4438,1,1000,1,305,,0,151
DQN Agent 1000e,3obstacles_6,sokoban-7-1_3obstacles_6,1.0679843425750732,OK,1456,376,1552,380,605,1,93,1,40,,0,162
Previous RL,3obstacles_6,sokoban-7-1_3obstacles_6,3.6686606407165527,OK,6655,314,7461,322,3198,1,560,1,240,,0,165
RA,3obstacles_6,sokoban-7-1_3obstacles_6,41.83066153526306,OK,5071,226,5594,230,41313,1,397,1,178,,0,168
DQN Agent 400e,3obstacles_7,sokoban-7-1_3obstacles_7,64.58343076705933,OK,30334,250,34705,250,64051,1,4209,1,1147,,0,155
DQN Agent 1000e,3obstacles_7,sokoban-7-1_3obstacles_7,64.85126185417175,OK,30703,278,35123,280,64323,1,4543,1,1473,,0,158
Previous RL,3obstacles_7,sokoban-7-1_3obstacles_7,2.129312515258789,OK,4236,174,4758,178,1691,1,373,1,142,,0,162
RA,3obstacles_7,sokoban-7-1_3obstacles_7,25.691105604171753,OK,3117,266,3439,276,25210,1,244,1,94,,0,148
DQN Agent 400e,3obstacles_8,sokoban-7-1_3obstacles_8,0.9682822227478027,OK,1020,168,1114,168,514,1,100,1,36,,0,161
DQN Agent 1000e,3obstacles_8,sokoban-7-1_3obstacles_8,9.29673957824707,OK,10947,380,11920,382,8802,1,885,1,340,,0,155
Previous RL,3obstacles_8,sokoban-7-1_3obstacles_8,4.4998555183410645,OK,7135,292,8011,299,4031,1,621,1,273,,0,158
RA,3obstacles_8,sokoban-7-1_3obstacles_8,44.49060559272766,OK,5326,232,5920,239,43965,1,462,1,202,,0,153
DQN Agent 400e,3obstacles_9,sokoban-7-1_3obstacles_9,3.010171413421631,OK,7585,348,8277,348,2518,1,571,1,228,,0,161
DQN Agent 1000e,3obstacles_9,sokoban-7-1_3obstacles_9,2.2631587982177734,OK,4709,342,5204,344,1807,1,523,1,184,,0,165
Previous RL,3obstacles_9,sokoban-7-1_3obstacles_9,1.0481462478637695,OK,1026,216,1142,224,600,1,86,1,40,,0,160
RA,3obstacles_9,sokoban-7-1_3obstacles_9,8.785609483718872,OK,813,244,914,251,8286,1,79,1,35,,0,170
DQN Agent 400e,4obstacles_1,sokoban-7-1_4obstacles_1,3.3743536472320557,OK,7758,274,8495,277,2862,1,718,1,293,,0,145
DQN Agent 1000e,4obstacles_1,sokoban-7-1_4obstacles_1,2.7494618892669678,OK,6737,282,7398,282,2269,1,661,1,265,,0,163
Previous RL,4obstacles_1,sokoban-7-1_4obstacles_1,1.6133842468261719,OK,3328,118,3696,120,1202,1,242,1,104,,0,140
RA,4obstacles_1,sokoban-7-1_4obstacles_1,17.790733814239502,OK,2111,118,2288,120,17307,1,136,1,62,,0,154
DQN Agent 400e,4obstacles_10,sokoban-7-1_4obstacles_10,8.58280897140503,OK,15793,420,17498,421,8071,1,1558,1,554,,0,155
DQN Agent 1000e,4obstacles_10,sokoban-7-1_4obstacles_10,18.910553455352783,OK,17130,428,19085,428,18411,1,2081,1,718,,0,161
Previous RL,4obstacles_10,sokoban-7-1_4obstacles_10,46.79457759857178,OK,21308,290,24320,293,46302,1,2249,1,1010,,0,142
RA,4obstacles_10,sokoban-7-1_4obstacles_10,174.71199822425842,OK,19117,270,21698,273,174156,1,2163,1,916,,0,163
DQN Agent 400e,4obstacles_2,sokoban-7-1_4obstacles_2,1.905024528503418,OK,5362,346,5782,347,1435,1,419,1,174,,0,161
DQN Agent 1000e,4obstacles_2,sokoban-7-1_4obstacles_2,15.996461153030396,OK,15261,404,16706,405,15494,1,1319,1,443,,0,169
Previous RL,4obstacles_2,sokoban-7-1_4obstacles_2,6.66819167137146,OK,9127,518,10276,535,6201,1,835,1,349,,0,156
RA,4obstacles_2,sokoban-7-1_4obstacles_2,57.279738903045654,OK,7233,388,8087,402,56762,1,671,1,307,,0,154
DQN Agent 400e,4obstacles_3,sokoban-7-1_4obstacles_3,5.230175971984863,OK,7156,0,8213,0,4815,0,1169,0,341,,0,149
DQN Agent 1000e,4obstacles_3,sokoban-7-1_4obstacles_3,5.3429577350616455,OK,7156,0,8213,0,4887,0,1145,0,421,,0,162
Previous RL,4obstacles_3,sokoban-7-1_4obstacles_3,6.751237392425537,OK,7156,0,8213,0,6324,0,815,0,435,,0,155
RA,4obstacles_3,sokoban-7-1_4obstacles_3,60.68352031707764,OK,7156,0,8213,0,60257,0,873,0,458,,0,156
DQN Agent 400e,4obstacles_4,sokoban-7-1_4obstacles_4,4.973499298095703,OK,9604,290,10735,290,4406,1,1115,1,347,,0,159
DQN Agent 1000e,4obstacles_4,sokoban-7-1_4obstacles_4,3.1483511924743652,OK,8323,310,9165,310,2666,1,754,1,262,,0,148
Previous RL,4obstacles_4,sokoban-7-1_4obstacles_4,1.0334885120391846,OK,1098,122,1194,122,611,1,68,1,40,,0,165
RA,4obstacles_4,sokoban-7-1_4obstacles_4,7.1480631828308105,OK,649,82,696,82,6654,1,37,1,25,,0,182
DQN Agent 400e,4obstacles_5,sokoban-7-1_4obstacles_5,4.655575513839722,OK,10044,512,11187,517,4179,1,1016,1,348,,0,151
DQN Agent 1000e,4obstacles_5,sokoban-7-1_4obstacles_5,2.559047222137451,OK,4412,334,4806,337,2087,1,343,1,127,,0,170
Previous RL,4obstacles_5,sokoban-7-1_4obstacles_5,7.203924894332886,OK,9268,220,10482,226,6736,1,855,1,331,,0,161
RA,4obstacles_5,sokoban-7-1_4obstacles_5,57.302194595336914,OK,6943,152,7678,154,56773,1,523,1,199,,0,168
DQN Agent 400e,4obstacles_6,sokoban-7-1_4obstacles_6,1.395256757736206,OK,2495,388,2695,388,915,1,206,1,95,,0,151
DQN Agent 1000e,4obstacles_6,sokoban-7-1_4obstacles_6,13.970085382461548,OK,15642,482,17361,489,13475,1,1735,1,644,,0,167
Previous RL,4obstacles_6,sokoban-7-1_4obstacles_6,33.91689658164978,OK,18557,596,21094,614,33423,1,1937,1,979,,0,145
RA,4obstacles_6,sokoban-7-1_4obstacles_6,152.06485724449158,OK,16622,520,18830,535,151512,1,1854,1,871,,0,166
DQN Agent 400e,4obstacles_7,sokoban-7-1_4obstacles_7,12.643741607666016,OK,16762,472,18761,473,12131,1,1875,1,622,,0,162
DQN Agent 1000e,4obstacles_7,sokoban-7-1_4obstacles_7,6.772838830947876,OK,8763,580,9547,580,6228,1,736,1,287,,0,161
Previous RL,4obstacles_7,sokoban-7-1_4obstacles_7,2.854961395263672,OK,5110,188,5718,190,2394,1,434,1,220,,0,147
RA,4obstacles_7,sokoban-7-1_4obstacles_7,29.78913640975952,OK,3672,312,4060,321,29277,1,311,1,160,,0,158
DQN Agent 400e,4obstacles_8,sokoban-7-1_4obstacles_8,13.592609882354736,OK,17835,108,19842,108,13095,1,1912,1,667,,0,159
DQN Agent 1000e,4obstacles_8,sokoban-7-1_4obstacles_8,3.29585599899292,OK,7238,128,7858,128,2803,1,598,1,245,,0,145
Previous RL,4obstacles_8,sokoban-7-1_4obstacles_8,5.158005952835083,OK,8153,120,9172,121,4736,1,740,1,333,,0,142
RA,4obstacles_8,sokoban-7-1_4obstacles_8,46.91855812072754,OK,5955,128,6577,128,46388,1,472,1,231,,0,171
