instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-4-1_0obstacles_1,1.3052446842193604,OK,2673,136,2945,138,933,1,311,1,140,,0,85
sokoban-4-1_0obstacles_10,1.050823450088501,OK,765,136,828,138,681,1,79,1,38,,0,81
sokoban-4-1_0obstacles_2,1.5532000064849854,OK,2873,186,3173,187,1184,1,342,1,151,,0,76
sokoban-4-1_0obstacles_3,1.0634167194366455,OK,1810,252,1980,255,692,1,197,1,91,,0,82
sokoban-4-1_0obstacles_4,0.8068253993988037,OK,869,148,940,150,455,1,87,1,43,,0,81
sokoban-4-1_0obstacles_5,0.6615145206451416,OK,243,40,266,40,334,1,27,1,13,,0,77
sokoban-4-1_0obstacles_6,0.9307351112365724,OK,1311,166,1431,167,561,1,142,1,67,,0,82
sokoban-4-1_0obstacles_7,0.6611056327819824,OK,235,52,255,53,316,1,23,1,13,,0,80
sokoban-4-1_0obstacles_8,1.0514707565307615,OK,1810,114,1977,114,714,1,192,1,91,,0,80
sokoban-4-1_0obstacles_9,0.8759071826934814,OK,1116,106,1210,106,507,1,113,1,54,,0,82
sokoban-4-1_1obstacles_1,0.9308373928070068,OK,968,62,1059,63,493,1,107,1,53,,0,81
sokoban-4-1_1obstacles_10,1.2009491920471191,OK,2353,126,2591,128,827,1,275,1,126,,0,84
sokoban-4-1_1obstacles_2,0.8477983474731445,OK,833,42,903,42,467,1,84,1,40,,0,74
sokoban-4-1_1obstacles_3,0.7224888801574707,OK,260,40,282,40,352,1,26,1,14,,0,87
sokoban-4-1_1obstacles_4,0.8366751670837402,OK,848,74,918,74,453,1,84,1,40,,0,81
sokoban-4-1_1obstacles_5,0.8423030376434326,OK,869,148,940,150,491,1,87,1,43,,0,83
sokoban-4-1_1obstacles_6,0.688941240310669,OK,427,62,462,62,355,1,39,1,22,,0,86
sokoban-4-1_1obstacles_7,0.9377655982971193,OK,1121,208,1214,210,544,1,112,1,55,,0,87
sokoban-4-1_1obstacles_8,0.6742649078369141,OK,417,52,454,52,300,1,48,1,21,,0,90
sokoban-4-1_1obstacles_9,0.9925062656402588,OK,1319,260,1427,262,626,1,134,1,66,,0,83
sokoban-4-1_2obstacles_1,1.078020095825195,OK,1804,154,2007,155,709,1,269,1,161,,0,90
sokoban-4-1_2obstacles_10,0.761066198348999,OK,551,94,599,95,410,1,61,1,29,,0,83
sokoban-4-1_2obstacles_2,1.2340710163116455,OK,1718,0,1921,0,899,0,279,0,169,,0,80
sokoban-4-1_2obstacles_3,0.7003052234649658,OK,239,134,258,136,343,1,21,1,12,,0,84
sokoban-4-1_2obstacles_4,1.123140573501587,OK,1979,72,2179,72,713,1,252,1,125,,0,85
sokoban-4-1_2obstacles_5,0.7950305938720703,OK,533,102,578,102,408,1,55,1,25,,0,80
sokoban-4-1_2obstacles_6,1.1509058475494385,OK,1268,0,1428,0,824,0,201,0,105,,0,81
sokoban-4-1_2obstacles_7,0.8766810894012451,OK,953,82,1050,82,483,1,132,1,71,,0,82
sokoban-4-1_2obstacles_8,0.8816072940826416,OK,926,124,1009,124,503,1,110,1,59,,0,86
sokoban-4-1_2obstacles_9,0.7900969982147217,OK,470,82,514,82,400,1,58,1,29,,0,77
sokoban-4-1_3obstacles_1,0.8432574272155762,OK,815,122,908,122,479,1,126,1,78,,0,88
sokoban-4-1_3obstacles_10,0.885796070098877,OK,868,50,960,50,536,1,128,1,59,,0,85
sokoban-4-1_3obstacles_2,0.9510054588317872,OK,1596,0,1774,0,624,0,270,0,180,,0,85
sokoban-4-1_3obstacles_3,0.6694300174713135,OK,557,0,621,0,380,0,94,0,61,,0,79
sokoban-4-1_3obstacles_4,0.7694892883300781,OK,645,72,713,72,411,1,90,1,50,,0,85
sokoban-4-1_3obstacles_5,0.6476585865020752,OK,288,42,309,42,320,1,23,1,16,,0,80
sokoban-4-1_3obstacles_6,0.7980742454528809,OK,754,122,844,122,430,1,134,1,78,,0,85
