instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-4-1_0obstacles_1,0.8612954616546631,OK,2113,92,2303,92,606,1,124,1,124,,0,69
sokoban-4-1_0obstacles_10,0.6752467155456543,OK,996,94,1065,95,407,1,44,1,58,,0,68
sokoban-4-1_0obstacles_2,0.9612810611724854,OK,2599,126,2871,127,688,1,180,1,167,,0,70
sokoban-4-1_0obstacles_3,0.9478332996368408,OK,2408,96,2670,96,676,1,170,1,157,,0,68
sokoban-4-1_0obstacles_4,0.7711684703826904,OK,1676,84,1840,84,518,1,107,1,106,,0,68
sokoban-4-1_0obstacles_5,0.4878003597259521,OK,174,40,187,40,236,1,10,1,11,,0,66
sokoban-4-1_0obstacles_6,0.7442035675048828,OK,1429,118,1558,120,491,1,87,1,92,,0,67
sokoban-4-1_0obstacles_7,0.5002644062042236,OK,171,52,185,53,239,1,10,1,11,,0,72
sokoban-4-1_0obstacles_8,0.8143072128295898,OK,1901,96,2078,97,553,1,115,1,120,,0,63
sokoban-4-1_0obstacles_9,1.001784324645996,OK,2686,86,2972,86,734,1,188,1,180,,0,69
sokoban-4-1_1obstacles_1,0.4986302852630615,OK,216,74,236,76,251,1,14,1,13,,0,66
sokoban-4-1_1obstacles_10,0.8319687843322754,OK,2067,116,2246,118,585,1,115,1,124,,0,65
sokoban-4-1_1obstacles_2,0.5027134418487549,OK,321,42,336,42,263,1,8,1,19,,0,68
sokoban-4-1_1obstacles_3,0.4911971092224121,OK,172,40,186,40,233,1,10,1,11,,0,69
sokoban-4-1_1obstacles_4,0.809314489364624,OK,1879,74,2047,74,549,1,107,1,120,,0,68
sokoban-4-1_1obstacles_5,0.7651865482330322,OK,1676,84,1840,84,509,1,107,1,106,,0,73
sokoban-4-1_1obstacles_6,0.808748722076416,OK,1095,62,1170,62,491,1,50,1,57,,0,76
sokoban-4-1_1obstacles_7,0.7872576713562012,OK,1677,106,1841,107,526,1,107,1,106,,0,70
sokoban-4-1_1obstacles_8,0.68448805809021,OK,361,52,388,52,394,1,19,1,20,,0,66
sokoban-4-1_1obstacles_9,1.1656537055969238,OK,2407,96,2669,96,855,1,170,1,157,,0,78
sokoban-4-1_2obstacles_1,0.7882869243621826,OK,969,134,1060,135,488,1,79,1,89,,0,71
sokoban-4-1_2obstacles_10,0.7730920314788818,OK,840,126,924,128,481,1,67,1,53,,0,68
sokoban-4-1_2obstacles_2,0.9598991870880128,OK,1718,0,1921,0,681,0,181,0,174,,0,70
sokoban-4-1_2obstacles_3,0.758272647857666,OK,1119,134,1229,136,478,1,91,1,85,,0,70
sokoban-4-1_2obstacles_4,0.8221380710601807,OK,912,94,983,95,533,1,58,1,62,,0,73
sokoban-4-1_2obstacles_5,0.7865049839019775,OK,866,62,929,62,484,1,47,1,50,,0,73
sokoban-4-1_2obstacles_6,0.8275370597839355,OK,1268,0,1428,0,575,0,138,0,105,,0,73
sokoban-4-1_2obstacles_7,0.7337386608123779,OK,452,82,497,82,447,1,38,1,41,,0,70
sokoban-4-1_2obstacles_8,0.9529078006744384,OK,1835,104,2034,104,672,1,167,1,142,,0,71
sokoban-4-1_2obstacles_9,0.7770280838012695,OK,403,82,445,82,498,1,36,1,36,,0,70
sokoban-4-1_3obstacles_1,0.8877637386322021,OK,756,122,844,122,598,1,81,1,78,,0,72
sokoban-4-1_3obstacles_10,0.7258479595184326,OK,378,50,402,50,446,1,24,1,22,,0,74
sokoban-4-1_3obstacles_2,0.9528923034667968,OK,1596,0,1774,0,689,0,167,0,189,,0,70
sokoban-4-1_3obstacles_3,0.7417850494384766,OK,557,0,621,0,498,0,69,0,66,,0,68
sokoban-4-1_3obstacles_4,0.8270213603973389,OK,388,72,425,72,545,1,35,1,38,,0,69
sokoban-4-1_3obstacles_5,0.7438828945159912,OK,213,42,230,42,467,1,16,1,19,,0,69
sokoban-4-1_3obstacles_6,0.7970976829528809,OK,507,122,566,122,507,1,57,1,55,,0,71
sokoban-4-1_3obstacles_7,0.6393876075744629,OK,306,42,324,42,373,1,14,1,17,,0,73
sokoban-4-1_3obstacles_8,0.6921744346618652,OK,203,0,227,0,440,0,26,0,21,,0,75
sokoban-4-1_3obstacles_9,0.8226256370544434,OK,498,84,539,85,533,1,39,1,41,,0,69
sokoban-4-1_4obstacles_1,0.625938892364502,OK,18,0,19,0,366,0,2,0,4,,0,70
sokoban-4-1_4obstacles_10,0.8630595207214355,OK,459,0,513,0,611,0,56,0,49,,0,67
sokoban-4-1_4obstacles_2,0.8418593406677246,OK,1524,144,1711,145,567,1,178,1,144,,0,68
sokoban-4-1_4obstacles_3,0.601154088973999,OK,188,0,207,0,355,0,22,0,26,,0,69
sokoban-4-1_4obstacles_4,0.8248138427734375,OK,1086,0,1217,0,556,0,133,0,122,,0,70
sokoban-4-1_4obstacles_5,0.7908105850219727,OK,412,0,460,0,538,0,51,0,43,,0,73
sokoban-4-1_4obstacles_6,0.6108689308166504,OK,188,0,210,0,359,0,25,0,24,,0,73
sokoban-4-1_4obstacles_7,0.7522997856140137,OK,910,0,1017,0,465,0,116,0,103,,0,76
sokoban-4-1_4obstacles_8,0.5761878490447998,OK,228,0,257,0,298,0,34,0,24,,0,80
sokoban-4-1_4obstacles_9,0.5105862617492676,OK,18,0,19,0,257,0,2,0,4,,0,71
