episode,starting_total_steps,starting_epsilon,is_win,avg_loss,reward,win,steps,composition_size
0,0,1.0,False,0.0,-807.239999999999,False,124,"(0, 0)"
1,0,0.9988851351351351,True,0.0,-109.23999999999917,True,124,"(0, 0)"
2,0,0.9977702702702703,True,6.236736176618889,-360.6699999999995,True,67,"(0, 0)"
3,0,0.9966554054054054,False,7.707846326212729,-467.239999999999,False,124,"(0, 0)"
4,0,0.9955405405405405,True,7.495069858639739,-276.8599999999996,True,86,"(0, 0)"
5,0,0.9944256756756756,False,6.077092843670999,-1212.239999999999,False,124,"(0, 0)"
6,0,0.9933108108108109,False,4.437438645670491,-827.2399999999991,False,124,"(0, 0)"
7,0,0.992195945945946,False,4.291975602026908,-2187.24,False,124,"(0, 0)"
8,0,0.9910810810810811,False,4.5027330075540855,-252.23999999999933,False,124,"(0, 0)"
9,0,0.9899662162162162,True,4.335723990485782,-24.630000000000123,True,63,"(0, 0)"
10,0,0.9888513513513514,False,4.073663530811187,-617.2399999999991,False,124,"(0, 0)"
11,0,0.9877364864864865,False,4.080612001880523,-892.239999999999,False,124,"(0, 0)"
12,0,0.9866216216216216,True,4.038255606928179,59.38,True,62,"(0, 0)"
13,0,0.9855067567567568,False,3.7545994635551208,-317.239999999999,False,124,"(0, 0)"
14,0,0.9843918918918919,False,3.7636310890797646,-1402.239999999999,False,124,"(0, 0)"
15,0,0.983277027027027,False,4.488077798197346,-997.2399999999991,False,124,"(0, 0)"
16,0,0.9821621621621621,True,4.260587043590374,-697.1099999999994,True,111,"(0, 0)"
17,0,0.9810472972972973,False,4.1066449784463455,-317.239999999999,False,124,"(0, 0)"
18,0,0.9799324324324324,True,4.3148422490982785,-193.0499999999994,True,105,"(0, 0)"
19,0,0.9788175675675675,False,4.420580512092959,-552.2399999999991,False,124,"(0, 0)"
20,0,0.9777027027027027,False,4.298484240808794,-977.239999999999,False,124,"(0, 0)"
21,0,0.9765878378378379,True,4.1500659102485296,-24.629999999999953,True,63,"(0, 0)"
22,0,0.975472972972973,True,4.096626912393877,-109.23999999999957,True,124,"(0, 0)"
23,0,0.9743581081081081,False,3.8400142433181887,-382.2399999999992,False,124,"(0, 0)"
