Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-4-1_0obstacles_1,0.7526631355285645,OK,1052,116,1133,118,458,1,114,1,73,,0,72
DQN Agent 1000e,0obstacles_1,sokoban-4-1_0obstacles_1,0.7307548522949219,OK,1156,204,1249,210,442,1,122,1,86,,0,69
Previous RL,0obstacles_1,sokoban-4-1_0obstacles_1,0.9493813514709473,OK,2113,92,2303,92,677,1,124,1,124,,0,74
DQN Agent 400e,0obstacles_10,sokoban-4-1_0obstacles_10,0.9991819858551025,OK,2666,72,2963,72,718,1,386,1,184,,0,71
DQN Agent 1000e,0obstacles_10,sokoban-4-1_0obstacles_10,0.7935836315155029,OK,1621,264,1765,270,517,1,177,1,108,,0,72
Previous RL,0obstacles_10,sokoban-4-1_0obstacles_10,0.7543752193450928,OK,996,94,1065,95,472,1,44,1,58,,0,74
DQN Agent 400e,0obstacles_2,sokoban-4-1_0obstacles_2,0.8178737163543701,OK,1072,150,1156,153,520,1,120,1,74,,0,74
DQN Agent 1000e,0obstacles_2,sokoban-4-1_0obstacles_2,0.7379469871520996,OK,1232,170,1335,173,437,1,127,1,91,,0,75
Previous RL,0obstacles_2,sokoban-4-1_0obstacles_2,1.1212713718414307,OK,2599,126,2871,127,839,1,180,1,167,,0,69
DQN Agent 400e,0obstacles_3,sokoban-4-1_0obstacles_3,0.6770825386047363,OK,1076,96,1149,96,398,1,92,1,64,,0,71
DQN Agent 1000e,0obstacles_3,sokoban-4-1_0obstacles_3,0.601738452911377,OK,327,96,341,96,325,1,23,1,19,,0,72
Previous RL,0obstacles_3,sokoban-4-1_0obstacles_3,0.9866518974304199,OK,2408,96,2670,96,718,1,170,1,157,,0,66
DQN Agent 400e,0obstacles_4,sokoban-4-1_0obstacles_4,0.929689884185791,OK,2146,84,2367,84,647,1,295,1,149,,0,71
DQN Agent 1000e,0obstacles_4,sokoban-4-1_0obstacles_4,0.852381706237793,OK,1764,276,1919,282,563,1,190,1,117,,0,71
Previous RL,0obstacles_4,sokoban-4-1_0obstacles_4,2.5862672328948975,OK,1676,84,1840,84,2281,1,107,1,106,,0,84
DQN Agent 400e,0obstacles_5,sokoban-4-1_0obstacles_5,0.674891471862793,OK,516,40,544,40,323,1,37,1,23,,0,78
DQN Agent 1000e,0obstacles_5,sokoban-4-1_0obstacles_5,0.6181530952453613,OK,152,40,159,40,332,1,11,1,8,,0,77
Previous RL,0obstacles_5,sokoban-4-1_0obstacles_5,0.5830082893371582,OK,174,40,187,40,316,1,10,1,11,,0,69
DQN Agent 400e,0obstacles_6,sokoban-4-1_0obstacles_6,1.0433313846588135,OK,2414,106,2678,107,746,1,348,1,169,,0,76
DQN Agent 1000e,0obstacles_6,sokoban-4-1_0obstacles_6,1.1976778507232666,OK,3448,134,3821,134,900,1,428,1,217,,0,74
Previous RL,0obstacles_6,sokoban-4-1_0obstacles_6,0.8766839504241943,OK,1429,118,1558,120,583,1,87,1,92,,0,76
DQN Agent 400e,0obstacles_7,sokoban-4-1_0obstacles_7,0.5798346996307373,OK,232,72,246,73,307,1,15,1,9,,0,69
DQN Agent 1000e,0obstacles_7,sokoban-4-1_0obstacles_7,0.5573947429656982,OK,96,40,99,40,284,1,3,1,2,,0,73
Previous RL,0obstacles_7,sokoban-4-1_0obstacles_7,0.6119043827056885,OK,171,52,185,53,344,1,10,1,11,,0,72
DQN Agent 400e,0obstacles_8,sokoban-4-1_0obstacles_8,0.7216289043426514,OK,1306,94,1395,94,432,1,118,1,87,,0,73
DQN Agent 1000e,0obstacles_8,sokoban-4-1_0obstacles_8,0.5752625465393066,OK,294,74,304,74,300,1,18,1,18,,0,71
Previous RL,0obstacles_8,sokoban-4-1_0obstacles_8,0.9393939971923828,OK,1901,96,2078,97,664,1,115,1,120,,0,73
DQN Agent 400e,0obstacles_9,sokoban-4-1_0obstacles_9,0.6818363666534424,OK,968,86,1029,86,401,1,79,1,53,,0,71
DQN Agent 1000e,0obstacles_9,sokoban-4-1_0obstacles_9,0.6052660942077637,OK,214,86,221,86,332,1,13,1,12,,0,70
Previous RL,0obstacles_9,sokoban-4-1_0obstacles_9,1.1480669975280762,OK,2686,86,2972,86,867,1,188,1,180,,0,68
DQN Agent 400e,1obstacles_1,sokoban-4-1_1obstacles_1,0.5880465507507324,OK,248,82,262,83,293,1,18,1,11,,0,72
DQN Agent 1000e,1obstacles_1,sokoban-4-1_1obstacles_1,1.9370718002319336,OK,160,50,169,50,1648,1,12,1,8,,0,74
Previous RL,1obstacles_1,sokoban-4-1_1obstacles_1,0.5751535892486572,OK,216,74,236,76,306,1,14,1,13,,0,72
DQN Agent 400e,1obstacles_10,sokoban-4-1_1obstacles_10,0.7704265117645264,OK,1724,92,1851,92,472,1,166,1,119,,0,73
DQN Agent 1000e,1obstacles_10,sokoban-4-1_1obstacles_10,0.7854981422424316,OK,2038,116,2219,118,498,1,210,1,142,,0,74
Previous RL,1obstacles_10,sokoban-4-1_1obstacles_10,0.9743001461029053,OK,2067,116,2246,118,695,1,115,1,124,,0,72
DQN Agent 400e,1obstacles_2,sokoban-4-1_1obstacles_2,0.643394947052002,OK,888,42,946,42,364,1,75,1,50,,0,71
DQN Agent 1000e,1obstacles_2,sokoban-4-1_1obstacles_2,0.5922982692718506,OK,151,42,157,42,324,1,10,1,7,,0,71
Previous RL,1obstacles_2,sokoban-4-1_1obstacles_2,0.581627607345581,OK,321,42,336,42,334,1,8,1,19,,0,69
DQN Agent 400e,1obstacles_3,sokoban-4-1_1obstacles_3,0.5666360855102539,OK,390,40,411,40,285,1,26,1,19,,0,75
DQN Agent 1000e,1obstacles_3,sokoban-4-1_1obstacles_3,0.6032388210296631,OK,328,60,344,60,318,1,23,1,26,,0,73
Previous RL,1obstacles_3,sokoban-4-1_1obstacles_3,0.5687992572784424,OK,172,40,186,40,298,1,10,1,11,,0,71
DQN Agent 400e,1obstacles_4,sokoban-4-1_1obstacles_4,0.7500646114349365,OK,956,74,1017,74,472,1,79,1,53,,0,74
