instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-7-1_0obstacles_1,2.110971450805664,OK,797,54,855,54,509,1,36,1,35,,0,171
sokoban-7-1_0obstacles_10,0.9649522304534912,OK,700,196,799,204,533,1,69,1,23,,0,150
sokoban-7-1_0obstacles_2,1.042360544204712,OK,1064,148,1166,152,613,1,68,1,29,,0,151
sokoban-7-1_0obstacles_3,18.76344895362854,OK,14552,506,16428,520,18279,1,1192,1,426,,0,160
sokoban-7-1_0obstacles_4,7.444768667221069,OK,10193,290,11447,295,6974,1,811,1,320,,0,162
sokoban-7-1_0obstacles_5,2.8141324520111084,OK,5936,130,6581,132,2386,1,398,1,164,,0,161
sokoban-7-1_0obstacles_6,2.513944864273072,OK,5023,218,5620,224,2078,1,374,1,156,,0,149
sokoban-7-1_0obstacles_7,2.7814488410949707,OK,5996,314,6659,323,2328,1,413,1,164,,0,153
sokoban-7-1_0obstacles_8,2.658446788787842,OK,5467,236,5980,241,2192,1,311,1,126,,0,168
sokoban-7-1_0obstacles_9,4.418680429458618,OK,7793,208,8724,213,3941,1,587,1,240,,0,159
sokoban-7-1_1obstacles_1,8.146641731262207,OK,10458,296,11732,304,7443,1,807,1,323,,0,160
sokoban-7-1_1obstacles_10,13.889127731323242,OK,13090,328,14743,337,13414,1,1050,1,392,,0,155
sokoban-7-1_1obstacles_2,1.1029376983642578,OK,1588,138,1709,141,679,1,77,1,49,,0,148
sokoban-7-1_1obstacles_3,1.0527558326721191,OK,1080,240,1200,250,619,1,81,1,33,,0,150
sokoban-7-1_1obstacles_4,1.535799264907837,OK,3165,268,3455,275,1038,1,179,1,91,,0,167
sokoban-7-1_1obstacles_5,0.8832638263702393,OK,342,42,365,42,433,1,13,1,17,,0,170
sokoban-7-1_1obstacles_6,1.0507099628448486,OK,1560,72,1674,72,642,1,71,1,49,,0,150
sokoban-7-1_1obstacles_7,3.475923538208008,OK,7134,314,7949,323,3034,1,524,1,233,,0,156
sokoban-7-1_1obstacles_8,33.9640851020813,OK,17793,234,20149,237,33503,1,1535,1,573,,0,149
sokoban-7-1_1obstacles_9,2.1586921215057373,OK,4820,102,5261,102,1716,1,272,1,124,,0,169
sokoban-7-1_2obstacles_1,20.738642930984497,OK,15443,728,17466,749,20248,1,1390,1,520,,0,148
sokoban-7-1_2obstacles_10,61.519444704055786,OK,21444,478,24426,498,61050,1,2131,1,919,,0,163
sokoban-7-1_2obstacles_2,3.07047963142395,OK,5800,298,6507,303,2632,1,494,1,214,,0,152
sokoban-7-1_2obstacles_3,28.524714469909668,OK,17345,196,19679,197,28034,1,1652,1,712,,0,159
sokoban-7-1_2obstacles_4,5.713633060455322,OK,9304,216,10354,222,5284,1,696,1,266,,0,153
sokoban-7-1_2obstacles_5,0.9230520725250244,OK,681,244,773,256,503,1,65,1,26,,0,164
sokoban-7-1_2obstacles_6,54.54826188087464,OK,21844,368,24900,376,54057,1,2146,1,867,,0,165
sokoban-7-1_2obstacles_7,17.360107421875,OK,14184,374,16042,386,16907,1,1288,1,543,,0,147
sokoban-7-1_2obstacles_8,11.01309084892273,OK,11868,158,13357,158,10541,1,1034,1,463,,0,169
sokoban-7-1_2obstacles_9,7.416533708572388,OK,9835,110,11049,110,6988,1,860,1,384,,0,152
sokoban-7-1_3obstacles_1,17.669150352478027,OK,14755,514,16656,526,17169,1,1348,1,632,,0,157
sokoban-7-1_3obstacles_10,5.433588027954102,OK,8079,264,9077,272,4937,1,730,1,333,,0,186
sokoban-7-1_3obstacles_2,3.97487211227417,OK,6130,348,6871,359,3504,1,558,1,291,,0,168
sokoban-7-1_3obstacles_3,4.440457344055176,OK,7398,258,8311,261,3954,1,687,1,324,,0,145
sokoban-7-1_3obstacles_4,1.3446226119995115,OK,2363,122,2601,123,923,1,169,1,79,,0,154
sokoban-7-1_3obstacles_5,2.716887950897217,OK,5396,196,6016,201,2286,1,418,1,181,,0,153
sokoban-7-1_3obstacles_6,3.5566725730896,OK,6655,314,7461,322,3100,1,560,1,240,,0,161
sokoban-7-1_3obstacles_7,2.108175039291382,OK,4236,174,4758,178,1665,1,373,1,142,,0,156
sokoban-7-1_3obstacles_8,4.462103366851807,OK,7135,292,8011,299,4024,1,621,1,273,,0,147
