episode,starting_total_steps,starting_epsilon,is_win,avg_loss,reward,win,steps,composition_size
0,0,1.0,False,1.342255505119882,-1241.279999999997,False,328,"(0, 0)"
1,0,0.9972112676056338,False,4.574809092574004,-196.27999999999946,False,328,"(0, 0)"
2,0,0.9944225352112676,False,4.207895409406685,-658.2799999999976,False,328,"(0, 0)"
3,0,0.9916338028169014,True,3.6270447293153176,106.88000000000088,True,312,"(0, 0)"
4,0,0.9888450704225352,False,3.4606872924217362,-196.27999999999952,False,328,"(0, 0)"
5,0,0.986056338028169,False,3.4508554879121665,-417.2799999999975,False,328,"(0, 0)"
6,0,0.9832676056338028,False,3.290091081363399,-397.2799999999982,False,328,"(0, 0)"
7,0,0.9804788732394366,False,3.4603342830044466,-879.2799999999976,False,328,"(0, 0)"
8,0,0.9776901408450704,False,3.404221886723507,24.71999999999999,False,328,"(0, 0)"
9,0,0.9749014084507043,False,2.7842170201787133,24.720000000000095,False,328,"(0, 0)"
10,0,0.972112676056338,True,2.779212466274125,327.4899999999999,True,251,"(0, 0)"
11,0,0.9693239436619718,False,2.627286528577892,-176.2799999999998,False,328,"(0, 0)"
12,0,0.9665352112676057,False,2.8637467602767597,-397.2799999999971,False,328,"(0, 0)"
13,0,0.9637464788732394,False,2.7300249762469675,-397.27999999999753,False,328,"(0, 0)"
14,0,0.9609577464788732,False,2.651851321865873,-176.27999999999707,False,328,"(0, 0)"
15,0,0.958169014084507,False,2.7989136078735677,-1301.2799999999972,False,328,"(0, 0)"
16,0,0.9553802816901409,True,2.8726481016451557,-113.12999999999721,True,313,"(0, 0)"
17,0,0.9525915492957746,False,2.8574172501883854,-618.279999999997,False,328,"(0, 0)"
18,0,0.9498028169014084,False,2.965680913908816,-658.2799999999984,False,328,"(0, 0)"
19,0,0.9470140845070423,False,3.041299927525404,-377.27999999999776,False,328,"(0, 0)"
20,0,0.944225352112676,False,3.078522575882877,-1281.2799999999977,False,328,"(0, 0)"
21,0,0.9414366197183098,False,3.1777958648233877,-377.2799999999971,False,328,"(0, 0)"
22,0,0.9386478873239437,False,3.116182735871251,-1787.2799999999988,False,328,"(0, 0)"
23,0,0.9358591549295775,False,3.3254822770179047,-397.2799999999985,False,328,"(0, 0)"
24,0,0.9330704225352113,False,3.6928821731267907,-2386.2800000000043,False,328,"(0, 0)"
25,0,0.930281690140845,False,3.8599192471039006,-397.2799999999971,False,328,"(0, 0)"
26,0,0.9274929577464789,False,3.779532116905945,-176.27999999999707,False,328,"(0, 0)"
27,0,0.9247042253521127,False,3.7827437262436967,-397.27999999999946,False,328,"(0, 0)"
28,0,0.9219154929577464,True,3.791206073069918,-772.7599999999975,True,276,"(0, 0)"
29,0,0.9191267605633803,False,3.7303779820298275,-618.279999999997,False,328,"(0, 0)"
30,0,0.9163380281690141,False,3.760138224446919,-1506.279999999997,False,328,"(0, 0)"
31,0,0.9135492957746479,False,4.005465078553775,-1289.279999999997,False,328,"(0, 0)"
32,0,0.9107605633802817,False,4.14255770495752,-578.2799999999976,False,328,"(0, 0)"
33,0,0.9079718309859155,True,4.138362623414686,-551.5499999999986,True,155,"(0, 0)"
34,0,0.9051830985915493,False,4.225837304461293,-1301.279999999997,False,328,"(0, 0)"
35,0,0.9023943661971832,False,4.319040306275937,-638.279999999997,False,328,"(0, 0)"
36,0,0.8996056338028169,False,4.201570631890762,-357.2799999999971,False,328,"(0, 0)"
37,0,0.8968169014084507,True,3.896682525609995,-331.53999999999917,True,154,"(0, 0)"
38,0,0.8940281690140846,False,4.158526097674195,-461.2799999999971,False,328,"(0, 0)"
39,0,0.8912394366197183,False,4.2391476543938245,-377.27999999999923,False,328,"(0, 0)"
40,0,0.8884507042253521,False,4.184997244124732,-441.27999999999884,False,328,"(0, 0)"
41,0,0.8856619718309859,False,4.120674554349446,-839.2799999999991,False,328,"(0, 0)"
42,0,0.8828732394366198,False,4.058300110443336,-196.27999999999747,False,328,"(0, 0)"
43,0,0.8800845070422535,False,4.148717732691184,-1241.279999999998,False,328,"(0, 0)"
44,0,0.8772957746478873,False,4.027349720277438,-1060.279999999997,False,328,"(0, 0)"
45,0,0.8745070422535212,False,4.156793889294311,-658.279999999997,False,328,"(0, 0)"
46,0,0.871718309859155,False,3.9831105374344964,-879.279999999997,False,328,"(0, 0)"
47,0,0.8689295774647887,False,4.292825520402047,-1763.279999999997,False,328,"(0, 0)"
48,0,0.8661408450704225,False,4.324006575545886,-638.279999999997,False,328,"(0, 0)"
49,0,0.8633521126760564,False,4.310927097390338,-1482.279999999998,False,328,"(0, 0)"
50,0,0.8605633802816901,False,4.36840494731214,-799.279999999997,False,328,"(0, 0)"
51,0,0.8577746478873239,False,4.484075915159249,-638.279999999997,False,328,"(0, 0)"
52,0,0.8549859154929578,False,4.436875809620067,-1301.279999999997,False,328,"(0, 0)"
53,0,0.8521971830985915,False,4.363692824978654,-377.2799999999971,False,328,"(0, 0)"
54,0,0.8494084507042253,False,4.164403733592935,-397.27999999999713,False,328,"(0, 0)"
55,0,0.8466197183098592,False,4.3281563055224535,-1080.279999999997,False,328,"(0, 0)"
56,0,0.8438309859154929,False,4.190267146678596,-397.27999999999855,False,328,"(0, 0)"
57,0,0.8410422535211267,False,4.3557374991658255,-598.279999999997,False,328,"(0, 0)"
58,0,0.8382535211267605,False,4.185398216472893,-2205.279999999998,False,328,"(0, 0)"
59,0,0.8354647887323944,True,4.380492580987011,-111.9299999999983,True,193,"(0, 0)"
60,0,0.8326760563380282,True,4.292608265264101,327.4899999999998,True,251,"(0, 0)"
61,0,0.8298873239436619,True,4.189427916455058,-111.12999999999903,True,113,"(0, 0)"
62,0,0.8270985915492958,False,4.452331658089307,-662.2799999999988,False,328,"(0, 0)"
63,0,0.8243098591549296,True,4.367372993730072,-332.3399999999999,True,234,"(0, 0)"
64,0,0.8215211267605633,False,4.348793476274827,-666.2799999999986,False,328,"(0, 0)"
65,0,0.8187323943661972,False,4.19119923261971,-1462.279999999998,False,328,"(0, 0)"
66,0,0.815943661971831,True,4.534308178194108,-551.5499999999986,True,155,"(0, 0)"
67,0,0.8131549295774648,True,4.6180080775514805,-112.92999999999756,True,293,"(0, 0)"
68,0,0.8103661971830987,False,4.4751130113514455,-1984.279999999998,False,328,"(0, 0)"
69,0,0.8075774647887324,False,4.551822764117543,-598.2799999999972,False,328,"(0, 0)"
70,0,0.8047887323943662,False,4.4075938730341635,-180.27999999999716,False,328,"(0, 0)"
71,0,0.802,False,4.254110070990353,-839.279999999997,False,328,"(0, 0)"
72,0,0.7992112676056338,True,4.2694252102731545,-332.1399999999983,True,214,"(0, 0)"
73,0,0.7964225352112676,False,4.435263268649578,-1301.2799999999982,False,328,"(0, 0)"
74,0,0.7936338028169014,True,4.44418652491136,327.6899999999996,True,231,"(0, 0)"
75,0,0.7908450704225352,False,4.268336413473618,-401.27999999999827,False,328,"(0, 0)"
76,0,0.788056338028169,False,4.1701301256331,-1486.2799999999982,False,328,"(0, 0)"
77,0,0.7852676056338028,True,4.390261266225328,108.08000000000085,True,192,"(0, 0)"
78,0,0.7824788732394365,False,4.229331521544514,-1060.279999999997,False,328,"(0, 0)"
79,0,0.7796901408450704,True,4.356129754992092,107.28000000000199,True,272,"(0, 0)"
80,0,0.7769014084507042,True,4.110076260872376,106.88000000000127,True,312,"(0, 0)"
81,0,0.774112676056338,False,4.158041287122703,-1707.2799999999975,False,328,"(0, 0)"
82,0,0.7713239436619719,False,4.2606815824784885,-678.2799999999977,False,328,"(0, 0)"
83,0,0.7685352112676056,False,4.142008802331075,-1305.2799999999977,False,328,"(0, 0)"
84,0,0.7657464788732394,False,4.124226126547267,-618.279999999997,False,328,"(0, 0)"
85,0,0.7629577464788733,False,4.064781255293183,-843.2799999999971,False,328,"(0, 0)"
86,0,0.760169014084507,True,4.084891420671309,-331.7399999999989,True,174,"(0, 0)"
87,0,0.7573802816901408,False,4.187620524953052,-1486.279999999997,False,328,"(0, 0)"
88,0,0.7545915492957747,False,3.9067463126124404,-879.279999999997,False,328,"(0, 0)"
89,0,0.7518028169014085,False,4.249804761351609,-1763.2799999999975,False,328,"(0, 0)"
90,0,0.7490140845070423,False,4.123549803909732,-618.279999999997,False,328,"(0, 0)"
91,0,0.746225352112676,False,4.036751644640434,-15.280000000000172,False,328,"(0, 0)"
92,0,0.7434366197183099,False,4.022129261820782,-1341.279999999997,False,328,"(0, 0)"
93,0,0.7406478873239437,False,4.11024570973908,40.71999999999985,False,328,"(0, 0)"
94,0,0.7378591549295774,False,3.8367388268432965,24.720000000000088,False,328,"(0, 0)"
95,0,0.7350704225352114,False,3.881745382416539,-196.27999999999767,False,328,"(0, 0)"
96,0,0.7322816901408451,False,3.9939388051265623,-1261.2799999999972,False,328,"(0, 0)"
97,0,0.7294929577464788,False,3.8665352967090723,-156.2799999999986,False,328,"(0, 0)"
98,0,0.7267042253521127,False,3.879617205025946,-397.2799999999971,False,328,"(0, 0)"
99,0,0.7239154929577465,False,3.7529765465637532,-15.280000000000069,False,328,"(0, 0)"
100,0,0.7211267605633802,True,3.698128785442385,-112.32999999999794,True,233,"(0, 0)"
101,0,0.7183380281690142,False,3.6603280218636116,-401.2799999999971,False,328,"(0, 0)"
102,0,0.7155492957746479,False,3.6448673762199357,-799.2799999999975,False,328,"(0, 0)"
103,0,0.7127605633802817,False,3.8362780476852163,-1522.279999999997,False,328,"(0, 0)"
104,0,0.7099718309859155,False,3.7936170003036174,-1325.2799999999988,False,328,"(0, 0)"
105,0,0.7071830985915493,False,3.875798188876815,-2350.279999999999,False,328,"(0, 0)"
106,0,0.7043943661971831,False,3.8145064884206143,-1285.2799999999988,False,328,"(0, 0)"
107,0,0.7016056338028169,False,3.9170923069482897,-180.27999999999793,False,328,"(0, 0)"
108,0,0.6988169014084507,True,3.8395650462836635,-332.9399999999978,True,294,"(0, 0)"
109,0,0.6960281690140846,False,3.9211163169181926,-859.2799999999975,False,328,"(0, 0)"
110,0,0.6932394366197183,False,3.947382584759375,-1321.2799999999988,False,328,"(0, 0)"
111,0,0.690450704225352,False,3.8159619529799715,-381.27999999999804,False,328,"(0, 0)"
112,0,0.6876619718309859,False,3.72647789102502,60.720000000000354,False,328,"(0, 0)"
113,0,0.6848732394366197,True,3.9517174049751045,-331.9399999999989,True,194,"(0, 0)"
114,0,0.6820845070422534,True,3.84186019216265,-112.72999999999774,True,273,"(0, 0)"
115,0,0.6792957746478874,True,3.607773073017597,108.8800000000007,True,112,"(0, 0)"
116,0,0.6765070422535211,False,3.9536887370049953,-598.2799999999972,False,328,"(0, 0)"
117,0,0.6737183098591549,False,3.9006424300917764,-1767.2799999999984,False,328,"(0, 0)"
118,0,0.6709295774647888,True,3.8825205491175727,107.48000000000144,True,252,"(0, 0)"
119,0,0.6681408450704225,True,3.8070523789714255,107.47999999999985,True,252,"(0, 0)"
120,0,0.6653521126760564,False,3.785128018478068,-196.27999999999707,False,328,"(0, 0)"
121,0,0.6625633802816902,False,3.7767401853712594,-1486.279999999998,False,328,"(0, 0)"
122,0,0.659774647887324,False,3.715841907371835,-1064.279999999997,False,328,"(0, 0)"
123,0,0.6569859154929578,False,3.773197885875295,-598.2799999999972,False,328,"(0, 0)"
124,0,0.6541971830985915,False,3.8643892467385386,-136.27999999999756,False,328,"(0, 0)"
125,0,0.6514084507042254,False,3.9064397753738778,-2032.279999999997,False,328,"(0, 0)"
126,0,0.6486197183098592,False,3.852504769385588,-823.279999999997,False,328,"(0, 0)"
127,0,0.6458309859154929,False,3.953518085181713,-1783.2799999999988,False,328,"(0, 0)"
128,0,0.6430422535211268,False,4.058489199455192,-927.2799999999987,False,328,"(0, 0)"
129,0,0.6402535211267606,False,4.034265335921834,-3310.280000000025,False,328,"(0, 0)"
130,0,0.6374647887323943,False,3.9907687397264855,-180.27999999999912,False,328,"(0, 0)"
131,0,0.6346760563380281,False,4.175298859887734,-646.2799999999983,False,328,"(0, 0)"
132,0,0.631887323943662,False,4.260131627139522,-156.27999999999707,False,328,"(0, 0)"
133,0,0.6290985915492957,False,4.11579191702895,40.719999999999985,False,328,"(0, 0)"
134,0,0.6263098591549296,False,3.913968519648401,-401.27999999999906,False,328,"(0, 0)"
135,0,0.6235211267605634,True,3.9995301139095556,-772.7599999999975,True,276,"(0, 0)"
136,0,0.6207323943661972,True,4.105758694632196,-993.1699999999978,True,317,"(0, 0)"
137,0,0.617943661971831,False,4.092250053748125,-417.2799999999987,False,328,"(0, 0)"
138,0,0.6151549295774648,False,3.997537189594856,-1265.279999999997,False,328,"(0, 0)"
139,0,0.6123661971830986,True,4.178941111146556,327.8899999999998,True,211,"(0, 0)"
140,0,0.6095774647887324,False,4.143468342267159,-401.2799999999989,False,328,"(0, 0)"
141,0,0.6067887323943661,False,3.966648763091099,-622.2799999999982,False,328,"(0, 0)"
142,0,0.604,False,3.9741640174534263,-381.2799999999985,False,328,"(0, 0)"
143,0,0.6012112676056338,False,4.018326322298225,24.719999999999764,False,328,"(0, 0)"
144,0,0.5984225352112675,False,3.9935161206053524,-1711.279999999997,False,328,"(0, 0)"
145,0,0.5956338028169015,False,3.9975830498265057,-156.27999999999727,False,328,"(0, 0)"
146,0,0.5928450704225352,False,3.9119846439216195,-626.2799999999995,False,328,"(0, 0)"
147,0,0.590056338028169,False,4.000783190312909,-1542.2799999999993,False,328,"(0, 0)"
148,0,0.5872676056338029,True,3.8722148426433107,-331.3399999999988,True,134,"(0, 0)"
