Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-7-1_0obstacles_1,0.9423959255218506,OK,723,54,781,54,474,1,59,1,37,,0,159
DQN Agent 1000e,0obstacles_1,sokoban-7-1_0obstacles_1,14.520200252532959,OK,25450,162,28834,162,14009,1,2844,1,972,,0,152
Previous RL,0obstacles_1,sokoban-7-1_0obstacles_1,1.0062973499298096,OK,797,54,855,54,520,1,36,1,35,,0,147
DQN Agent 400e,0obstacles_10,sokoban-7-1_0obstacles_10,0.9409081935882568,OK,727,184,783,186,513,1,48,1,24,,0,154
DQN Agent 1000e,0obstacles_10,sokoban-7-1_0obstacles_10,51.09993553161621,OK,29800,632,33872,643,50599,1,3522,1,1138,,0,156
Previous RL,0obstacles_10,sokoban-7-1_0obstacles_10,0.9828031063079834,OK,700,196,799,204,541,1,69,1,23,,0,156
DQN Agent 400e,0obstacles_2,sokoban-7-1_0obstacles_2,14.200752258300781,OK,11123,192,12603,198,13762,1,1222,1,390,,0,146
DQN Agent 1000e,0obstacles_2,sokoban-7-1_0obstacles_2,4.008971452713013,OK,8502,254,9530,257,3558,1,889,1,373,,0,151
Previous RL,0obstacles_2,sokoban-7-1_0obstacles_2,1.1002790927886963,OK,1064,148,1166,152,657,1,68,1,29,,0,158
DQN Agent 400e,0obstacles_3,sokoban-7-1_0obstacles_3,84.03499436378479,OK,27621,712,31549,728,83564,1,3253,1,1068,,0,132
DQN Agent 1000e,0obstacles_3,sokoban-7-1_0obstacles_3,19.973746061325073,OK,19664,218,22250,220,19500,1,2242,1,750,,0,138
Previous RL,0obstacles_3,sokoban-7-1_0obstacles_3,18.845473289489746,OK,14552,338,16428,345,18365,1,1192,1,426,,0,146
DQN Agent 400e,0obstacles_4,sokoban-7-1_0obstacles_4,97.3356523513794,OK,28071,586,32073,605,96848,1,3308,1,1078,,0,155
DQN Agent 1000e,0obstacles_4,sokoban-7-1_0obstacles_4,20.676160097122192,OK,19982,200,22615,202,20202,1,2274,1,756,,0,150
Previous RL,0obstacles_4,sokoban-7-1_0obstacles_4,7.350635290145874,OK,10193,290,11447,295,6911,1,811,1,320,,0,138
DQN Agent 400e,0obstacles_5,sokoban-7-1_0obstacles_5,1.0809788703918457,OK,1295,130,1451,132,653,1,123,1,40,,0,144
DQN Agent 1000e,0obstacles_5,sokoban-7-1_0obstacles_5,1.601170301437378,OK,4929,106,5449,106,1163,1,412,1,260,,0,137
Previous RL,0obstacles_5,sokoban-7-1_0obstacles_5,2.888115406036377,OK,5936,130,6581,132,2427,1,398,1,164,,0,145
DQN Agent 400e,0obstacles_6,sokoban-7-1_0obstacles_6,1.663740634918213,OK,2868,290,3184,292,1220,1,243,1,83,,0,158
DQN Agent 1000e,0obstacles_6,sokoban-7-1_0obstacles_6,1.764512300491333,OK,4515,208,4979,209,1321,1,390,1,213,,0,151
Previous RL,0obstacles_6,sokoban-7-1_0obstacles_6,2.5518441200256348,OK,5023,218,5620,224,2095,1,374,1,156,,0,155
DQN Agent 400e,0obstacles_7,sokoban-7-1_0obstacles_7,27.407992362976074,OK,18575,370,21246,374,26937,1,2199,1,712,,0,155
DQN Agent 1000e,0obstacles_7,sokoban-7-1_0obstacles_7,4.3742640018463135,OK,18337,196,20508,196,3909,1,1564,1,710,,0,138
Previous RL,0obstacles_7,sokoban-7-1_0obstacles_7,2.8744475841522217,OK,5996,314,6659,323,2432,1,413,1,164,,0,139
DQN Agent 400e,0obstacles_8,sokoban-7-1_0obstacles_8,98.09902954101562,OK,28306,282,32336,286,97630,1,3331,1,1088,,0,148
DQN Agent 1000e,0obstacles_8,sokoban-7-1_0obstacles_8,5.433112144470215,OK,10512,244,11806,250,4959,1,1078,1,455,,0,150
Previous RL,0obstacles_8,sokoban-7-1_0obstacles_8,2.565473794937134,OK,5467,236,5980,241,2094,1,311,1,126,,0,159
DQN Agent 400e,0obstacles_9,sokoban-7-1_0obstacles_9,3.4759891033172607,OK,5610,264,6276,272,3006,1,531,1,184,,0,159
DQN Agent 1000e,0obstacles_9,sokoban-7-1_0obstacles_9,1.1420652866363525,OK,2759,148,3034,148,722,1,228,1,142,,0,143
Previous RL,0obstacles_9,sokoban-7-1_0obstacles_9,4.403334140777588,OK,7793,208,8724,213,3936,1,587,1,240,,0,147
DQN Agent 400e,1obstacles_1,sokoban-7-1_1obstacles_1,5.908104419708252,OK,7340,370,8259,380,5447,1,753,1,245,,0,156
DQN Agent 1000e,1obstacles_1,sokoban-7-1_1obstacles_1,1.917736530303955,OK,5571,302,6200,308,1475,1,528,1,262,,0,147
Previous RL,1obstacles_1,sokoban-7-1_1obstacles_1,7.82395339012146,OK,10458,296,11732,304,7333,1,807,1,323,,0,170
DQN Agent 400e,1obstacles_10,sokoban-7-1_1obstacles_10,65.1660783290863,OK,23665,380,27106,390,64695,1,2821,1,899,,0,153
DQN Agent 1000e,1obstacles_10,sokoban-7-1_1obstacles_10,9.421832084655762,OK,13192,462,14857,465,8940,1,1458,1,557,,0,157
Previous RL,1obstacles_10,sokoban-7-1_1obstacles_10,13.814609289169312,OK,13090,328,14743,337,13317,1,1050,1,392,,0,142
DQN Agent 400e,1obstacles_2,sokoban-7-1_1obstacles_2,1.0248234272003174,OK,804,72,916,72,616,1,90,1,31,,0,135
DQN Agent 1000e,1obstacles_2,sokoban-7-1_1obstacles_2,1.1262092590332031,OK,2753,72,3079,72,689,1,240,1,105,,0,155
Previous RL,1obstacles_2,sokoban-7-1_1obstacles_2,1.1214919090270996,OK,1588,138,1709,141,713,1,77,1,49,,0,144
DQN Agent 400e,1obstacles_3,sokoban-7-1_1obstacles_3,1.664346694946289,OK,3048,244,3378,244,1250,1,258,1,86,,0,149
DQN Agent 1000e,1obstacles_3,sokoban-7-1_1obstacles_3,0.9660801887512207,OK,1417,204,1550,206,549,1,151,1,75,,0,140
Previous RL,1obstacles_3,sokoban-7-1_1obstacles_3,1.0911071300506592,OK,1080,240,1200,250,642,1,81,1,33,,0,166
DQN Agent 400e,1obstacles_4,sokoban-7-1_1obstacles_4,1.3777716159820557,OK,2174,588,2423,610,935,1,211,1,80,,0,156
DQN Agent 1000e,1obstacles_4,sokoban-7-1_1obstacles_4,2.418386697769165,OK,9346,104,10484,104,1971,1,812,1,328,,0,156
Previous RL,1obstacles_4,sokoban-7-1_1obstacles_4,1.4804222583770752,OK,3165,268,3455,275,1067,1,179,1,91,,0,139
DQN Agent 400e,1obstacles_5,sokoban-7-1_1obstacles_5,0.8387653827667236,OK,112,42,116,42,403,1,4,1,8,,0,162
DQN Agent 1000e,1obstacles_5,sokoban-7-1_1obstacles_5,14.724567890167236,OK,25818,174,29217,174,14243,1,2848,1,985,,0,141
Previous RL,1obstacles_5,sokoban-7-1_1obstacles_5,0.8131177425384521,OK,342,42,365,42,425,1,13,1,17,,0,139
DQN Agent 400e,1obstacles_6,sokoban-7-1_1obstacles_6,6.029012203216553,OK,7791,84,8794,85,5579,1,866,1,320,,0,147
