Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-4-1_0obstacles_1,0.8814499378204346,OK,1890,156,2083,156,579,1,189,1,127,,0,68
DQN Agent 1000e,0obstacles_1,sokoban-4-1_0obstacles_1,0.8618423938751221,OK,1892,156,2079,156,576,1,200,1,118,,0,66
Previous RL,0obstacles_1,sokoban-4-1_0obstacles_1,1.1006531715393066,OK,2113,92,2303,92,818,1,124,1,124,,0,71
DQN Agent 400e,0obstacles_10,sokoban-4-1_0obstacles_10,0.7942638397216797,OK,666,112,735,112,504,1,73,1,43,,0,67
DQN Agent 1000e,0obstacles_10,sokoban-4-1_0obstacles_10,0.8187589645385742,OK,1098,112,1213,112,532,1,126,1,69,,0,75
Previous RL,0obstacles_10,sokoban-4-1_0obstacles_10,0.9068553447723389,OK,996,94,1065,95,628,1,44,1,58,,0,71
DQN Agent 400e,0obstacles_2,sokoban-4-1_0obstacles_2,1.2710793018341064,OK,3213,202,3581,206,974,1,364,1,226,,0,69
DQN Agent 1000e,0obstacles_2,sokoban-4-1_0obstacles_2,0.7912073135375977,OK,1050,158,1145,160,505,1,102,1,65,,0,68
Previous RL,0obstacles_2,sokoban-4-1_0obstacles_2,1.1340415477752686,OK,2599,126,2871,127,831,1,180,1,167,,0,70
DQN Agent 400e,0obstacles_3,sokoban-4-1_0obstacles_3,0.8061420917510986,OK,1551,116,1692,116,508,1,128,1,95,,0,71
DQN Agent 1000e,0obstacles_3,sokoban-4-1_0obstacles_3,0.9949920177459717,OK,2714,156,2994,156,716,1,294,1,177,,0,66
Previous RL,0obstacles_3,sokoban-4-1_0obstacles_3,1.0940070152282715,OK,2408,96,2670,96,799,1,170,1,157,,0,71
DQN Agent 400e,0obstacles_4,sokoban-4-1_0obstacles_4,0.7647440433502197,OK,776,144,851,144,455,1,80,1,47,,0,71
DQN Agent 1000e,0obstacles_4,sokoban-4-1_0obstacles_4,0.7709858417510986,OK,1233,144,1352,144,491,1,129,1,70,,0,68
Previous RL,0obstacles_4,sokoban-4-1_0obstacles_4,2.3087220191955566,OK,1676,84,1840,84,2049,1,107,1,106,,0,67
DQN Agent 400e,0obstacles_5,sokoban-4-1_0obstacles_5,0.510502815246582,OK,79,40,81,40,235,1,5,1,6,,0,71
DQN Agent 1000e,0obstacles_5,sokoban-4-1_0obstacles_5,0.514026403427124,OK,81,40,84,40,247,1,7,1,6,,0,67
Previous RL,0obstacles_5,sokoban-4-1_0obstacles_5,0.646014928817749,OK,174,40,187,40,381,1,10,1,11,,0,69
DQN Agent 400e,0obstacles_6,sokoban-4-1_0obstacles_6,0.6935157775878906,OK,477,118,524,120,409,1,50,1,31,,0,69
DQN Agent 1000e,0obstacles_6,sokoban-4-1_0obstacles_6,0.7575311660766602,OK,691,158,751,160,472,1,63,1,39,,0,69
Previous RL,0obstacles_6,sokoban-4-1_0obstacles_6,0.9462745189666748,OK,1429,118,1558,120,666,1,87,1,92,,0,71
DQN Agent 400e,0obstacles_7,sokoban-4-1_0obstacles_7,0.567885160446167,OK,113,60,121,60,287,1,9,1,6,,0,70
DQN Agent 1000e,0obstacles_7,sokoban-4-1_0obstacles_7,0.5834496021270752,OK,118,40,127,40,310,1,10,1,6,,0,72
Previous RL,0obstacles_7,sokoban-4-1_0obstacles_7,0.5902228355407715,OK,171,52,185,53,326,1,10,1,11,,0,63
DQN Agent 400e,0obstacles_8,sokoban-4-1_0obstacles_8,0.6856837272644043,OK,821,116,887,117,396,1,59,1,47,,0,70
DQN Agent 1000e,0obstacles_8,sokoban-4-1_0obstacles_8,0.9903316497802734,OK,2727,94,3011,94,711,1,299,1,177,,0,68
Previous RL,0obstacles_8,sokoban-4-1_0obstacles_8,0.9554276466369629,OK,1901,96,2078,97,683,1,115,1,120,,0,67
DQN Agent 400e,0obstacles_9,sokoban-4-1_0obstacles_9,0.9087986946105957,OK,2332,86,2572,86,610,1,235,1,156,,0,71
DQN Agent 1000e,0obstacles_9,sokoban-4-1_0obstacles_9,0.8404219150543213,OK,1824,86,2006,86,567,1,194,1,119,,0,65
Previous RL,0obstacles_9,sokoban-4-1_0obstacles_9,1.175764560699463,OK,2686,86,2972,86,883,1,188,1,180,,0,69
DQN Agent 400e,1obstacles_1,sokoban-4-1_1obstacles_1,0.6427268981933594,OK,198,74,218,76,357,1,21,1,12,,0,69
DQN Agent 1000e,1obstacles_1,sokoban-4-1_1obstacles_1,3.5486247539520264,OK,2174,200,2395,203,3226,1,240,1,145,,0,71
Previous RL,1obstacles_1,sokoban-4-1_1obstacles_1,0.5411617755889893,OK,216,74,236,76,286,1,14,1,13,,0,70
DQN Agent 400e,1obstacles_10,sokoban-4-1_1obstacles_10,0.8727264404296875,OK,1158,132,1263,132,570,1,100,1,74,,0,67
DQN Agent 1000e,1obstacles_10,sokoban-4-1_1obstacles_10,0.7911770343780518,OK,1304,132,1424,132,495,1,130,1,83,,0,75
Previous RL,1obstacles_10,sokoban-4-1_1obstacles_10,0.9831173419952393,OK,2067,116,2246,118,691,1,115,1,124,,0,70
DQN Agent 400e,1obstacles_2,sokoban-4-1_1obstacles_2,0.6714391708374023,OK,214,42,226,42,396,1,14,1,10,,0,70
DQN Agent 1000e,1obstacles_2,sokoban-4-1_1obstacles_2,0.632328987121582,OK,250,42,263,42,358,1,15,1,11,,0,68
Previous RL,1obstacles_2,sokoban-4-1_1obstacles_2,0.6106822490692139,OK,321,42,336,42,352,1,8,1,19,,0,71
DQN Agent 400e,1obstacles_3,sokoban-4-1_1obstacles_3,0.6797881126403809,OK,279,40,299,40,407,1,21,1,15,,0,71
DQN Agent 1000e,1obstacles_3,sokoban-4-1_1obstacles_3,0.6423912048339844,OK,391,40,427,40,360,1,40,1,24,,0,70
Previous RL,1obstacles_3,sokoban-4-1_1obstacles_3,0.6300415992736816,OK,172,40,186,40,354,1,10,1,11,,0,68
DQN Agent 400e,1obstacles_4,sokoban-4-1_1obstacles_4,1.3420500755310059,OK,3499,140,3906,141,1043,1,395,1,239,,0,69
DQN Agent 1000e,1obstacles_4,sokoban-4-1_1obstacles_4,1.300968885421753,OK,3301,140,3673,141,980,1,398,1,217,,0,72
Previous RL,1obstacles_4,sokoban-4-1_1obstacles_4,0.9504492282867432,OK,1879,74,2047,74,651,1,107,1,120,,0,69
DQN Agent 400e,1obstacles_5,sokoban-4-1_1obstacles_5,0.6797280311584473,OK,776,144,851,144,378,1,80,1,47,,0,69
DQN Agent 1000e,1obstacles_5,sokoban-4-1_1obstacles_5,2.40163516998291,OK,1233,144,1352,144,2119,1,129,1,70,,0,75
Previous RL,1obstacles_5,sokoban-4-1_1obstacles_5,0.947704553604126,OK,1676,84,1840,84,666,1,107,1,106,,0,69
DQN Agent 400e,1obstacles_6,sokoban-4-1_1obstacles_6,0.6414496898651123,OK,544,62,587,62,361,1,41,1,32,,0,69
DQN Agent 1000e,1obstacles_6,sokoban-4-1_1obstacles_6,0.7835092544555664,OK,1152,62,1254,62,480,1,107,1,71,,0,68
Previous RL,1obstacles_6,sokoban-4-1_1obstacles_6,0.838254451751709,OK,1095,62,1170,62,554,1,50,1,57,,0,72
DQN Agent 400e,1obstacles_7,sokoban-4-1_1obstacles_7,0.8574657440185547,OK,1051,124,1158,124,567,1,110,1,69,,0,70
DQN Agent 1000e,1obstacles_7,sokoban-4-1_1obstacles_7,0.7214322090148926,OK,1116,124,1231,124,432,1,126,1,69,,0,72
Previous RL,1obstacles_7,sokoban-4-1_1obstacles_7,1.023247241973877,OK,1677,106,1841,107,752,1,107,1,106,,0,72
DQN Agent 400e,1obstacles_8,sokoban-4-1_1obstacles_8,1.201824426651001,OK,3499,52,3906,52,908,1,397,1,239,,0,67
DQN Agent 1000e,1obstacles_8,sokoban-4-1_1obstacles_8,1.2730116844177246,OK,3303,52,3675,52,964,1,397,1,217,,0,67
Previous RL,1obstacles_8,sokoban-4-1_1obstacles_8,0.7301502227783203,OK,361,52,388,52,450,1,19,1,20,,0,68
DQN Agent 400e,1obstacles_9,sokoban-4-1_1obstacles_9,0.8962619304656982,OK,1167,156,1281,156,607,1,114,1,74,,0,68
DQN Agent 1000e,1obstacles_9,sokoban-4-1_1obstacles_9,0.7518632411956787,OK,1533,156,1685,156,470,1,161,1,92,,0,71
Previous RL,1obstacles_9,sokoban-4-1_1obstacles_9,1.030848741531372,OK,2407,96,2669,96,736,1,170,1,157,,0,75
DQN Agent 400e,2obstacles_1,sokoban-4-1_2obstacles_1,0.668529748916626,OK,416,134,455,135,359,1,50,1,41,,0,69
DQN Agent 1000e,2obstacles_1,sokoban-4-1_2obstacles_1,3.2799081802368164,OK,1032,134,1139,135,2980,1,133,1,99,,0,71
Previous RL,2obstacles_1,sokoban-4-1_2obstacles_1,0.7480757236480713,OK,969,134,1060,135,473,1,79,1,89,,0,65
DQN Agent 400e,2obstacles_10,sokoban-4-1_2obstacles_10,0.9338476657867432,OK,1858,106,2087,108,648,1,249,1,139,,0,66
DQN Agent 1000e,2obstacles_10,sokoban-4-1_2obstacles_10,0.8023426532745361,OK,244,126,265,128,501,1,26,1,15,,0,72
Previous RL,2obstacles_10,sokoban-4-1_2obstacles_10,0.8136577606201172,OK,840,126,924,128,526,1,67,1,53,,0,64
DQN Agent 400e,2obstacles_2,sokoban-4-1_2obstacles_2,0.9351930618286133,OK,1718,0,1921,0,681,0,244,0,178,,0,69
DQN Agent 1000e,2obstacles_2,sokoban-4-1_2obstacles_2,0.9082016944885254,OK,1718,0,1921,0,633,0,259,0,180,,0,75
Previous RL,2obstacles_2,sokoban-4-1_2obstacles_2,0.960709810256958,OK,1718,0,1921,0,696,0,181,0,174,,0,66
DQN Agent 400e,2obstacles_3,sokoban-4-1_2obstacles_3,0.7964308261871338,OK,777,100,852,100,509,1,80,1,70,,0,70
DQN Agent 1000e,2obstacles_3,sokoban-4-1_2obstacles_3,0.729630708694458,OK,450,100,489,100,444,1,43,1,34,,0,71
Previous RL,2obstacles_3,sokoban-4-1_2obstacles_3,0.8613162040710449,OK,1119,134,1229,136,576,1,91,1,85,,0,69
DQN Agent 400e,2obstacles_4,sokoban-4-1_2obstacles_4,1.0125465393066406,OK,2601,72,2895,72,712,1,317,1,221,,0,74
DQN Agent 1000e,2obstacles_4,sokoban-4-1_2obstacles_4,0.956477165222168,OK,2431,72,2700,72,659,1,318,1,200,,0,70
Previous RL,2obstacles_4,sokoban-4-1_2obstacles_4,0.8695497512817383,OK,912,94,983,95,561,1,58,1,62,,0,69
DQN Agent 400e,2obstacles_5,sokoban-4-1_2obstacles_5,0.9193191528320312,OK,1628,62,1811,62,504,1,200,1,122,,0,66
DQN Agent 1000e,2obstacles_5,sokoban-4-1_2obstacles_5,0.8637208938598633,OK,1735,62,1914,62,511,1,200,1,122,,0,74
Previous RL,2obstacles_5,sokoban-4-1_2obstacles_5,0.7068636417388916,OK,866,62,929,62,419,1,47,1,50,,0,71
DQN Agent 400e,2obstacles_6,sokoban-4-1_2obstacles_6,0.8374583721160889,OK,1268,0,1428,0,581,0,178,0,107,,0,72
DQN Agent 1000e,2obstacles_6,sokoban-4-1_2obstacles_6,0.7844514846801758,OK,1268,0,1428,0,528,0,183,0,105,,0,66
Previous RL,2obstacles_6,sokoban-4-1_2obstacles_6,0.8424372673034668,OK,1268,0,1428,0,589,0,138,0,105,,0,66
DQN Agent 400e,2obstacles_7,sokoban-4-1_2obstacles_7,0.7182595729827881,OK,353,82,387,82,420,1,42,1,37,,0,71
DQN Agent 1000e,2obstacles_7,sokoban-4-1_2obstacles_7,0.7015979290008545,OK,982,82,1080,82,409,1,128,1,97,,0,69
Previous RL,2obstacles_7,sokoban-4-1_2obstacles_7,0.794456958770752,OK,452,82,497,82,514,1,38,1,41,,0,64
DQN Agent 400e,2obstacles_8,sokoban-4-1_2obstacles_8,1.1958489418029785,OK,2691,124,3022,124,889,1,369,1,227,,0,75
DQN Agent 1000e,2obstacles_8,sokoban-4-1_2obstacles_8,0.896160364151001,OK,1910,124,2116,124,587,1,247,1,147,,0,68
Previous RL,2obstacles_8,sokoban-4-1_2obstacles_8,0.9879865646362305,OK,1835,104,2034,104,705,1,167,1,142,,0,72
DQN Agent 400e,2obstacles_9,sokoban-4-1_2obstacles_9,0.7555139064788818,OK,671,82,741,82,485,1,80,1,63,,0,67
DQN Agent 1000e,2obstacles_9,sokoban-4-1_2obstacles_9,0.6061985492706299,OK,228,82,249,82,335,1,28,1,19,,0,67
Previous RL,2obstacles_9,sokoban-4-1_2obstacles_9,0.7070193290710449,OK,403,82,445,82,442,1,36,1,36,,0,64
DQN Agent 400e,3obstacles_1,sokoban-4-1_3obstacles_1,0.7515037059783936,OK,577,166,632,166,461,1,63,1,58,,0,74
DQN Agent 1000e,3obstacles_1,sokoban-4-1_3obstacles_1,0.6639988422393799,OK,815,122,908,122,377,1,117,1,82,,0,68
Previous RL,3obstacles_1,sokoban-4-1_3obstacles_1,0.7768595218658447,OK,756,122,844,122,481,1,81,1,78,,0,68
DQN Agent 400e,3obstacles_10,sokoban-4-1_3obstacles_10,3.137864351272583,OK,467,50,509,50,2755,1,47,1,35,,0,149
DQN Agent 1000e,3obstacles_10,sokoban-4-1_3obstacles_10,0.588360071182251,OK,354,50,384,50,305,1,37,1,25,,0,70
Previous RL,3obstacles_10,sokoban-4-1_3obstacles_10,0.6605222225189209,OK,378,50,402,50,380,1,24,1,22,,0,73
DQN Agent 400e,3obstacles_2,sokoban-4-1_3obstacles_2,0.8684787750244141,OK,1596,0,1774,0,604,0,224,0,192,,0,76
DQN Agent 1000e,3obstacles_2,sokoban-4-1_3obstacles_2,0.8253500461578369,OK,1596,0,1774,0,554,0,241,0,194,,0,71
Previous RL,3obstacles_2,sokoban-4-1_3obstacles_2,0.9349186420440674,OK,1596,0,1774,0,657,0,167,0,189,,0,70
DQN Agent 400e,3obstacles_3,sokoban-4-1_3obstacles_3,0.6310584545135498,OK,557,0,621,0,363,0,76,0,70,,0,68
DQN Agent 1000e,3obstacles_3,sokoban-4-1_3obstacles_3,0.6452474594116211,OK,557,0,621,0,390,0,89,0,69,,0,73
Previous RL,3obstacles_3,sokoban-4-1_3obstacles_3,0.7125678062438965,OK,557,0,621,0,464,0,69,0,66,,0,73
DQN Agent 400e,3obstacles_4,sokoban-4-1_3obstacles_4,0.8212440013885498,OK,1422,72,1594,72,541,1,202,1,148,,0,67
DQN Agent 1000e,3obstacles_4,sokoban-4-1_3obstacles_4,0.8335285186767578,OK,1215,72,1355,72,532,1,181,1,122,,0,66
Previous RL,3obstacles_4,sokoban-4-1_3obstacles_4,0.6714127063751221,OK,388,72,425,72,380,1,35,1,38,,0,72
DQN Agent 400e,3obstacles_5,sokoban-4-1_3obstacles_5,0.7119362354278564,OK,501,42,548,42,425,1,56,1,40,,0,68
