Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-5-1_0obstacles_1,2.091156244277954,OK,5097,306,5748,310,1719,1,675,1,274,,0,89
DQN Agent 1000e,0obstacles_1,sokoban-5-1_0obstacles_1,0.9157938957214355,OK,1809,94,1935,94,558,1,138,1,87,,0,92
Previous RL,0obstacles_1,sokoban-5-1_0obstacles_1,1.1806590557098389,OK,2167,94,2371,94,834,1,132,1,104,,0,89
DQN Agent 400e,0obstacles_10,sokoban-5-1_0obstacles_10,0.710315465927124,OK,253,92,271,92,381,1,13,1,6,,0,93
DQN Agent 1000e,0obstacles_10,sokoban-5-1_0obstacles_10,0.6933822631835938,OK,655,112,689,112,352,1,50,1,35,,0,86
Previous RL,0obstacles_10,sokoban-5-1_0obstacles_10,0.9460759162902832,OK,1313,140,1429,144,595,1,75,1,57,,0,96
DQN Agent 400e,0obstacles_2,sokoban-5-1_0obstacles_2,1.0614748001098633,OK,1977,154,2225,154,734,1,242,1,104,,0,92
DQN Agent 1000e,0obstacles_2,sokoban-5-1_0obstacles_2,1.0533759593963623,OK,3454,182,3731,184,721,1,323,1,179,,0,87
Previous RL,0obstacles_2,sokoban-5-1_0obstacles_2,1.2740890979766846,OK,2720,118,3022,120,938,1,196,1,120,,0,92
DQN Agent 400e,0obstacles_3,sokoban-5-1_0obstacles_3,1.3529844284057617,OK,2616,150,2935,150,1024,1,313,1,146,,0,94
DQN Agent 1000e,0obstacles_3,sokoban-5-1_0obstacles_3,0.6827514171600342,OK,214,42,222,42,341,1,8,1,8,,0,84
Previous RL,0obstacles_3,sokoban-5-1_0obstacles_3,0.7162697315216064,OK,337,42,355,42,391,1,12,1,17,,0,84
DQN Agent 400e,0obstacles_4,sokoban-5-1_0obstacles_4,3.090211868286133,OK,7134,406,8058,412,2713,1,956,1,385,,0,99
DQN Agent 1000e,0obstacles_4,sokoban-5-1_0obstacles_4,1.5069060325622559,OK,5810,114,6317,115,1128,1,566,1,313,,0,93
Previous RL,0obstacles_4,sokoban-5-1_0obstacles_4,1.4541358947753906,OK,3567,116,3894,118,1121,1,204,1,147,,0,89
DQN Agent 400e,0obstacles_5,sokoban-5-1_0obstacles_5,2.5439083576202393,OK,5083,180,5726,180,2173,1,659,1,272,,0,93
DQN Agent 1000e,0obstacles_5,sokoban-5-1_0obstacles_5,2.141554832458496,OK,6484,182,7168,185,1768,1,770,1,355,,0,87
Previous RL,0obstacles_5,sokoban-5-1_0obstacles_5,2.8763179779052734,OK,6087,256,6802,259,2511,1,475,1,311,,0,94
DQN Agent 400e,0obstacles_6,sokoban-5-1_0obstacles_6,1.239030361175537,OK,2265,158,2563,161,907,1,279,1,120,,0,89
DQN Agent 1000e,0obstacles_6,sokoban-5-1_0obstacles_6,3.256985664367676,OK,7452,162,8369,167,2889,1,1024,1,411,,0,93
Previous RL,0obstacles_6,sokoban-5-1_0obstacles_6,0.9313890933990479,OK,1140,248,1244,256,604,1,70,1,53,,0,89
DQN Agent 400e,0obstacles_7,sokoban-5-1_0obstacles_7,3.2560980319976807,OK,7616,344,8592,347,2891,1,1008,1,410,,0,88
DQN Agent 1000e,0obstacles_7,sokoban-5-1_0obstacles_7,1.1698896884918213,OK,4437,118,4774,118,814,1,376,1,224,,0,98
Previous RL,0obstacles_7,sokoban-5-1_0obstacles_7,2.1385371685028076,OK,5035,152,5627,154,1793,1,386,1,248,,0,92
DQN Agent 400e,0obstacles_8,sokoban-5-1_0obstacles_8,3.0723061561584473,OK,6497,144,7326,144,2709,1,835,1,348,,0,94
