instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-5-1_0obstacles_1,1.1934878826141355,OK,2167,94,2371,94,868,1,132,1,104,,0,89
sokoban-5-1_0obstacles_10,1.0074679851531982,OK,1313,140,1429,144,671,1,75,1,57,,0,97
sokoban-5-1_0obstacles_2,1.2924950122833252,OK,2720,118,3022,120,965,1,196,1,120,,0,88
sokoban-5-1_0obstacles_3,0.7224164009094238,OK,337,42,355,42,402,1,12,1,17,,0,94
sokoban-5-1_0obstacles_4,1.606975793838501,OK,3567,116,3894,118,1262,1,204,1,147,,0,97
sokoban-5-1_0obstacles_5,2.828455209732056,OK,6087,256,6802,259,2461,1,475,1,311,,0,89
sokoban-5-1_0obstacles_6,0.9478528499603271,OK,1140,248,1244,256,605,1,70,1,53,,0,96
sokoban-5-1_0obstacles_7,2.214283466339112,OK,5035,152,5627,154,1868,1,386,1,248,,0,88
sokoban-5-1_0obstacles_8,0.7576007843017578,OK,650,84,690,86,438,1,26,1,23,,0,93
sokoban-5-1_0obstacles_9,0.9942975044250488,OK,1423,72,1538,72,673,1,75,1,54,,0,88
sokoban-5-1_1obstacles_1,0.7890133857727051,OK,687,138,748,142,454,1,41,1,27,,0,93
sokoban-5-1_1obstacles_10,1.72141432762146,OK,4168,86,4620,86,1389,1,286,1,190,,0,91
sokoban-5-1_1obstacles_2,1.7257742881774902,OK,4321,236,4745,242,1380,1,273,1,208,,0,89
sokoban-5-1_1obstacles_3,1.132096767425537,OK,2595,96,2834,97,805,1,151,1,109,,0,94
sokoban-5-1_1obstacles_4,0.7473022937774658,OK,170,40,180,40,434,1,7,1,9,,0,89
sokoban-5-1_1obstacles_5,0.8520951271057129,OK,504,96,554,98,528,1,34,1,22,,0,91
sokoban-5-1_1obstacles_6,2.1987457275390625,OK,5020,194,5608,195,1844,1,381,1,248,,0,88
sokoban-5-1_1obstacles_7,2.023381233215332,OK,4271,96,4775,96,1516,1,322,1,202,,0,92
sokoban-5-1_1obstacles_8,0.7665126323699951,OK,641,60,680,60,442,1,25,1,23,,0,96
sokoban-5-1_1obstacles_9,0.6929271221160889,OK,249,50,267,50,364,1,12,1,13,,0,95
sokoban-5-1_2obstacles_1,0.7158017158508301,OK,107,30,110,30,387,1,2,1,7,,0,95
sokoban-5-1_2obstacles_10,1.2580342292785645,OK,2317,126,2546,127,918,1,178,1,153,,0,88
sokoban-5-1_2obstacles_2,1.143075942993164,OK,2540,94,2794,94,807,1,183,1,121,,0,90
sokoban-5-1_2obstacles_3,0.7494082450866699,OK,623,128,675,132,424,1,43,1,25,,0,94
sokoban-5-1_2obstacles_4,0.9026567935943604,OK,1248,106,1348,108,579,1,75,1,58,,0,91
sokoban-5-1_2obstacles_5,0.7283108234405518,OK,287,84,314,86,402,1,21,1,16,,0,103
sokoban-5-1_2obstacles_6,1.984257936477661,OK,2079,150,2322,153,1648,1,190,1,139,,0,98
sokoban-5-1_2obstacles_7,1.0790977478027344,OK,2065,104,2272,104,746,1,149,1,107,,0,98
sokoban-5-1_2obstacles_8,0.6638481616973877,OK,168,40,178,40,342,1,7,1,9,,0,90
sokoban-5-1_2obstacles_9,1.1336991786956787,OK,2124,104,2348,104,794,1,156,1,105,,0,87
sokoban-5-1_3obstacles_1,3.364067316055298,OK,6936,0,7852,0,3043,0,763,0,607,,0,96
sokoban-5-1_3obstacles_10,0.8055756092071533,OK,780,114,845,115,470,1,57,1,54,,0,99
sokoban-5-1_3obstacles_2,0.8025505542755127,OK,706,94,781,94,487,1,67,1,62,,0,91
sokoban-5-1_3obstacles_3,3.727532148361206,OK,7173,0,8144,0,3378,0,798,0,583,,0,92
sokoban-5-1_3obstacles_4,2.250195980072021,OK,5039,378,5693,387,1876,1,532,1,329,,0,96
sokoban-5-1_3obstacles_5,0.962174654006958,OK,1966,134,2156,135,633,1,149,1,132,,0,91
sokoban-5-1_3obstacles_6,0.8734498023986816,OK,437,140,487,145,538,1,42,1,24,,0,93
sokoban-5-1_3obstacles_7,1.3797292709350586,OK,2718,0,3092,0,1078,0,312,0,194,,0,93
sokoban-5-1_3obstacles_8,0.8297712802886963,OK,282,72,309,73,495,1,22,1,17,,0,95
sokoban-5-1_3obstacles_9,3.951016187667847,OK,2001,94,2223,94,3586,1,177,1,120,,0,99
sokoban-5-1_4obstacles_1,1.322768211364746,OK,2941,178,3249,180,949,1,241,1,168,,0,97
sokoban-5-1_4obstacles_10,1.3658430576324463,OK,2796,106,3105,106,1018,1,272,1,205,,0,86
sokoban-5-1_4obstacles_2,1.6858603954315186,OK,2932,0,3328,0,1256,0,343,0,257,,0,91
sokoban-5-1_4obstacles_3,1.8918275833129885,OK,3838,0,4340,0,1542,0,447,0,341,,0,95
sokoban-5-1_4obstacles_4,1.0417413711547852,OK,1687,148,1895,148,688,1,184,1,151,,0,91
sokoban-5-1_4obstacles_5,2.581959247589112,OK,5158,0,5840,0,2072,0,601,0,481,,0,93
sokoban-5-1_4obstacles_6,1.188007354736328,OK,2366,116,2647,116,845,1,229,1,146,,0,98
sokoban-5-1_4obstacles_7,1.0308966636657717,OK,1162,0,1318,0,726,0,137,0,98,,0,91
sokoban-5-1_4obstacles_8,2.092740297317505,OK,4586,0,5179,0,1730,0,544,0,437,,0,87
sokoban-5-1_4obstacles_9,1.3691022396087646,OK,2252,0,2555,0,860,0,263,0,184,,0,92
