Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-5-1_0obstacles_1,3.9836671352386475,OK,7624,254,8615,255,3559,1,921,1,411,,0,100
DQN Agent 1000e,0obstacles_1,sokoban-5-1_0obstacles_1,3.460129976272583,OK,7647,246,8625,246,3062,1,858,1,402,,0,99
Previous RL,0obstacles_1,sokoban-5-1_0obstacles_1,1.0875849723815918,OK,2167,94,2371,94,720,1,132,1,104,,0,105
RA,0obstacles_1,sokoban-5-1_0obstacles_1,4.063618183135986,OK,1560,204,1689,209,3698,1,97,1,60,,0,98
DQN Agent 400e,0obstacles_10,sokoban-5-1_0obstacles_10,3.002592086791992,OK,7672,260,8634,265,2612,1,881,1,408,,0,92
DQN Agent 1000e,0obstacles_10,sokoban-5-1_0obstacles_10,0.6642086505889893,OK,297,116,326,118,313,1,22,1,11,,0,93
Previous RL,0obstacles_10,sokoban-5-1_0obstacles_10,0.8752970695495605,OK,1313,140,1429,144,544,1,75,1,57,,0,86
RA,0obstacles_10,sokoban-5-1_0obstacles_10,2.6121294498443604,OK,890,128,965,131,2255,1,56,1,33,,0,93
DQN Agent 400e,0obstacles_2,sokoban-5-1_0obstacles_2,1.5273807048797607,OK,4850,118,5391,120,1159,1,462,1,251,,0,89
DQN Agent 1000e,0obstacles_2,sokoban-5-1_0obstacles_2,0.8565728664398193,OK,1057,128,1189,130,503,1,120,1,51,,0,89
Previous RL,0obstacles_2,sokoban-5-1_0obstacles_2,1.1879732608795166,OK,2720,118,3022,120,855,1,196,1,120,,0,91
RA,0obstacles_2,sokoban-5-1_0obstacles_2,6.577352523803711,OK,2112,118,2294,120,4592,1,138,1,70,,0,93
DQN Agent 400e,0obstacles_3,sokoban-5-1_0obstacles_3,0.7700872421264648,OK,1052,42,1132,42,405,1,69,1,48,,0,92
DQN Agent 1000e,0obstacles_3,sokoban-5-1_0obstacles_3,2.1655004024505615,OK,5822,42,6577,42,1807,1,682,1,304,,0,88
Previous RL,0obstacles_3,sokoban-5-1_0obstacles_3,0.6688144207000732,OK,337,42,355,42,337,1,12,1,17,,0,88
RA,0obstacles_3,sokoban-5-1_0obstacles_3,1.217499017715454,OK,198,42,203,42,875,1,6,1,10,,0,89
DQN Agent 400e,0obstacles_4,sokoban-5-1_0obstacles_4,0.901425838470459,OK,997,116,1077,118,538,1,71,1,50,,0,90
DQN Agent 1000e,0obstacles_4,sokoban-5-1_0obstacles_4,2.4049744606018066,OK,7286,220,8195,220,2033,1,793,1,361,,0,95
Previous RL,0obstacles_4,sokoban-5-1_0obstacles_4,1.5855963230133057,OK,3567,116,3894,118,1247,1,204,1,147,,0,85
RA,0obstacles_4,sokoban-5-1_0obstacles_4,5.576277256011963,OK,2324,116,2521,118,5226,1,152,1,81,,0,91
