instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-6-1_0obstacles_1,10.856667518615724,OK,11419,270,12898,273,10428,1,956,1,440,,0,130
sokoban-6-1_0obstacles_10,1.3802709579467771,OK,2997,94,3310,94,986,1,197,1,101,,0,130
sokoban-6-1_0obstacles_2,24.71291303634644,OK,15956,154,18159,154,24304,1,1472,1,663,,0,123
sokoban-6-1_0obstacles_3,1.406930685043335,OK,2998,118,3303,120,1028,1,193,1,101,,0,128
sokoban-6-1_0obstacles_4,1.487879514694214,OK,3295,140,3634,143,1100,1,216,1,102,,0,120
sokoban-6-1_0obstacles_5,1.3033175468444824,OK,2518,230,2777,238,918,1,166,1,98,,0,130
sokoban-6-1_0obstacles_6,1.1059212684631348,OK,1781,128,1957,131,731,1,110,1,48,,0,129
sokoban-6-1_0obstacles_7,1.0724036693572998,OK,1571,248,1741,256,661,1,111,1,54,,0,117
sokoban-6-1_0obstacles_8,2.620692491531372,OK,5868,130,6522,132,2216,1,407,1,196,,0,122
sokoban-6-1_0obstacles_9,1.4396071434020996,OK,3258,116,3578,117,1062,1,203,1,102,,0,121
sokoban-6-1_1obstacles_1,17.489349842071533,OK,13760,666,15587,678,17078,1,1207,1,561,,0,122
sokoban-6-1_1obstacles_10,0.8048629760742188,OK,536,198,608,207,441,1,50,1,21,,0,120
sokoban-6-1_1obstacles_2,3.100470304489136,OK,6395,128,7160,128,2713,1,485,1,235,,0,124
sokoban-6-1_1obstacles_3,1.360515832901001,OK,2997,94,3310,94,978,1,197,1,101,,0,132
sokoban-6-1_1obstacles_4,11.21171736717224,OK,11974,330,13519,335,10792,1,1006,1,463,,0,123
sokoban-6-1_1obstacles_5,1.4551591873168943,OK,3122,230,3449,238,1075,1,210,1,108,,0,122
sokoban-6-1_1obstacles_6,1.3573899269104004,OK,2959,118,3247,120,979,1,183,1,101,,0,122
sokoban-6-1_1obstacles_7,0.8091781139373779,OK,346,140,376,145,432,1,20,1,15,,0,127
sokoban-6-1_1obstacles_8,1.5953092575073242,OK,3326,152,3682,156,1142,1,226,1,102,,0,127
sokoban-6-1_1obstacles_9,11.76820421218872,OK,12393,444,13989,458,11312,1,1040,1,476,,0,117
sokoban-6-1_2obstacles_1,2.2453625202178955,OK,4316,226,4831,229,1867,1,382,1,229,,0,118
sokoban-6-1_2obstacles_10,1.2775816917419434,OK,2327,198,2576,203,888,1,184,1,119,,0,125
sokoban-6-1_2obstacles_2,2.6327598094940186,OK,6078,336,6797,343,2239,1,510,1,264,,0,121
sokoban-6-1_2obstacles_3,16.135441303253174,OK,14440,510,16431,520,15714,1,1475,1,842,,0,129
sokoban-6-1_2obstacles_4,3.8928427696228014,OK,7094,342,7927,349,3319,1,587,1,300,,0,143
sokoban-6-1_2obstacles_5,1.3742756843566897,OK,2505,126,2787,127,966,1,200,1,110,,0,120
sokoban-6-1_2obstacles_6,0.8341348171234131,OK,807,194,893,201,470,1,61,1,32,,0,116
sokoban-6-1_2obstacles_7,3.853683471679688,OK,7038,234,7925,237,3433,1,605,1,293,,0,122
sokoban-6-1_2obstacles_8,7.196357727050781,OK,8856,356,9966,363,6809,1,815,1,485,,0,113
sokoban-6-1_2obstacles_9,1.4744384288787842,OK,3357,294,3661,305,1086,1,195,1,127,,0,120
sokoban-6-1_3obstacles_1,1.1231560707092283,OK,1941,188,2132,191,764,1,138,1,90,,0,118
sokoban-6-1_3obstacles_10,1.0932061672210691,OK,1874,104,2074,104,710,1,152,1,101,,0,126
sokoban-6-1_3obstacles_2,0.9090127944946288,OK,1086,96,1200,97,527,1,80,1,36,,0,132
sokoban-6-1_3obstacles_3,1.83265233039856,OK,3944,258,4429,263,1450,1,373,1,219,,0,122
sokoban-6-1_3obstacles_4,13.65936040878296,OK,13055,458,14881,470,13241,1,1387,1,665,,0,120
sokoban-6-1_3obstacles_5,6.340201616287232,OK,8989,446,10168,456,5934,1,882,1,474,,0,128
sokoban-6-1_3obstacles_6,0.7676117420196533,OK,398,86,441,88,407,1,32,1,21,,0,120
sokoban-6-1_3obstacles_7,1.2174322605133057,OK,2398,148,2649,150,824,1,185,1,102,,0,126
sokoban-6-1_3obstacles_8,2.530388116836548,OK,5092,116,5672,116,2090,1,432,1,230,,0,126
sokoban-6-1_3obstacles_9,0.8774189949035645,OK,802,174,874,181,501,1,58,1,33,,0,127
sokoban-6-1_4obstacles_1,3.886009931564331,OK,7754,412,8755,423,3484,1,817,1,523,,0,119
sokoban-6-1_4obstacles_10,1.2950308322906494,OK,2384,146,2669,148,889,1,231,1,142,,0,133
