episode,starting_total_steps,starting_epsilon,is_win,avg_loss,reward,win,steps,composition_size
0,0,1.0,True,0.0,-780.9199999999993,True,92,"(0, 0)"
1,0,0.9972112676056338,False,0.0,-1742.2399999999993,False,124,"(0, 0)"
2,0,0.9944225352112676,True,9.18707072627437,-697.1099999999992,True,111,"(0, 0)"
3,0,0.9916338028169014,False,13.582035879934988,-467.23999999999944,False,124,"(0, 0)"
4,0,0.9888450704225352,False,9.786334845327563,-552.239999999999,False,124,"(0, 0)"
5,0,0.986056338028169,False,5.585927951720453,-297.2399999999994,False,124,"(0, 0)"
6,0,0.9832676056338028,True,4.9758968683389515,-192.64999999999952,True,65,"(0, 0)"
7,0,0.9804788732394366,True,4.846756842078232,-25.229999999999905,True,123,"(0, 0)"
8,0,0.9776901408450704,False,4.797378174720272,-467.2399999999993,False,124,"(0, 0)"
9,0,0.9749014084507043,True,4.584770799863456,142.99000000000004,True,101,"(0, 0)"
10,0,0.972112676056338,False,4.59456617024637,-957.239999999999,False,124,"(0, 0)"
11,0,0.9693239436619718,True,4.97336302863227,-24.62999999999981,True,63,"(0, 0)"
12,0,0.9665352112676057,True,4.973251763905321,-361.06999999999925,True,107,"(0, 0)"
13,0,0.9637464788732394,False,4.755877792835236,-277.239999999999,False,124,"(0, 0)"
14,0,0.9609577464788732,False,3.9780356999366515,-977.239999999999,False,124,"(0, 0)"
15,0,0.958169014084507,False,3.3393661937405987,-1382.2399999999993,False,124,"(0, 0)"
16,0,0.9553802816901409,True,3.2848551127145873,-277.05999999999915,True,106,"(0, 0)"
17,0,0.9525915492957746,True,3.056167032983568,-24.629999999999953,True,63,"(0, 0)"
18,0,0.9498028169014084,False,3.155115548641451,-1317.239999999999,False,124,"(0, 0)"
19,0,0.9470140845070423,False,3.0873573249386204,-552.2399999999992,False,124,"(0, 0)"
20,0,0.944225352112676,True,3.2416968165442,-276.8599999999994,True,86,"(0, 0)"
21,0,0.9414366197183098,False,3.2175858482237785,-212.239999999999,False,124,"(0, 0)"
22,0,0.9386478873239437,False,3.4288012866050965,-977.239999999999,False,124,"(0, 0)"
23,0,0.9358591549295775,True,3.726831266049589,-528.8899999999994,True,89,"(0, 0)"
24,0,0.9330704225352113,False,3.9199564130075517,-827.2399999999992,False,124,"(0, 0)"
25,0,0.930281690140845,False,3.912894179744105,-402.2399999999994,False,124,"(0, 0)"
26,0,0.9274929577464789,False,3.9695515642243047,-382.23999999999904,False,124,"(0, 0)"
27,0,0.9247042253521127,False,4.103132290224875,-722.2399999999991,False,124,"(0, 0)"
28,0,0.9219154929577464,False,3.9688228493736637,-1402.2399999999993,False,124,"(0, 0)"
29,0,0.9191267605633803,True,3.8886727305019604,-192.84999999999934,True,85,"(0, 0)"
30,0,0.9163380281690141,False,3.989441433260518,-807.239999999999,False,124,"(0, 0)"
31,0,0.9135492957746479,False,3.8093470373461322,-997.2399999999996,False,124,"(0, 0)"
32,0,0.9107605633802817,False,3.816218028145452,-552.2399999999991,False,124,"(0, 0)"
33,0,0.9079718309859155,False,3.5654644754625138,-2062.240000000006,False,124,"(0, 0)"
34,0,0.9051830985915493,True,3.2668659226729138,142.99000000000004,True,101,"(0, 0)"
35,0,0.9023943661971832,False,3.1490743938953645,-2082.2400000000016,False,124,"(0, 0)"
36,0,0.8996056338028169,False,2.917853380403211,-742.2399999999992,False,124,"(0, 0)"
37,0,0.8968169014084507,False,2.7607893530399568,-127.23999999999982,False,124,"(0, 0)"
38,0,0.8940281690140846,True,2.5806249120447897,142.99,True,101,"(0, 0)"
39,0,0.8912394366197183,False,2.580139660066174,-1082.2399999999993,False,124,"(0, 0)"
40,0,0.8884507042253521,True,2.746135056995955,143.39000000000004,True,61,"(0, 0)"
41,0,0.8856619718309859,False,2.714050486203163,-62.23999999999987,False,124,"(0, 0)"
42,0,0.8828732394366198,False,2.521896017174567,-487.2399999999991,False,124,"(0, 0)"
43,0,0.8800845070422535,False,2.413198521060328,-532.239999999999,False,124,"(0, 0)"
44,0,0.8772957746478873,False,2.3704675681168035,-702.2399999999991,False,124,"(0, 0)"
45,0,0.8745070422535212,False,2.330569273521823,-252.23999999999984,False,124,"(0, 0)"
46,0,0.871718309859155,False,2.4442502192912565,-572.239999999999,False,124,"(0, 0)"
47,0,0.8689295774647887,False,2.4013223686525897,-382.23999999999916,False,124,"(0, 0)"
48,0,0.8661408450704225,True,2.516603034662913,-24.829999999999828,True,83,"(0, 0)"
49,0,0.8633521126760564,False,2.3916205215838646,-552.2399999999991,False,124,"(0, 0)"
50,0,0.8605633802816901,False,2.255247961128912,-212.2399999999995,False,124,"(0, 0)"
51,0,0.8577746478873239,True,2.0638932694749133,59.18000000000001,True,82,"(0, 0)"
52,0,0.8549859154929578,True,2.1554593263670454,-276.8599999999995,True,86,"(0, 0)"
53,0,0.8521971830985915,True,2.0292584757203036,-25.02999999999996,True,103,"(0, 0)"
54,0,0.8494084507042253,True,2.0394346372735117,-109.239999999999,True,124,"(0, 0)"
55,0,0.8466197183098592,False,1.9409752041101456,-382.239999999999,False,124,"(0, 0)"
56,0,0.8438309859154929,True,1.796833561016963,-192.64999999999952,True,65,"(0, 0)"
57,0,0.8410422535211267,False,1.830699909117914,-42.24000000000001,False,124,"(0, 0)"
58,0,0.8382535211267605,False,1.8957593599634786,-467.2399999999991,False,124,"(0, 0)"
59,0,0.8354647887323944,False,1.8623363510254891,-297.239999999999,False,124,"(0, 0)"
60,0,0.8326760563380282,False,1.7721214659752385,-827.2399999999992,False,124,"(0, 0)"
61,0,0.8298873239436619,False,1.790540776185451,-232.2399999999991,False,124,"(0, 0)"
62,0,0.8270985915492958,False,1.7613727777234969,-362.2399999999993,False,124,"(0, 0)"
63,0,0.8243098591549296,False,1.7538737621038192,-1147.2399999999993,False,124,"(0, 0)"
64,0,0.8215211267605633,False,1.7370708200239366,-447.23999999999944,False,124,"(0, 0)"
65,0,0.8187323943661972,True,1.7268024145579728,143.39000000000004,True,61,"(0, 0)"
66,0,0.815943661971831,False,1.7096509385493495,-382.23999999999904,False,124,"(0, 0)"
67,0,0.8131549295774648,True,1.7257625008783033,59.38,True,62,"(0, 0)"
68,0,0.8103661971830987,True,1.7446830468391306,-360.6699999999995,True,67,"(0, 0)"
69,0,0.8075774647887324,False,1.6954089047447327,22.759999999999927,False,124,"(0, 0)"
70,0,0.8047887323943662,False,1.7825223995793251,-487.239999999999,False,124,"(0, 0)"
71,0,0.802,True,1.732830271862521,142.99,True,101,"(0, 0)"
72,0,0.7992112676056338,True,1.709969648387697,-612.8999999999993,True,90,"(0, 0)"
73,0,0.7964225352112676,True,1.857774349247537,59.18000000000001,True,82,"(0, 0)"
74,0,0.7936338028169014,False,1.6951883920738775,-1062.2399999999993,False,124,"(0, 0)"
75,0,0.7908450704225352,False,1.7453087580300146,-62.24000000000004,False,124,"(0, 0)"
76,0,0.788056338028169,False,1.7374773756150277,-892.239999999999,False,124,"(0, 0)"
77,0,0.7852676056338028,False,1.7098688286158346,-232.2399999999991,False,124,"(0, 0)"
78,0,0.7824788732394365,True,1.7897996696514813,-25.229999999999848,True,123,"(0, 0)"
79,0,0.7796901408450704,True,1.652414519053239,-192.64999999999952,True,65,"(0, 0)"
80,0,0.7769014084507042,True,1.708714173775967,-361.06999999999914,True,107,"(0, 0)"
81,0,0.774112676056338,True,1.6728767780500038,-361.06999999999914,True,107,"(0, 0)"
82,0,0.7713239436619719,False,1.8042228755451017,-317.23999999999967,False,124,"(0, 0)"
83,0,0.7685352112676056,False,1.73665712245049,-147.23999999999953,False,124,"(0, 0)"
84,0,0.7657464788732394,False,1.8465526589462835,-317.239999999999,False,124,"(0, 0)"
85,0,0.7629577464788733,True,1.8215613218001376,143.19,True,81,"(0, 0)"
86,0,0.760169014084507,True,1.7422255292171385,59.179999999999986,True,82,"(0, 0)"
87,0,0.7573802816901408,True,1.6932282447814941,142.7900000000001,True,121,"(0, 0)"
88,0,0.7545915492957747,False,1.7247659847620995,-62.23999999999997,False,124,"(0, 0)"
89,0,0.7518028169014085,True,1.8813386232807086,-109.0399999999993,True,104,"(0, 0)"
90,0,0.7490140845070423,True,1.8007524254893468,142.78999999999996,True,121,"(0, 0)"
91,0,0.746225352112676,False,1.7174910249248627,-232.24000000000007,False,124,"(0, 0)"
92,0,0.7434366197183099,False,1.8481532042064974,-127.23999999999951,False,124,"(0, 0)"
93,0,0.7406478873239437,False,1.8700497717626634,-317.2399999999997,False,124,"(0, 0)"
94,0,0.7378591549295774,False,1.8542032496583076,-722.2399999999994,False,124,"(0, 0)"
95,0,0.7350704225352114,False,1.8703412173255798,-487.2399999999994,False,124,"(0, 0)"
96,0,0.7322816901408451,True,2.2713321207976733,58.779999999999916,True,122,"(0, 0)"
97,0,0.7294929577464788,True,2.0818102225180595,59.37999999999998,True,62,"(0, 0)"
98,0,0.7267042253521127,True,2.15215912319365,-24.62999999999981,True,63,"(0, 0)"
99,0,0.7239154929577465,True,2.0054138692155963,-109.23999999999928,True,124,"(0, 0)"
100,0,0.7211267605633802,True,1.965136238373816,-108.63999999999966,True,64,"(0, 0)"
101,0,0.7183380281690142,True,1.9121553407561394,-109.23999999999911,True,124,"(0, 0)"
102,0,0.7155492957746479,True,1.986690740116307,143.39000000000004,True,61,"(0, 0)"
103,0,0.7127605633802817,False,1.9515427451941274,22.76000000000005,False,124,"(0, 0)"
104,0,0.7099718309859155,True,1.8862378143128895,-108.83999999999953,True,84,"(0, 0)"
105,0,0.7071830985915493,True,1.8007593706389453,-361.06999999999925,True,107,"(0, 0)"
106,0,0.7043943661971831,True,1.9151753350611656,-109.239999999999,True,124,"(0, 0)"
107,0,0.7016056338028169,False,1.7437179569275147,-402.239999999999,False,124,"(0, 0)"
108,0,0.6988169014084507,True,1.9257935990647572,59.17999999999999,True,82,"(0, 0)"
