Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-6-1_0obstacles_1,10.851565599441528,OK,14638,584,16089,592,10414,1,1568,1,585,,0,113
DQN Agent 1000e,0obstacles_1,sokoban-6-1_0obstacles_1,3.0982236862182617,OK,5694,270,6430,273,2680,1,645,1,241,,0,110
Previous RL,0obstacles_1,sokoban-6-1_0obstacles_1,11.097480058670044,OK,11419,270,12898,273,10576,1,956,1,440,,0,118
DQN Agent 400e,0obstacles_10,sokoban-6-1_0obstacles_10,3.496657371520996,OK,7226,402,7881,404,2739,1,742,1,283,,0,124
DQN Agent 1000e,0obstacles_10,sokoban-6-1_0obstacles_10,2.276907444000244,OK,3951,214,4470,217,1870,1,455,1,167,,0,118
Previous RL,0obstacles_10,sokoban-6-1_0obstacles_10,1.4705836772918701,OK,2997,94,3310,94,1096,1,197,1,101,,0,120
DQN Agent 400e,0obstacles_2,sokoban-6-1_0obstacles_2,9.056466579437256,OK,14672,290,16122,291,8654,1,1568,1,587,,0,115
DQN Agent 1000e,0obstacles_2,sokoban-6-1_0obstacles_2,2.914498805999756,OK,5614,154,6330,154,2500,1,618,1,234,,0,117
Previous RL,0obstacles_2,sokoban-6-1_0obstacles_2,24.306640148162842,OK,15956,154,18159,154,23857,1,1472,1,663,,0,127
DQN Agent 400e,0obstacles_3,sokoban-6-1_0obstacles_3,19.039867162704468,OK,18632,354,20630,360,18601,1,2143,1,805,,0,116
DQN Agent 1000e,0obstacles_3,sokoban-6-1_0obstacles_3,13.447481870651245,OK,14662,314,16721,322,13055,1,1825,1,655,,0,116
Previous RL,0obstacles_3,sokoban-6-1_0obstacles_3,1.4398677349090576,OK,2998,118,3303,120,1025,1,193,1,101,,0,120
DQN Agent 400e,0obstacles_4,sokoban-6-1_0obstacles_4,3.533064365386963,OK,6555,220,7000,221,2806,1,475,1,258,,0,120
DQN Agent 1000e,0obstacles_4,sokoban-6-1_0obstacles_4,28.939134120941162,OK,19154,192,21871,196,28535,1,2403,1,856,,0,117
Previous RL,0obstacles_4,sokoban-6-1_0obstacles_4,1.5120673179626465,OK,3295,140,3634,143,1110,1,216,1,102,,0,122
DQN Agent 400e,0obstacles_5,sokoban-6-1_0obstacles_5,9.235472917556763,OK,14672,156,16121,157,8824,1,1543,1,587,,0,115
DQN Agent 1000e,0obstacles_5,sokoban-6-1_0obstacles_5,1.2731220722198486,OK,1182,196,1345,202,658,1,142,1,51,,0,116
Previous RL,0obstacles_5,sokoban-6-1_0obstacles_5,1.3674180507659912,OK,2518,230,2777,238,972,1,166,1,98,,0,134
DQN Agent 400e,0obstacles_6,sokoban-6-1_0obstacles_6,1.4633920192718506,OK,3782,228,4024,229,1082,1,256,1,141,,0,112
DQN Agent 1000e,0obstacles_6,sokoban-6-1_0obstacles_6,17.494258403778076,OK,16177,150,18460,154,17079,1,2011,1,721,,0,125
Previous RL,0obstacles_6,sokoban-6-1_0obstacles_6,1.1898884773254395,OK,1781,128,1957,131,820,1,110,1,48,,0,122
DQN Agent 400e,0obstacles_7,sokoban-6-1_0obstacles_7,1.015235185623169,OK,1585,238,1683,239,626,1,106,1,56,,0,114
DQN Agent 1000e,0obstacles_7,sokoban-6-1_0obstacles_7,2.1514697074890137,OK,3480,266,3953,273,1753,1,424,1,152,,0,128
Previous RL,0obstacles_7,sokoban-6-1_0obstacles_7,1.0917551517486572,OK,1571,248,1741,256,717,1,111,1,54,,0,116
DQN Agent 400e,0obstacles_8,sokoban-6-1_0obstacles_8,8.354987859725952,OK,12714,262,13815,263,7944,1,1226,1,507,,0,114
DQN Agent 1000e,0obstacles_8,sokoban-6-1_0obstacles_8,10.51119875907898,OK,11472,428,13038,433,9976,1,1385,1,488,,0,119
Previous RL,0obstacles_8,sokoban-6-1_0obstacles_8,3.3840672969818115,OK,5868,130,6522,132,2954,1,407,1,196,,0,110
DQN Agent 400e,0obstacles_9,sokoban-6-1_0obstacles_9,15.140196561813354,OK,16472,306,18200,310,14730,1,1877,1,706,,0,105
DQN Agent 1000e,0obstacles_9,sokoban-6-1_0obstacles_9,4.660122394561768,OK,7228,184,8224,187,4219,1,888,1,313,,0,119
Previous RL,0obstacles_9,sokoban-6-1_0obstacles_9,1.433140516281128,OK,3258,116,3578,117,1058,1,203,1,102,,0,116
DQN Agent 400e,1obstacles_1,sokoban-6-1_1obstacles_1,9.450491905212402,OK,13696,498,14902,501,9039,1,1345,1,541,,0,114
DQN Agent 1000e,1obstacles_1,sokoban-6-1_1obstacles_1,5.549092531204224,OK,8496,218,9638,221,5137,1,1005,1,363,,0,122
Previous RL,1obstacles_1,sokoban-6-1_1obstacles_1,18.06338620185852,OK,13760,666,15587,678,17642,1,1207,1,561,,0,120
DQN Agent 400e,1obstacles_10,sokoban-6-1_1obstacles_10,10.130444288253784,OK,18457,680,20292,690,9689,1,1920,1,741,,0,113
DQN Agent 1000e,1obstacles_10,sokoban-6-1_1obstacles_10,2.2015292644500732,OK,3997,246,4573,252,1815,1,517,1,174,,0,115
Previous RL,1obstacles_10,sokoban-6-1_1obstacles_10,0.8609864711761475,OK,536,198,608,207,509,1,50,1,21,,0,112
DQN Agent 400e,1obstacles_2,sokoban-6-1_1obstacles_2,0.9831972122192383,OK,1622,220,1726,221,622,1,107,1,61,,0,111
DQN Agent 1000e,1obstacles_2,sokoban-6-1_1obstacles_2,10.403290748596191,OK,12848,316,14637,325,9991,1,1595,1,566,,0,123
Previous RL,1obstacles_2,sokoban-6-1_1obstacles_2,3.3265607357025146,OK,6395,128,7160,128,2921,1,485,1,235,,0,118
DQN Agent 400e,1obstacles_3,sokoban-6-1_1obstacles_3,3.1147773265838623,OK,7226,402,7881,404,2709,1,742,1,283,,0,119
DQN Agent 1000e,1obstacles_3,sokoban-6-1_1obstacles_3,4.865141868591309,OK,3951,214,4470,217,4467,1,455,1,167,,0,128
Previous RL,1obstacles_3,sokoban-6-1_1obstacles_3,1.389122486114502,OK,2997,94,3310,94,1021,1,197,1,101,,0,115
DQN Agent 400e,1obstacles_4,sokoban-6-1_1obstacles_4,1.436424970626831,OK,3436,224,3670,225,1046,1,252,1,135,,0,111
DQN Agent 1000e,1obstacles_4,sokoban-6-1_1obstacles_4,4.0887041091918945,OK,7284,328,8315,336,3676,1,929,1,320,,0,115
Previous RL,1obstacles_4,sokoban-6-1_1obstacles_4,11.456425428390503,OK,11974,330,13519,335,11047,1,1006,1,463,,0,125
DQN Agent 400e,1obstacles_5,sokoban-6-1_1obstacles_5,12.98766040802002,OK,16412,264,18140,267,12567,1,1866,1,705,,0,113
DQN Agent 1000e,1obstacles_5,sokoban-6-1_1obstacles_5,5.206221103668213,OK,7796,480,8875,501,4769,1,968,1,341,,0,124
Previous RL,1obstacles_5,sokoban-6-1_1obstacles_5,1.4903135299682617,OK,3122,230,3449,238,1112,1,210,1,108,,0,120
DQN Agent 400e,1obstacles_6,sokoban-6-1_1obstacles_6,4.081305503845215,OK,8341,490,9047,492,3463,1,792,1,318,,0,119
DQN Agent 1000e,1obstacles_6,sokoban-6-1_1obstacles_6,6.031251430511475,OK,9217,226,10461,226,5618,1,1096,1,391,,0,112
Previous RL,1obstacles_6,sokoban-6-1_1obstacles_6,1.4169583320617676,OK,2959,118,3247,120,1013,1,183,1,101,,0,115
DQN Agent 400e,1obstacles_7,sokoban-6-1_1obstacles_7,18.557494401931763,OK,19170,308,21219,311,18135,1,2201,1,829,,0,109
DQN Agent 1000e,1obstacles_7,sokoban-6-1_1obstacles_7,18.518001317977905,OK,16613,280,18958,288,18088,1,2073,1,731,,0,107
Previous RL,1obstacles_7,sokoban-6-1_1obstacles_7,0.8065986633300781,OK,346,140,376,145,441,1,20,1,15,,0,116
DQN Agent 400e,1obstacles_8,sokoban-6-1_1obstacles_8,2.5229318141937256,OK,5938,384,6329,385,2123,1,419,1,234,,0,119
DQN Agent 1000e,1obstacles_8,sokoban-6-1_1obstacles_8,7.361389875411987,OK,9428,218,10746,223,6973,1,1193,1,415,,0,115
Previous RL,1obstacles_8,sokoban-6-1_1obstacles_8,1.5087924003601074,OK,3326,152,3682,156,1137,1,226,1,102,,0,112
DQN Agent 400e,1obstacles_9,sokoban-6-1_1obstacles_9,2.2477469444274902,OK,5793,254,6189,255,1668,1,404,1,214,,0,113
DQN Agent 1000e,1obstacles_9,sokoban-6-1_1obstacles_9,20.79808759689331,OK,16737,530,19111,541,19947,1,2108,1,744,,0,116
Previous RL,1obstacles_9,sokoban-6-1_1obstacles_9,12.071645736694336,OK,12393,444,13989,458,11624,1,1040,1,476,,0,118
DQN Agent 400e,2obstacles_1,sokoban-6-1_2obstacles_1,2.7401349544525146,OK,5357,230,5932,230,2305,1,610,1,311,,0,133
DQN Agent 1000e,2obstacles_1,sokoban-6-1_2obstacles_1,2.1784720420837402,OK,3786,226,4305,229,1786,1,491,1,219,,0,112
Previous RL,2obstacles_1,sokoban-6-1_2obstacles_1,2.4061264991760254,OK,4316,226,4831,229,2017,1,382,1,229,,0,116
DQN Agent 400e,2obstacles_10,sokoban-6-1_2obstacles_10,6.8107850551605225,OK,11404,612,12577,618,6381,1,1249,1,570,,0,117
DQN Agent 1000e,2obstacles_10,sokoban-6-1_2obstacles_10,2.801410436630249,OK,4950,434,5594,441,2392,1,614,1,284,,0,119
Previous RL,2obstacles_10,sokoban-6-1_2obstacles_10,1.335810661315918,OK,2327,198,2576,203,943,1,184,1,119,,0,120
DQN Agent 400e,2obstacles_2,sokoban-6-1_2obstacles_2,1.327610969543457,OK,4467,298,4718,299,945,1,276,1,158,,0,115
DQN Agent 1000e,2obstacles_2,sokoban-6-1_2obstacles_2,7.62987208366394,OK,10554,346,12033,352,7075,1,1367,1,554,,0,119
Previous RL,2obstacles_2,sokoban-6-1_2obstacles_2,2.6343178749084473,OK,6078,336,6797,343,2206,1,510,1,264,,0,131
DQN Agent 400e,2obstacles_3,sokoban-6-1_2obstacles_3,1.9444644451141357,OK,7016,374,7443,375,1519,1,445,1,294,,0,120
DQN Agent 1000e,2obstacles_3,sokoban-6-1_2obstacles_3,4.5357606410980225,OK,7505,420,8548,429,4089,1,1023,1,432,,0,130
Previous RL,2obstacles_3,sokoban-6-1_2obstacles_3,16.075263738632202,OK,14440,510,16431,520,15647,1,1475,1,842,,0,121
DQN Agent 400e,2obstacles_4,sokoban-6-1_2obstacles_4,7.080143928527832,OK,12136,406,13462,413,6648,1,1419,1,604,,0,121
DQN Agent 1000e,2obstacles_4,sokoban-6-1_2obstacles_4,7.39979100227356,OK,9261,298,10526,303,6994,1,1204,1,526,,0,118
Previous RL,2obstacles_4,sokoban-6-1_2obstacles_4,3.9507107734680176,OK,7094,342,7927,349,3430,1,587,1,300,,0,115
DQN Agent 400e,2obstacles_5,sokoban-6-1_2obstacles_5,0.8076753616333008,OK,826,134,869,134,389,1,41,1,31,,0,123
DQN Agent 1000e,2obstacles_5,sokoban-6-1_2obstacles_5,2.828962564468384,OK,4834,138,5504,140,2449,1,642,1,269,,0,114
Previous RL,2obstacles_5,sokoban-6-1_2obstacles_5,1.3118362426757812,OK,2505,126,2787,127,949,1,200,1,110,,0,112
DQN Agent 400e,2obstacles_6,sokoban-6-1_2obstacles_6,2.8721425533294678,OK,9782,122,10542,123,2471,1,833,1,407,,0,118
DQN Agent 1000e,2obstacles_6,sokoban-6-1_2obstacles_6,11.365859270095825,OK,12792,244,14613,249,10959,1,1668,1,632,,0,118
Previous RL,2obstacles_6,sokoban-6-1_2obstacles_6,1.0155599117279053,OK,807,194,893,201,640,1,61,1,32,,0,113
DQN Agent 400e,2obstacles_7,sokoban-6-1_2obstacles_7,11.872998237609863,OK,15714,402,17384,405,11454,1,1852,1,743,,0,123
DQN Agent 1000e,2obstacles_7,sokoban-6-1_2obstacles_7,5.6891303062438965,OK,9455,236,10722,236,5277,1,1157,1,482,,0,131
Previous RL,2obstacles_7,sokoban-6-1_2obstacles_7,3.989290952682495,OK,7038,234,7925,237,3558,1,605,1,293,,0,124
DQN Agent 400e,2obstacles_8,sokoban-6-1_2obstacles_8,2.4514195919036865,OK,5757,418,6202,419,1975,1,513,1,280,,0,120
DQN Agent 1000e,2obstacles_8,sokoban-6-1_2obstacles_8,6.663148641586304,OK,9903,508,11280,521,6237,1,1330,1,575,,0,125
Previous RL,2obstacles_8,sokoban-6-1_2obstacles_8,6.940134763717651,OK,8856,356,9966,363,6462,1,815,1,485,,0,127
DQN Agent 400e,2obstacles_9,sokoban-6-1_2obstacles_9,1.7295098304748535,OK,4079,382,4449,385,1312,1,426,1,162,,0,119
DQN Agent 1000e,2obstacles_9,sokoban-6-1_2obstacles_9,10.241724967956543,OK,11629,296,13235,298,9762,1,1452,1,597,,0,111
Previous RL,2obstacles_9,sokoban-6-1_2obstacles_9,1.5248920917510986,OK,3357,294,3661,305,1134,1,195,1,127,,0,125
DQN Agent 400e,3obstacles_1,sokoban-6-1_3obstacles_1,1.364929437637329,OK,3147,196,3441,196,977,1,308,1,139,,0,128
DQN Agent 1000e,3obstacles_1,sokoban-6-1_3obstacles_1,2.0326433181762695,OK,3440,156,3925,158,1652,1,467,1,181,,0,123
Previous RL,3obstacles_1,sokoban-6-1_3obstacles_1,1.1224775314331055,OK,1941,188,2132,191,753,1,138,1,90,,0,121
DQN Agent 400e,3obstacles_10,sokoban-6-1_3obstacles_10,4.595215320587158,OK,8592,434,9416,440,4182,1,905,1,411,,0,112
DQN Agent 1000e,3obstacles_10,sokoban-6-1_3obstacles_10,9.576576948165894,OK,12128,234,13857,237,9152,1,1607,1,660,,0,118
Previous RL,3obstacles_10,sokoban-6-1_3obstacles_10,1.1477820873260498,OK,1874,104,2074,104,710,1,152,1,101,,0,117
DQN Agent 400e,3obstacles_2,sokoban-6-1_3obstacles_2,6.296330451965332,OK,10364,468,11475,476,5880,1,1190,1,476,,0,116
DQN Agent 1000e,3obstacles_2,sokoban-6-1_3obstacles_2,3.3705809116363525,OK,5344,278,6094,283,2946,1,708,1,270,,0,115
Previous RL,3obstacles_2,sokoban-6-1_3obstacles_2,1.001659870147705,OK,1086,96,1200,97,609,1,80,1,36,,0,125
DQN Agent 400e,3obstacles_3,sokoban-6-1_3obstacles_3,3.7789723873138428,OK,8160,418,9062,423,3344,1,988,1,462,,0,121
DQN Agent 1000e,3obstacles_3,sokoban-6-1_3obstacles_3,11.866618156433105,OK,14640,282,16710,289,11425,1,1909,1,957,,0,124
Previous RL,3obstacles_3,sokoban-6-1_3obstacles_3,3.9739770889282227,OK,3944,258,4429,263,3524,1,373,1,219,,0,124
DQN Agent 400e,3obstacles_4,sokoban-6-1_3obstacles_4,9.418955564498901,OK,14875,344,16541,346,8982,1,1826,1,779,,0,131
DQN Agent 1000e,3obstacles_4,sokoban-6-1_3obstacles_4,6.563766956329346,OK,9984,410,11378,418,6143,1,1228,1,567,,0,114
Previous RL,3obstacles_4,sokoban-6-1_3obstacles_4,13.728391647338867,OK,13055,458,14881,470,13289,1,1387,1,665,,0,121
DQN Agent 400e,3obstacles_5,sokoban-6-1_3obstacles_5,5.440270900726318,OK,12020,486,13310,493,4994,1,1382,1,736,,0,118
DQN Agent 1000e,3obstacles_5,sokoban-6-1_3obstacles_5,7.983465194702148,OK,9339,246,10648,248,7577,1,1293,1,581,,0,114
Previous RL,3obstacles_5,sokoban-6-1_3obstacles_5,6.294809341430664,OK,8989,446,10168,456,5864,1,882,1,474,,0,130
DQN Agent 400e,3obstacles_6,sokoban-6-1_3obstacles_6,0.7996675968170166,OK,538,74,569,75,412,1,31,1,23,,0,127
DQN Agent 1000e,3obstacles_6,sokoban-6-1_3obstacles_6,9.207308769226074,OK,10798,74,12343,75,8808,1,1445,1,623,,0,111
Previous RL,3obstacles_6,sokoban-6-1_3obstacles_6,0.7494699954986572,OK,398,86,441,88,385,1,32,1,21,,0,117
DQN Agent 400e,3obstacles_7,sokoban-6-1_3obstacles_7,0.7685904502868652,OK,551,176,582,177,391,1,39,1,19,,0,123
DQN Agent 1000e,3obstacles_7,sokoban-6-1_3obstacles_7,6.167031764984131,OK,9391,280,10740,286,5769,1,1314,1,547,,0,118
Previous RL,3obstacles_7,sokoban-6-1_3obstacles_7,1.2568249702453613,OK,2398,148,2649,150,882,1,185,1,102,,0,119
DQN Agent 400e,3obstacles_8,sokoban-6-1_3obstacles_8,1.4382445812225342,OK,3093,180,3356,180,1070,1,293,1,157,,0,111
DQN Agent 1000e,3obstacles_8,sokoban-6-1_3obstacles_8,9.777520418167114,OK,12003,196,13670,199,9375,1,1574,1,725,,0,118
Previous RL,3obstacles_8,sokoban-6-1_3obstacles_8,2.4941325187683105,OK,5092,116,5672,116,2068,1,432,1,230,,0,118
DQN Agent 400e,3obstacles_9,sokoban-6-1_3obstacles_9,0.9237151145935059,OK,1224,122,1315,123,548,1,93,1,49,,0,119
DQN Agent 1000e,3obstacles_9,sokoban-6-1_3obstacles_9,13.227772235870361,OK,14042,402,16022,414,12813,1,1757,1,858,,0,117
Previous RL,3obstacles_9,sokoban-6-1_3obstacles_9,0.8837008476257324,OK,802,174,874,181,493,1,58,1,33,,0,121
DQN Agent 400e,4obstacles_1,sokoban-6-1_4obstacles_1,3.2596442699432373,OK,7400,478,8230,487,2846,1,895,1,486,,0,123
DQN Agent 1000e,4obstacles_1,sokoban-6-1_4obstacles_1,3.1635379791259766,OK,5484,356,6239,364,2778,1,813,1,354,,0,115
Previous RL,4obstacles_1,sokoban-6-1_4obstacles_1,3.968961715698242,OK,7754,412,8755,423,3563,1,817,1,523,,0,122
DQN Agent 400e,4obstacles_10,sokoban-6-1_4obstacles_10,1.560124158859253,OK,3257,294,3560,296,1172,1,312,1,177,,0,115
DQN Agent 1000e,4obstacles_10,sokoban-6-1_4obstacles_10,3.046055555343628,OK,5659,186,6416,186,2634,1,732,1,378,,0,121
Previous RL,4obstacles_10,sokoban-6-1_4obstacles_10,1.3711156845092773,OK,2384,146,2669,148,975,1,231,1,142,,0,123
DQN Agent 400e,4obstacles_2,sokoban-6-1_4obstacles_2,10.20033860206604,OK,14098,308,16020,312,9767,1,2088,1,948,,0,119
DQN Agent 1000e,4obstacles_2,sokoban-6-1_4obstacles_2,7.679794073104858,OK,10982,244,12530,244,7267,1,1444,1,724,,0,118
Previous RL,4obstacles_2,sokoban-6-1_4obstacles_2,3.457943916320801,OK,1780,76,1940,76,3079,1,108,1,61,,0,125
DQN Agent 400e,4obstacles_3,sokoban-6-1_4obstacles_3,7.680791616439819,OK,11799,186,13203,187,7278,1,1593,1,708,,0,122
DQN Agent 1000e,4obstacles_3,sokoban-6-1_4obstacles_3,7.919481992721558,OK,11492,342,13124,345,7523,1,1545,1,722,,0,113
Previous RL,4obstacles_3,sokoban-6-1_4obstacles_3,3.5794589519500732,OK,6238,198,7002,200,3193,1,610,1,356,,0,112
DQN Agent 400e,4obstacles_4,sokoban-6-1_4obstacles_4,2.1024515628814697,OK,4650,250,5204,253,1697,1,618,1,286,,0,120
DQN Agent 1000e,4obstacles_4,sokoban-6-1_4obstacles_4,4.294839382171631,OK,7741,184,8822,184,3878,1,1016,1,477,,0,117
Previous RL,4obstacles_4,sokoban-6-1_4obstacles_4,7.271176338195801,OK,9072,288,10293,290,6837,1,967,1,525,,0,121
DQN Agent 400e,4obstacles_5,sokoban-6-1_4obstacles_5,5.528717279434204,OK,9299,504,10411,510,5077,1,1234,1,572,,0,129
DQN Agent 1000e,4obstacles_5,sokoban-6-1_4obstacles_5,6.206379652023315,OK,8719,252,9952,252,5810,1,1152,1,589,,0,116
Previous RL,4obstacles_5,sokoban-6-1_4obstacles_5,4.632825136184692,OK,8148,494,9165,505,4221,1,820,1,491,,0,121
DQN Agent 400e,4obstacles_6,sokoban-6-1_4obstacles_6,10.558830738067627,OK,12944,564,14493,570,10113,1,1711,1,865,,0,116
DQN Agent 1000e,4obstacles_6,sokoban-6-1_4obstacles_6,7.501525402069092,OK,10067,396,11467,400,7055,1,1263,1,666,,0,133
Previous RL,4obstacles_6,sokoban-6-1_4obstacles_6,3.613006114959717,OK,6840,236,7718,239,3204,1,697,1,377,,0,116
DQN Agent 400e,4obstacles_7,sokoban-6-1_4obstacles_7,1.005143165588379,OK,1474,352,1598,355,517,1,136,1,74,,0,118
DQN Agent 1000e,4obstacles_7,sokoban-6-1_4obstacles_7,1.0821259021759033,OK,1293,208,1468,211,560,1,183,1,75,,0,121
Previous RL,4obstacles_7,sokoban-6-1_4obstacles_7,1.003690481185913,OK,1277,148,1397,151,639,1,98,1,63,,0,119
DQN Agent 400e,4obstacles_8,sokoban-6-1_4obstacles_8,0.6635689735412598,OK,18,0,19,0,337,0,2,0,4,,0,124
DQN Agent 1000e,4obstacles_8,sokoban-6-1_4obstacles_8,0.5577571392059326,OK,18,0,19,0,241,0,2,0,4,,0,117
Previous RL,4obstacles_8,sokoban-6-1_4obstacles_8,0.6630997657775879,OK,18,0,19,0,329,0,2,0,4,,0,114
DQN Agent 400e,4obstacles_9,sokoban-6-1_4obstacles_9,1.426323413848877,OK,3264,146,3530,147,1055,1,282,1,141,,0,112
DQN Agent 1000e,4obstacles_9,sokoban-6-1_4obstacles_9,1.3784356117248535,OK,2116,218,2415,225,1008,1,293,1,124,,0,121
Previous RL,4obstacles_9,sokoban-6-1_4obstacles_9,2.1890509128570557,OK,4348,302,4865,309,1784,1,413,1,208,,0,124
