instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-4-1_0obstacles_1,1.1006531715393066,OK,2113,92,2303,92,818,1,124,1,124,,0,71
sokoban-4-1_0obstacles_10,0.9068553447723388,OK,996,94,1065,95,628,1,44,1,58,,0,71
sokoban-4-1_0obstacles_2,1.1340415477752686,OK,2599,126,2871,127,831,1,180,1,167,,0,70
sokoban-4-1_0obstacles_3,1.0940070152282717,OK,2408,96,2670,96,799,1,170,1,157,,0,71
sokoban-4-1_0obstacles_4,2.3087220191955566,OK,1676,84,1840,84,2049,1,107,1,106,,0,67
sokoban-4-1_0obstacles_5,0.646014928817749,OK,174,40,187,40,381,1,10,1,11,,0,69
sokoban-4-1_0obstacles_6,0.9462745189666748,OK,1429,118,1558,120,666,1,87,1,92,,0,71
sokoban-4-1_0obstacles_7,0.5902228355407715,OK,171,52,185,53,326,1,10,1,11,,0,63
sokoban-4-1_0obstacles_8,0.9554276466369628,OK,1901,96,2078,97,683,1,115,1,120,,0,67
sokoban-4-1_0obstacles_9,1.175764560699463,OK,2686,86,2972,86,883,1,188,1,180,,0,69
sokoban-4-1_1obstacles_1,0.5411617755889893,OK,216,74,236,76,286,1,14,1,13,,0,70
sokoban-4-1_1obstacles_10,0.9831173419952391,OK,2067,116,2246,118,691,1,115,1,124,,0,70
sokoban-4-1_1obstacles_2,0.6106822490692139,OK,321,42,336,42,352,1,8,1,19,,0,71
sokoban-4-1_1obstacles_3,0.6300415992736816,OK,172,40,186,40,354,1,10,1,11,,0,68
sokoban-4-1_1obstacles_4,0.9504492282867432,OK,1879,74,2047,74,651,1,107,1,120,,0,69
sokoban-4-1_1obstacles_5,0.947704553604126,OK,1676,84,1840,84,666,1,107,1,106,,0,69
sokoban-4-1_1obstacles_6,0.838254451751709,OK,1095,62,1170,62,554,1,50,1,57,,0,72
sokoban-4-1_1obstacles_7,1.023247241973877,OK,1677,106,1841,107,752,1,107,1,106,,0,72
sokoban-4-1_1obstacles_8,0.7301502227783203,OK,361,52,388,52,450,1,19,1,20,,0,68
sokoban-4-1_1obstacles_9,1.030848741531372,OK,2407,96,2669,96,736,1,170,1,157,,0,75
sokoban-4-1_2obstacles_1,0.7480757236480713,OK,969,134,1060,135,473,1,79,1,89,,0,65
sokoban-4-1_2obstacles_10,0.8136577606201172,OK,840,126,924,128,526,1,67,1,53,,0,64
sokoban-4-1_2obstacles_2,0.960709810256958,OK,1718,0,1921,0,696,0,181,0,174,,0,66
sokoban-4-1_2obstacles_3,0.8613162040710449,OK,1119,134,1229,136,576,1,91,1,85,,0,69
sokoban-4-1_2obstacles_4,0.8695497512817383,OK,912,94,983,95,561,1,58,1,62,,0,69
sokoban-4-1_2obstacles_5,0.7068636417388916,OK,866,62,929,62,419,1,47,1,50,,0,71
sokoban-4-1_2obstacles_6,0.8424372673034668,OK,1268,0,1428,0,589,0,138,0,105,,0,66
sokoban-4-1_2obstacles_7,0.794456958770752,OK,452,82,497,82,514,1,38,1,41,,0,64
sokoban-4-1_2obstacles_8,0.9879865646362304,OK,1835,104,2034,104,705,1,167,1,142,,0,72
sokoban-4-1_2obstacles_9,0.7070193290710449,OK,403,82,445,82,442,1,36,1,36,,0,64
sokoban-4-1_3obstacles_1,0.7768595218658447,OK,756,122,844,122,481,1,81,1,78,,0,68
sokoban-4-1_3obstacles_10,0.6605222225189209,OK,378,50,402,50,380,1,24,1,22,,0,73
sokoban-4-1_3obstacles_2,0.9349186420440674,OK,1596,0,1774,0,657,0,167,0,189,,0,70
sokoban-4-1_3obstacles_3,0.7125678062438965,OK,557,0,621,0,464,0,69,0,66,,0,73
sokoban-4-1_3obstacles_4,0.6714127063751221,OK,388,72,425,72,380,1,35,1,38,,0,72
sokoban-4-1_3obstacles_5,0.5765955448150635,OK,213,42,230,42,308,1,16,1,19,,0,69
sokoban-4-1_3obstacles_6,1.3081238269805908,OK,507,122,566,122,731,1,57,1,55,,0,72
sokoban-4-1_3obstacles_7,0.6294302940368652,OK,306,42,324,42,370,1,14,1,17,,0,71
sokoban-4-1_3obstacles_8,0.6533865928649902,OK,203,0,227,0,390,0,26,0,21,,0,76
sokoban-4-1_3obstacles_9,0.7884325981140137,OK,498,84,539,85,503,1,39,1,41,,0,72
sokoban-4-1_4obstacles_1,0.5884077548980713,OK,18,0,19,0,347,0,2,0,4,,0,70
sokoban-4-1_4obstacles_10,0.6672403812408447,OK,459,0,513,0,421,0,56,0,49,,0,71
sokoban-4-1_4obstacles_2,0.8993825912475586,OK,1524,144,1711,145,623,1,178,1,144,,0,68
sokoban-4-1_4obstacles_3,0.5124964714050293,OK,188,0,207,0,276,0,22,0,26,,0,68
sokoban-4-1_4obstacles_4,0.7773599624633789,OK,1086,0,1217,0,526,0,133,0,122,,0,66
sokoban-4-1_4obstacles_5,0.7012472152709961,OK,412,0,460,0,456,0,51,0,43,,0,70
sokoban-4-1_4obstacles_6,0.6663482189178467,OK,188,0,210,0,423,0,25,0,24,,0,71
sokoban-4-1_4obstacles_7,0.7800853252410889,OK,910,0,1017,0,532,0,116,0,103,,0,70
sokoban-4-1_4obstacles_8,0.6372783184051514,OK,228,0,257,0,394,0,34,0,24,,0,77
sokoban-4-1_4obstacles_9,1.5473930835723877,OK,18,0,19,0,468,0,2,0,4,,0,70
