Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 400e,0obstacles_1,sokoban-5-1_0obstacles_1,1.326237440109253,OK,4716,94,5125,94,973,1,477,1,264,,0,85
DQN Agent 1000e,0obstacles_1,sokoban-5-1_0obstacles_1,2.4843530654907227,OK,6689,94,7360,94,2114,1,783,1,360,,0,90
Previous RL,0obstacles_1,sokoban-5-1_0obstacles_1,1.1259922981262207,OK,2167,94,2371,94,801,1,132,1,104,,0,90
DQN Agent 400e,0obstacles_10,sokoban-5-1_0obstacles_10,2.0749435424804688,OK,658,124,694,125,1740,1,51,1,35,,0,92
DQN Agent 1000e,0obstacles_10,sokoban-5-1_0obstacles_10,0.7010080814361572,OK,666,126,709,128,370,1,56,1,37,,0,87
Previous RL,0obstacles_10,sokoban-5-1_0obstacles_10,0.8836653232574463,OK,1313,140,1429,144,563,1,75,1,57,,0,86
DQN Agent 400e,0obstacles_2,sokoban-5-1_0obstacles_2,1.1569488048553467,OK,3833,182,4166,184,790,1,395,1,207,,0,89
DQN Agent 1000e,0obstacles_2,sokoban-5-1_0obstacles_2,0.8824577331542969,OK,1434,202,1536,204,539,1,122,1,78,,0,92
Previous RL,0obstacles_2,sokoban-5-1_0obstacles_2,1.199477195739746,OK,2720,118,3022,120,883,1,196,1,120,,0,87
DQN Agent 400e,0obstacles_3,sokoban-5-1_0obstacles_3,0.7881054878234863,OK,1316,42,1388,42,464,1,109,1,92,,0,84
DQN Agent 1000e,0obstacles_3,sokoban-5-1_0obstacles_3,0.7427017688751221,OK,265,42,276,42,419,1,11,1,11,,0,91
Previous RL,0obstacles_3,sokoban-5-1_0obstacles_3,0.7375514507293701,OK,337,42,355,42,418,1,12,1,17,,0,85
DQN Agent 400e,0obstacles_4,sokoban-5-1_0obstacles_4,1.639505386352539,OK,6371,92,6978,92,1296,1,688,1,359,,0,94
DQN Agent 1000e,0obstacles_4,sokoban-5-1_0obstacles_4,1.1843664646148682,OK,3602,112,3877,112,841,1,336,1,189,,0,91
Previous RL,0obstacles_4,sokoban-5-1_0obstacles_4,1.5076062679290771,OK,3567,116,3894,118,1178,1,204,1,147,,0,93
DQN Agent 400e,0obstacles_5,sokoban-5-1_0obstacles_5,2.212587833404541,OK,5874,148,6506,149,1750,1,736,1,331,,0,91
DQN Agent 1000e,0obstacles_5,sokoban-5-1_0obstacles_5,3.649629592895508,OK,6572,194,7275,198,2861,1,823,1,356,,0,91
Previous RL,0obstacles_5,sokoban-5-1_0obstacles_5,2.8077785968780518,OK,6087,256,6802,259,2417,1,475,1,311,,0,93
DQN Agent 400e,0obstacles_6,sokoban-5-1_0obstacles_6,3.3075778484344482,OK,8127,408,9129,415,2936,1,1143,1,453,,0,87
DQN Agent 1000e,0obstacles_6,sokoban-5-1_0obstacles_6,2.6122074127197266,OK,6573,150,7274,154,2209,1,827,1,356,,0,89
Previous RL,0obstacles_6,sokoban-5-1_0obstacles_6,0.9252877235412598,OK,1140,248,1244,256,594,1,70,1,53,,0,87
DQN Agent 400e,0obstacles_7,sokoban-5-1_0obstacles_7,1.4304158687591553,OK,4495,118,4881,118,976,1,448,1,241,,0,87
DQN Agent 1000e,0obstacles_7,sokoban-5-1_0obstacles_7,1.2128586769104004,OK,1792,118,1928,118,620,1,158,1,96,,0,90
Previous RL,0obstacles_7,sokoban-5-1_0obstacles_7,2.204585313796997,OK,5035,152,5627,154,1849,1,386,1,248,,0,94
DQN Agent 400e,0obstacles_8,sokoban-5-1_0obstacles_8,0.9300024509429932,OK,2019,134,2171,136,591,1,200,1,121,,0,95
