Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 1000e,3obstacles_6,sokoban-4-1_3obstacles_6,0.6820006370544434,OK,507,144,562,145,391,1,79,1,52,,0,69
Previous RL,3obstacles_6,sokoban-4-1_3obstacles_6,0.8000950813293457,OK,507,122,566,122,498,1,57,1,55,,0,71
DQN Agent 400e,3obstacles_7,sokoban-4-1_3obstacles_7,0.8957369327545166,OK,2201,42,2423,42,565,1,284,1,167,,0,70
DQN Agent 1000e,3obstacles_7,sokoban-4-1_3obstacles_7,0.7652614116668701,OK,548,42,575,42,442,1,26,1,30,,0,73
Previous RL,3obstacles_7,sokoban-4-1_3obstacles_7,0.6011555194854736,OK,306,42,324,42,340,1,14,1,17,,0,72
DQN Agent 400e,3obstacles_8,sokoban-4-1_3obstacles_8,0.58622145652771,OK,203,0,227,0,339,0,33,0,22,,0,67
DQN Agent 1000e,3obstacles_8,sokoban-4-1_3obstacles_8,0.5519189834594727,OK,203,0,227,0,312,0,30,0,21,,0,66
Previous RL,3obstacles_8,sokoban-4-1_3obstacles_8,0.6994385719299316,OK,203,0,227,0,447,0,26,0,21,,0,74
DQN Agent 400e,3obstacles_9,sokoban-4-1_3obstacles_9,0.7011702060699463,OK,811,62,886,62,420,1,109,1,67,,0,69
DQN Agent 1000e,3obstacles_9,sokoban-4-1_3obstacles_9,0.7421998977661133,OK,676,62,732,62,343,1,78,1,58,,0,69
Previous RL,3obstacles_9,sokoban-4-1_3obstacles_9,2.155653715133667,OK,498,84,539,85,430,1,39,1,41,,0,69
DQN Agent 400e,4obstacles_1,sokoban-4-1_4obstacles_1,0.5139288902282715,OK,18,0,19,0,279,0,2,0,4,,0,70
DQN Agent 1000e,4obstacles_1,sokoban-4-1_4obstacles_1,0.6198561191558838,OK,18,0,19,0,381,0,2,0,4,,0,69
Previous RL,4obstacles_1,sokoban-4-1_4obstacles_1,0.5521225929260254,OK,18,0,19,0,310,0,2,0,4,,0,69
DQN Agent 400e,4obstacles_10,sokoban-4-1_4obstacles_10,0.7016184329986572,OK,459,0,513,0,433,0,80,0,53,,0,72
DQN Agent 1000e,4obstacles_10,sokoban-4-1_4obstacles_10,0.7124888896942139,OK,459,0,513,0,414,0,65,0,52,,0,64
Previous RL,4obstacles_10,sokoban-4-1_4obstacles_10,0.6363546848297119,OK,459,0,513,0,375,0,56,0,49,,0,79
DQN Agent 400e,4obstacles_2,sokoban-4-1_4obstacles_2,0.9860548973083496,OK,1674,144,1889,145,624,1,259,1,168,,0,71
DQN Agent 1000e,4obstacles_2,sokoban-4-1_4obstacles_2,0.8365209102630615,OK,1649,144,1855,145,550,1,276,1,155,,0,68
Previous RL,4obstacles_2,sokoban-4-1_4obstacles_2,0.8343462944030762,OK,1524,144,1711,145,555,1,178,1,144,,0,66
DQN Agent 400e,4obstacles_3,sokoban-4-1_4obstacles_3,0.5827784538269043,OK,188,0,207,0,342,0,29,0,26,,0,65
DQN Agent 1000e,4obstacles_3,sokoban-4-1_4obstacles_3,0.578059196472168,OK,188,0,207,0,331,0,27,0,24,,0,74
Previous RL,4obstacles_3,sokoban-4-1_4obstacles_3,0.6074221134185791,OK,188,0,207,0,366,0,22,0,26,,0,71
DQN Agent 400e,4obstacles_4,sokoban-4-1_4obstacles_4,0.7385153770446777,OK,1086,0,1217,0,500,0,172,0,129,,0,65
DQN Agent 1000e,4obstacles_4,sokoban-4-1_4obstacles_4,0.8052959442138672,OK,1086,0,1217,0,521,0,167,0,116,,0,78
Previous RL,4obstacles_4,sokoban-4-1_4obstacles_4,0.8929877281188965,OK,1086,0,1217,0,631,0,133,0,122,,0,72
DQN Agent 400e,4obstacles_5,sokoban-4-1_4obstacles_5,0.7146766185760498,OK,412,0,460,0,447,0,65,0,45,,0,77
DQN Agent 1000e,4obstacles_5,sokoban-4-1_4obstacles_5,0.5868511199951172,OK,412,0,460,0,344,0,66,0,44,,0,70
Previous RL,4obstacles_5,sokoban-4-1_4obstacles_5,2.6310205459594727,OK,412,0,460,0,2391,0,51,0,43,,0,66
DQN Agent 400e,4obstacles_6,sokoban-4-1_4obstacles_6,0.5554845333099365,OK,188,0,210,0,268,0,26,0,26,,0,70
DQN Agent 1000e,4obstacles_6,sokoban-4-1_4obstacles_6,0.561521053314209,OK,188,0,210,0,318,0,33,0,23,,0,70
Previous RL,4obstacles_6,sokoban-4-1_4obstacles_6,0.5608813762664795,OK,188,0,210,0,308,0,25,0,24,,0,70
DQN Agent 400e,4obstacles_7,sokoban-4-1_4obstacles_7,0.6652684211730957,OK,910,0,1017,0,414,0,148,0,105,,0,70
DQN Agent 1000e,4obstacles_7,sokoban-4-1_4obstacles_7,0.7203967571258545,OK,910,0,1017,0,458,0,154,0,99,,0,71
Previous RL,4obstacles_7,sokoban-4-1_4obstacles_7,0.837031364440918,OK,910,0,1017,0,575,0,116,0,103,,0,68
DQN Agent 400e,4obstacles_8,sokoban-4-1_4obstacles_8,0.5614445209503174,OK,228,0,257,0,315,0,37,0,26,,0,66
DQN Agent 1000e,4obstacles_8,sokoban-4-1_4obstacles_8,0.5491468906402588,OK,228,0,257,0,299,0,41,0,25,,0,72
Previous RL,4obstacles_8,sokoban-4-1_4obstacles_8,0.5330312252044678,OK,228,0,257,0,304,0,34,0,24,,0,67
DQN Agent 400e,4obstacles_9,sokoban-4-1_4obstacles_9,0.5174059867858887,OK,18,0,19,0,282,0,2,0,4,,0,69
DQN Agent 1000e,4obstacles_9,sokoban-4-1_4obstacles_9,0.48037171363830566,OK,18,0,19,0,245,0,2,0,4,,0,68
Previous RL,4obstacles_9,sokoban-4-1_4obstacles_9,0.5864620208740234,OK,18,0,19,0,314,0,2,0,4,,0,68
