Model,Scenario,instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
DQN Agent 1000e,0obstacles_6,sokoban-7-1_0obstacles_6,67.1358208656311,OK,27728,380,31791,385,66651,1,3559,1,1033,,0,152
Previous RL,0obstacles_6,sokoban-7-1_0obstacles_6,2.572368621826172,OK,5023,218,5620,224,2122,1,374,1,156,,0,150
DQN Agent 400e,0obstacles_7,sokoban-7-1_0obstacles_7,3.3817508220672607,OK,11256,116,12675,116,2929,1,1149,1,397,,0,153
DQN Agent 1000e,0obstacles_7,sokoban-7-1_0obstacles_7,90.49641156196594,OK,31477,286,36171,289,89999,1,4154,1,1201,,0,153
Previous RL,0obstacles_7,sokoban-7-1_0obstacles_7,2.8287250995635986,OK,5996,314,6659,323,2351,1,413,1,164,,0,141
DQN Agent 400e,0obstacles_8,sokoban-7-1_0obstacles_8,15.073440313339233,OK,17387,346,19620,347,14612,1,1914,1,616,,0,147
DQN Agent 1000e,0obstacles_8,sokoban-7-1_0obstacles_8,0.876305103302002,OK,774,186,836,186,462,1,55,1,24,,0,141
Previous RL,0obstacles_8,sokoban-7-1_0obstacles_8,2.625575304031372,OK,5467,236,5980,241,2143,1,311,1,126,,0,159
DQN Agent 400e,0obstacles_9,sokoban-7-1_0obstacles_9,0.8962583541870117,OK,817,188,867,188,466,1,58,1,55,,0,142
DQN Agent 1000e,0obstacles_9,sokoban-7-1_0obstacles_9,1.608609676361084,OK,2593,202,2950,204,1200,1,318,1,100,,0,146
Previous RL,0obstacles_9,sokoban-7-1_0obstacles_9,7.311587810516357,OK,7793,208,8724,213,6816,1,587,1,240,,0,156
DQN Agent 400e,1obstacles_1,sokoban-7-1_1obstacles_1,7.668510913848877,OK,11691,250,13273,250,7042,1,1467,1,389,,0,147
DQN Agent 1000e,1obstacles_1,sokoban-7-1_1obstacles_1,17.231263875961304,OK,14224,366,16292,372,16357,1,1826,1,545,,0,152
Previous RL,1obstacles_1,sokoban-7-1_1obstacles_1,7.9793784618377686,OK,10458,296,11732,304,7482,1,807,1,323,,0,171
DQN Agent 400e,1obstacles_10,sokoban-7-1_1obstacles_10,34.10076904296875,OK,22700,488,25771,488,33618,1,2833,1,814,,0,154
DQN Agent 1000e,1obstacles_10,sokoban-7-1_1obstacles_10,6.67535138130188,OK,8804,256,10068,259,6222,1,1132,1,326,,0,154
Previous RL,1obstacles_10,sokoban-7-1_1obstacles_10,14.710970401763916,OK,13090,328,14743,337,14225,1,1050,1,392,,0,162
DQN Agent 400e,1obstacles_2,sokoban-7-1_1obstacles_2,28.570127487182617,OK,21874,92,24881,92,28100,1,2651,1,788,,0,151
DQN Agent 1000e,1obstacles_2,sokoban-7-1_1obstacles_2,2.7543716430664062,OK,3683,112,4195,112,2306,1,448,1,135,,0,158
Previous RL,1obstacles_2,sokoban-7-1_1obstacles_2,1.1362941265106201,OK,1588,138,1709,141,723,1,77,1,49,,0,151
DQN Agent 400e,1obstacles_3,sokoban-7-1_1obstacles_3,6.276780128479004,OK,8331,448,9477,450,5823,1,1104,1,278,,0,153
DQN Agent 1000e,1obstacles_3,sokoban-7-1_1obstacles_3,7.35468602180481,OK,6050,274,6950,281,6907,1,818,1,234,,0,152
Previous RL,1obstacles_3,sokoban-7-1_1obstacles_3,1.0197315216064453,OK,1080,240,1200,250,606,1,81,1,33,,0,140
DQN Agent 400e,1obstacles_4,sokoban-7-1_1obstacles_4,30.70953869819641,OK,26909,124,30601,124,30246,1,3286,1,964,,0,136
DQN Agent 1000e,1obstacles_4,sokoban-7-1_1obstacles_4,21.34110927581787,OK,18948,176,21748,177,20859,1,2444,1,724,,0,139
Previous RL,1obstacles_4,sokoban-7-1_1obstacles_4,1.4178273677825928,OK,3165,268,3455,275,1009,1,179,1,91,,0,141
DQN Agent 400e,1obstacles_5,sokoban-7-1_1obstacles_5,28.005495309829712,OK,27810,126,31566,126,27518,1,3158,1,992,,0,144
DQN Agent 1000e,1obstacles_5,sokoban-7-1_1obstacles_5,22.322158575057983,OK,11737,192,13477,195,21824,1,1526,1,467,,0,157
Previous RL,1obstacles_5,sokoban-7-1_1obstacles_5,0.7872838973999023,OK,342,42,365,42,398,1,13,1,17,,0,139
DQN Agent 400e,1obstacles_6,sokoban-7-1_1obstacles_6,4.359251976013184,OK,9159,236,10265,236,3882,1,925,1,299,,0,163
DQN Agent 1000e,1obstacles_6,sokoban-7-1_1obstacles_6,0.9333968162536621,OK,819,72,927,72,503,1,87,1,33,,0,157
Previous RL,1obstacles_6,sokoban-7-1_1obstacles_6,1.0945117473602295,OK,1560,72,1674,72,673,1,71,1,49,,0,166
DQN Agent 400e,1obstacles_7,sokoban-7-1_1obstacles_7,6.391958475112915,OK,9009,490,10222,492,5949,1,1153,1,315,,0,148
DQN Agent 1000e,1obstacles_7,sokoban-7-1_1obstacles_7,11.398338556289673,OK,12724,394,14586,397,10890,1,1640,1,488,,0,156
Previous RL,1obstacles_7,sokoban-7-1_1obstacles_7,4.312592029571533,OK,7134,326,7949,336,3794,1,524,1,233,,0,163
DQN Agent 400e,1obstacles_8,sokoban-7-1_1obstacles_8,19.355239629745483,OK,20156,448,22841,449,18868,1,2246,1,706,,0,145
DQN Agent 1000e,1obstacles_8,sokoban-7-1_1obstacles_8,43.85695552825928,OK,18753,462,21443,473,43377,1,2342,1,705,,0,148
Previous RL,1obstacles_8,sokoban-7-1_1obstacles_8,34.56303262710571,OK,17793,234,20149,237,34088,1,1535,1,573,,0,158
DQN Agent 400e,1obstacles_9,sokoban-7-1_1obstacles_9,1.9438273906707764,OK,3879,186,4362,186,1476,1,387,1,123,,0,147
DQN Agent 1000e,1obstacles_9,sokoban-7-1_1obstacles_9,31.132413148880005,OK,13661,564,15660,578,29857,1,1771,1,538,,0,157
Previous RL,1obstacles_9,sokoban-7-1_1obstacles_9,2.239197254180908,OK,4820,102,5261,102,1815,1,272,1,124,,0,157
DQN Agent 400e,2obstacles_1,sokoban-7-1_2obstacles_1,5.259553670883179,OK,11642,286,13045,288,4788,1,1075,1,383,,0,139
DQN Agent 1000e,2obstacles_1,sokoban-7-1_2obstacles_1,51.39411020278931,OK,24007,248,27503,251,50927,1,2950,1,877,,0,142
Previous RL,2obstacles_1,sokoban-7-1_2obstacles_1,21.279478311538696,OK,15443,728,17466,749,20809,1,1390,1,520,,0,134
DQN Agent 400e,2obstacles_10,sokoban-7-1_2obstacles_10,10.685479879379272,OK,15397,482,17421,492,10008,1,1685,1,541,,0,149
DQN Agent 1000e,2obstacles_10,sokoban-7-1_2obstacles_10,25.85966944694519,OK,15556,242,17766,242,25343,1,1948,1,588,,0,161
Previous RL,2obstacles_10,sokoban-7-1_2obstacles_10,64.09214496612549,OK,21444,478,24426,498,63623,1,2131,1,919,,0,149
DQN Agent 400e,2obstacles_2,sokoban-7-1_2obstacles_2,48.6416449546814,OK,25850,746,29267,750,48143,1,3107,1,938,,0,152
DQN Agent 1000e,2obstacles_2,sokoban-7-1_2obstacles_2,3.4134604930877686,OK,6419,480,7318,491,2918,1,754,1,239,,0,145
Previous RL,2obstacles_2,sokoban-7-1_2obstacles_2,3.06665301322937,OK,5800,298,6507,303,2622,1,494,1,214,,0,141
DQN Agent 400e,2obstacles_3,sokoban-7-1_2obstacles_3,29.610685110092163,OK,29565,514,33525,520,29084,1,3448,1,1089,,0,162
DQN Agent 1000e,2obstacles_3,sokoban-7-1_2obstacles_3,104.50470232963562,OK,34360,434,39465,439,103972,1,4440,1,1324,,0,158
Previous RL,2obstacles_3,sokoban-7-1_2obstacles_3,28.449404001235962,OK,17345,196,19679,197,27970,1,1652,1,712,,0,156
DQN Agent 400e,2obstacles_4,sokoban-7-1_2obstacles_4,23.318352937698364,OK,22528,114,25574,114,22831,1,2562,1,761,,0,158
DQN Agent 1000e,2obstacles_4,sokoban-7-1_2obstacles_4,32.52563524246216,OK,16300,244,18603,245,32050,1,2012,1,592,,0,155
Previous RL,2obstacles_4,sokoban-7-1_2obstacles_4,5.784085273742676,OK,9304,216,10354,222,5354,1,696,1,266,,0,141
DQN Agent 400e,2obstacles_5,sokoban-7-1_2obstacles_5,0.9191873073577881,OK,391,100,429,100,460,1,38,1,15,,0,147
DQN Agent 1000e,2obstacles_5,sokoban-7-1_2obstacles_5,106.85136818885803,OK,31660,280,36318,283,106380,1,3961,1,1211,,0,143
Previous RL,2obstacles_5,sokoban-7-1_2obstacles_5,4.529399394989014,OK,681,244,773,256,4070,1,65,1,26,,0,151
DQN Agent 400e,2obstacles_6,sokoban-7-1_2obstacles_6,22.3131422996521,OK,20635,328,23477,331,21819,1,2649,1,773,,0,163
DQN Agent 1000e,2obstacles_6,sokoban-7-1_2obstacles_6,41.1305832862854,OK,23120,572,26430,583,40629,1,2888,1,868,,0,152
Previous RL,2obstacles_6,sokoban-7-1_2obstacles_6,56.506946086883545,OK,21844,368,24900,376,55993,1,2146,1,867,,0,162
DQN Agent 400e,2obstacles_7,sokoban-7-1_2obstacles_7,1.3204798698425293,OK,2573,282,2872,283,862,1,267,1,83,,0,158
DQN Agent 1000e,2obstacles_7,sokoban-7-1_2obstacles_7,39.980936765670776,OK,20891,466,23920,475,39507,1,2578,1,758,,0,154
Previous RL,2obstacles_7,sokoban-7-1_2obstacles_7,17.829506158828735,OK,14184,374,16042,386,17331,1,1288,1,543,,0,163
DQN Agent 400e,2obstacles_8,sokoban-7-1_2obstacles_8,2.907994508743286,OK,2776,274,3122,277,1629,1,287,1,91,,0,153
DQN Agent 1000e,2obstacles_8,sokoban-7-1_2obstacles_8,29.295713663101196,OK,15954,226,18248,226,28805,1,1965,1,614,,0,147
Previous RL,2obstacles_8,sokoban-7-1_2obstacles_8,11.691598415374756,OK,11868,158,13357,158,11074,1,1034,1,463,,0,147
DQN Agent 400e,2obstacles_9,sokoban-7-1_2obstacles_9,2.5392818450927734,OK,2897,170,3183,170,678,1,200,1,115,,0,148
DQN Agent 1000e,2obstacles_9,sokoban-7-1_2obstacles_9,6.9409942626953125,OK,7287,370,8314,378,6491,1,860,1,286,,0,141
Previous RL,2obstacles_9,sokoban-7-1_2obstacles_9,7.884915590286255,OK,9835,110,11049,110,7473,1,860,1,384,,0,146
DQN Agent 400e,3obstacles_1,sokoban-7-1_3obstacles_1,35.646159648895264,OK,24900,598,28262,609,35118,1,2952,1,927,,0,159
DQN Agent 1000e,3obstacles_1,sokoban-7-1_3obstacles_1,23.9597065448761,OK,13658,386,15570,396,23476,1,1645,1,551,,0,157
Previous RL,3obstacles_1,sokoban-7-1_3obstacles_1,18.013545274734497,OK,14755,514,16656,526,17524,1,1348,1,632,,0,149
DQN Agent 400e,3obstacles_10,sokoban-7-1_3obstacles_10,1.2189431190490723,OK,2036,240,2271,241,774,1,210,1,74,,0,142
DQN Agent 1000e,3obstacles_10,sokoban-7-1_3obstacles_10,10.80509901046753,OK,8900,506,10161,514,10353,1,1066,1,340,,0,155
Previous RL,3obstacles_10,sokoban-7-1_3obstacles_10,5.37978720664978,OK,8079,264,9077,272,4920,1,730,1,333,,0,159
DQN Agent 400e,3obstacles_2,sokoban-7-1_3obstacles_2,10.174670219421387,OK,10192,288,11607,289,9687,1,1392,1,426,,0,153
DQN Agent 1000e,3obstacles_2,sokoban-7-1_3obstacles_2,6.482757091522217,OK,7152,482,8115,489,6021,1,838,1,295,,0,144
Previous RL,3obstacles_2,sokoban-7-1_3obstacles_2,4.087050914764404,OK,6130,348,6871,359,3505,1,558,1,291,,0,146
DQN Agent 400e,3obstacles_3,sokoban-7-1_3obstacles_3,22.21319842338562,OK,24859,282,28018,284,21551,1,2590,1,879,,0,146
DQN Agent 1000e,3obstacles_3,sokoban-7-1_3obstacles_3,1.1326351165771484,OK,1813,134,2036,134,687,1,184,1,62,,0,156
Previous RL,3obstacles_3,sokoban-7-1_3obstacles_3,4.477535009384155,OK,7398,258,8311,261,4027,1,687,1,324,,0,148
DQN Agent 400e,3obstacles_4,sokoban-7-1_3obstacles_4,1.5058417320251465,OK,3050,214,3420,214,1092,1,329,1,133,,0,145
DQN Agent 1000e,3obstacles_4,sokoban-7-1_3obstacles_4,4.406540632247925,OK,5935,166,6765,167,3752,1,729,1,227,,0,145
Previous RL,3obstacles_4,sokoban-7-1_3obstacles_4,1.4647271633148193,OK,2363,122,2601,123,963,1,169,1,79,,0,163
DQN Agent 400e,3obstacles_5,sokoban-7-1_3obstacles_5,27.012068033218384,OK,27104,318,30642,320,26529,1,3037,1,1010,,0,143
DQN Agent 1000e,3obstacles_5,sokoban-7-1_3obstacles_5,20.464725971221924,OK,12461,346,14197,349,20011,1,1485,1,491,,0,148
Previous RL,3obstacles_5,sokoban-7-1_3obstacles_5,2.742518901824951,OK,5396,196,6016,201,2286,1,418,1,181,,0,152
DQN Agent 400e,3obstacles_6,sokoban-7-1_3obstacles_6,39.49006485939026,OK,25674,590,29131,598,39020,1,2886,1,821,,0,140
DQN Agent 1000e,3obstacles_6,sokoban-7-1_3obstacles_6,1.4732346534729004,OK,2218,204,2510,207,1037,1,240,1,74,,0,159
Previous RL,3obstacles_6,sokoban-7-1_3obstacles_6,3.4718008041381836,OK,6655,314,7461,322,3020,1,560,1,240,,0,155
DQN Agent 400e,3obstacles_7,sokoban-7-1_3obstacles_7,24.326956748962402,OK,22605,804,25577,819,23827,1,2616,1,813,,0,166
DQN Agent 1000e,3obstacles_7,sokoban-7-1_3obstacles_7,87.35666179656982,OK,31397,236,36023,241,86871,1,3868,1,1189,,0,144
Previous RL,3obstacles_7,sokoban-7-1_3obstacles_7,2.065981149673462,OK,4236,174,4758,178,1642,1,373,1,142,,0,139
DQN Agent 400e,3obstacles_8,sokoban-7-1_3obstacles_8,0.7972736358642578,OK,548,208,590,208,362,1,41,1,23,,0,147
DQN Agent 1000e,3obstacles_8,sokoban-7-1_3obstacles_8,0.8559660911560059,OK,722,148,799,148,431,1,57,1,19,,0,146
Previous RL,3obstacles_8,sokoban-7-1_3obstacles_8,4.664215803146362,OK,7135,292,8011,299,4207,1,621,1,273,,0,149
DQN Agent 400e,3obstacles_9,sokoban-7-1_3obstacles_9,0.8469851016998291,OK,482,194,532,196,411,1,51,1,17,,0,141
DQN Agent 1000e,3obstacles_9,sokoban-7-1_3obstacles_9,5.581520318984985,OK,9798,132,11211,133,5008,1,1216,1,348,,0,152
Previous RL,3obstacles_9,sokoban-7-1_3obstacles_9,1.3904125690460205,OK,1026,216,1142,224,587,1,86,1,40,,0,149
DQN Agent 400e,4obstacles_1,sokoban-7-1_4obstacles_1,3.0609495639801025,OK,8345,326,9283,328,2591,1,728,1,281,,0,151
DQN Agent 1000e,4obstacles_1,sokoban-7-1_4obstacles_1,1.3588292598724365,OK,2021,94,2281,94,942,1,212,1,85,,0,153
Previous RL,4obstacles_1,sokoban-7-1_4obstacles_1,1.5992908477783203,OK,3328,118,3696,120,1167,1,242,1,104,,0,146
DQN Agent 400e,4obstacles_10,sokoban-7-1_4obstacles_10,18.159581899642944,OK,18188,432,20566,436,17671,1,1957,1,643,,0,144
DQN Agent 1000e,4obstacles_10,sokoban-7-1_4obstacles_10,25.967889547348022,OK,22325,526,25499,540,25451,1,2688,1,848,,0,154
Previous RL,4obstacles_10,sokoban-7-1_4obstacles_10,45.03346371650696,OK,21308,290,24320,293,44540,1,2249,1,1010,,0,152
DQN Agent 400e,4obstacles_2,sokoban-7-1_4obstacles_2,2.930354595184326,OK,6967,306,7810,307,2451,1,695,1,223,,0,159
DQN Agent 1000e,4obstacles_2,sokoban-7-1_4obstacles_2,53.97957468032837,OK,22485,190,25725,190,53499,1,2685,1,789,,0,153
Previous RL,4obstacles_2,sokoban-7-1_4obstacles_2,6.422853469848633,OK,9127,518,10276,535,5945,1,835,1,349,,0,154
DQN Agent 400e,4obstacles_3,sokoban-7-1_4obstacles_3,4.723987579345703,OK,7156,0,8213,0,4256,0,1109,0,359,,0,148
DQN Agent 1000e,4obstacles_3,sokoban-7-1_4obstacles_3,5.11781907081604,OK,7156,0,8213,0,4177,0,1014,0,336,,0,138
Previous RL,4obstacles_3,sokoban-7-1_4obstacles_3,6.375825643539429,OK,7156,0,8213,0,5989,0,815,0,435,,0,131
DQN Agent 400e,4obstacles_4,sokoban-7-1_4obstacles_4,1.7931935787200928,OK,3939,126,4386,126,1246,1,390,1,172,,0,146
DQN Agent 1000e,4obstacles_4,sokoban-7-1_4obstacles_4,3.5076870918273926,OK,5333,186,6060,186,2449,1,597,1,193,,0,149
Previous RL,4obstacles_4,sokoban-7-1_4obstacles_4,1.0754151344299316,OK,1098,122,1194,122,640,1,68,1,40,,0,141
DQN Agent 400e,4obstacles_5,sokoban-7-1_4obstacles_5,12.871513843536377,OK,16782,340,18931,342,12396,1,1763,1,577,,0,158
DQN Agent 1000e,4obstacles_5,sokoban-7-1_4obstacles_5,11.282331705093384,OK,9437,568,10745,584,10820,1,1103,1,342,,0,153
Previous RL,4obstacles_5,sokoban-7-1_4obstacles_5,8.079732894897461,OK,9268,220,10482,226,7595,1,855,1,331,,0,149
DQN Agent 400e,4obstacles_6,sokoban-7-1_4obstacles_6,4.966941595077515,OK,8301,260,9318,260,4479,1,878,1,331,,0,149
DQN Agent 1000e,4obstacles_6,sokoban-7-1_4obstacles_6,24.248709201812744,OK,19867,694,22635,705,23729,1,2282,1,771,,0,159
Previous RL,4obstacles_6,sokoban-7-1_4obstacles_6,33.37144470214844,OK,18557,596,21094,614,32881,1,1937,1,979,,0,145
DQN Agent 400e,4obstacles_7,sokoban-7-1_4obstacles_7,5.717175722122192,OK,7750,346,8808,350,5238,1,1055,1,319,,0,143
DQN Agent 1000e,4obstacles_7,sokoban-7-1_4obstacles_7,20.0689857006073,OK,16518,372,18839,381,19045,1,2027,1,659,,0,151
Previous RL,4obstacles_7,sokoban-7-1_4obstacles_7,2.613186836242676,OK,5110,188,5718,190,2180,1,434,1,220,,0,147
DQN Agent 400e,4obstacles_8,sokoban-7-1_4obstacles_8,0.821774959564209,OK,572,108,597,108,404,1,30,1,24,,0,147
DQN Agent 1000e,4obstacles_8,sokoban-7-1_4obstacles_8,9.497457027435303,OK,14840,228,16892,228,9018,1,1668,1,575,,0,158
Previous RL,4obstacles_8,sokoban-7-1_4obstacles_8,5.058812856674194,OK,8153,120,9172,121,4580,1,740,1,333,,0,170
DQN Agent 400e,4obstacles_9,sokoban-7-1_4obstacles_9,17.60420060157776,OK,21596,240,24426,241,17105,1,2516,1,862,,0,157
DQN Agent 1000e,4obstacles_9,sokoban-7-1_4obstacles_9,13.84454345703125,OK,16002,316,18234,317,13388,1,1902,1,642,,0,151
Previous RL,4obstacles_9,sokoban-7-1_4obstacles_9,61.335407972335815,OK,22236,458,25430,464,60861,1,2415,1,1162,,0,152
