instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-5-1_0obstacles_1,2.091156244277954,OK,5097,306,5748,310,1719,1,675,1,274,,0,89
sokoban-5-1_0obstacles_10,0.710315465927124,OK,253,92,271,92,381,1,13,1,6,,0,93
sokoban-5-1_0obstacles_2,1.0614748001098633,OK,1977,154,2225,154,734,1,242,1,104,,0,92
sokoban-5-1_0obstacles_3,1.3529844284057615,OK,2616,150,2935,150,1024,1,313,1,146,,0,94
sokoban-5-1_0obstacles_4,3.090211868286133,OK,7134,406,8058,412,2713,1,956,1,385,,0,99
sokoban-5-1_0obstacles_5,2.54390835762024,OK,5083,180,5726,180,2173,1,659,1,272,,0,93
sokoban-5-1_0obstacles_6,1.239030361175537,OK,2265,158,2563,161,907,1,279,1,120,,0,89
sokoban-5-1_0obstacles_7,3.2560980319976807,OK,7616,344,8592,347,2891,1,1008,1,410,,0,88
sokoban-5-1_0obstacles_8,3.072306156158448,OK,6497,144,7326,144,2709,1,835,1,348,,0,94
sokoban-5-1_0obstacles_9,3.029325008392334,OK,7127,382,8057,388,2653,1,960,1,389,,0,94
sokoban-5-1_1obstacles_1,2.058505058288574,OK,5194,210,5861,211,1693,1,681,1,282,,0,91
sokoban-5-1_1obstacles_10,2.3319761753082275,OK,4707,194,5294,194,1970,1,610,1,258,,0,98
sokoban-5-1_1obstacles_2,1.271700382232666,OK,2862,124,3229,124,921,1,370,1,150,,0,92
sokoban-5-1_1obstacles_3,0.7965555191040039,OK,726,192,784,192,449,1,61,1,41,,0,89
sokoban-5-1_1obstacles_4,0.8024482727050781,OK,1054,206,1153,207,473,1,86,1,52,,0,91
sokoban-5-1_1obstacles_5,0.723301887512207,OK,182,72,191,72,399,1,7,1,5,,0,89
sokoban-5-1_1obstacles_6,3.606821775436402,OK,8051,252,9106,254,3233,1,1071,1,442,,0,85
sokoban-5-1_1obstacles_7,3.711294651031494,OK,7596,262,8585,263,3347,1,1012,1,413,,0,83
sokoban-5-1_1obstacles_8,3.729229688644409,OK,7786,144,8799,144,3368,1,1033,1,425,,0,88
sokoban-5-1_1obstacles_9,1.2625253200531006,OK,2159,70,2438,70,927,1,259,1,115,,0,91
sokoban-5-1_2obstacles_1,0.6560995578765869,OK,41,30,41,30,342,1,0,1,3,,0,87
sokoban-5-1_2obstacles_10,2.324348926544189,OK,5857,234,6621,235,1967,1,839,1,404,,0,88
sokoban-5-1_2obstacles_2,0.8427891731262207,OK,891,94,1000,94,509,1,103,1,52,,0,93
sokoban-5-1_2obstacles_3,0.668947696685791,OK,213,80,231,80,347,1,15,1,7,,0,90
sokoban-5-1_2obstacles_4,1.7524280548095703,OK,4304,170,4851,170,1404,1,572,1,267,,0,89
sokoban-5-1_2obstacles_5,4.433291912078857,OK,7612,108,8661,112,4040,1,1131,1,527,,0,106
sokoban-5-1_2obstacles_6,1.8012049198150637,OK,4557,222,5123,222,1445,1,633,1,310,,0,91
sokoban-5-1_2obstacles_7,1.3901453018188477,OK,3519,168,3960,168,1020,1,468,1,212,,0,98
sokoban-5-1_2obstacles_8,0.6188554763793945,OK,62,40,65,40,295,1,2,1,3,,0,86
sokoban-5-1_2obstacles_9,1.4233896732330322,OK,3689,208,4158,208,1078,1,509,1,229,,0,84
sokoban-5-1_3obstacles_1,2.9082322120666504,OK,6936,0,7852,0,2553,0,1049,0,579,,0,98
sokoban-5-1_3obstacles_10,0.7006359100341797,OK,371,102,411,102,359,1,39,1,26,,0,98
sokoban-5-1_3obstacles_2,1.0320897102355957,OK,1847,116,2071,117,682,1,282,1,149,,0,89
sokoban-5-1_3obstacles_3,3.211341381072998,OK,7173,0,8144,0,2869,0,1072,0,566,,0,95
sokoban-5-1_3obstacles_4,2.7555177211761475,OK,6295,386,7131,389,2364,1,916,1,424,,0,92
sokoban-5-1_3obstacles_5,0.5895290374755859,OK,329,122,361,122,259,1,35,1,25,,0,91
