instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-6-1_0obstacles_1,11.0983145236969,OK,11419,270,12898,273,10660,1,956,1,440,,0,120
sokoban-6-1_0obstacles_10,1.3688287734985352,OK,2997,94,3310,94,994,1,197,1,101,,0,123
sokoban-6-1_0obstacles_2,24.47706413269043,OK,15956,154,18159,154,24063,1,1472,1,663,,0,116
sokoban-6-1_0obstacles_3,1.6202359199523926,OK,2998,118,3303,120,1120,1,193,1,101,,0,116
sokoban-6-1_0obstacles_4,1.4533545970916748,OK,3295,140,3634,143,1088,1,216,1,102,,0,113
sokoban-6-1_0obstacles_5,1.3268353939056396,OK,2518,230,2777,238,947,1,166,1,98,,0,116
sokoban-6-1_0obstacles_6,1.1019237041473389,OK,1781,128,1957,131,741,1,110,1,48,,0,120
sokoban-6-1_0obstacles_7,1.1057825088500977,OK,1571,248,1741,256,688,1,111,1,54,,0,114
sokoban-6-1_0obstacles_8,2.6645541191101074,OK,5868,130,6522,132,2260,1,407,1,196,,0,119
sokoban-6-1_0obstacles_9,1.40594220161438,OK,3258,116,3578,117,1053,1,203,1,102,,0,112
sokoban-6-1_1obstacles_1,17.71806573867798,OK,13760,666,15587,678,17287,1,1207,1,561,,0,117
sokoban-6-1_1obstacles_10,0.8557946681976318,OK,536,198,608,207,490,1,50,1,21,,0,121
sokoban-6-1_1obstacles_2,4.878244400024414,OK,6395,128,7160,128,4445,1,485,1,235,,0,125
sokoban-6-1_1obstacles_3,1.439657211303711,OK,2997,94,3310,94,1084,1,197,1,101,,0,114
sokoban-6-1_1obstacles_4,11.213157415390016,OK,11974,330,13519,335,10782,1,1006,1,463,,0,127
sokoban-6-1_1obstacles_5,1.5287775993347168,OK,3122,230,3449,238,1109,1,210,1,108,,0,124
sokoban-6-1_1obstacles_6,1.3828322887420654,OK,2959,118,3247,120,994,1,183,1,101,,0,119
sokoban-6-1_1obstacles_7,0.8006682395935059,OK,346,140,376,145,444,1,20,1,15,,0,113
sokoban-6-1_1obstacles_8,1.6040279865264893,OK,3326,152,3682,156,1229,1,226,1,102,,0,120
sokoban-6-1_1obstacles_9,12.34677004814148,OK,12393,444,13989,458,11716,1,1040,1,476,,0,115
sokoban-6-1_2obstacles_1,2.3640077114105225,OK,4316,226,4831,229,1989,1,382,1,229,,0,120
sokoban-6-1_2obstacles_10,1.3070592880249023,OK,2327,198,2576,203,896,1,184,1,119,,0,112
sokoban-6-1_2obstacles_2,2.743374824523926,OK,6078,336,6797,343,2332,1,510,1,264,,0,114
sokoban-6-1_2obstacles_3,16.263896703720093,OK,14440,510,16431,520,15849,1,1475,1,842,,0,119
sokoban-6-1_2obstacles_4,4.002424240112305,OK,7094,342,7927,349,3584,1,587,1,300,,0,114
sokoban-6-1_2obstacles_5,1.2428765296936035,OK,2505,126,2787,127,864,1,200,1,110,,0,115
sokoban-6-1_2obstacles_6,0.8385803699493408,OK,807,194,893,201,481,1,61,1,32,,0,116
sokoban-6-1_2obstacles_7,3.999159574508667,OK,7038,234,7925,237,3607,1,605,1,293,,0,112
sokoban-6-1_2obstacles_8,6.936473369598389,OK,8856,356,9966,363,6538,1,815,1,485,,0,113
sokoban-6-1_2obstacles_9,1.5432136058807373,OK,3357,294,3661,305,1160,1,195,1,127,,0,105
sokoban-6-1_3obstacles_1,1.196786403656006,OK,1941,188,2132,191,836,1,138,1,90,,0,119
sokoban-6-1_3obstacles_10,1.14312744140625,OK,1874,104,2074,104,713,1,152,1,101,,0,119
sokoban-6-1_3obstacles_2,0.9593758583068848,OK,1086,96,1200,97,596,1,80,1,36,,0,117
sokoban-6-1_3obstacles_3,1.8925228118896484,OK,3944,258,4429,263,1480,1,373,1,219,,0,117
sokoban-6-1_3obstacles_4,14.076370000839232,OK,13055,458,14881,470,13658,1,1387,1,665,,0,114
sokoban-6-1_3obstacles_5,6.171879768371582,OK,8989,446,10168,456,5757,1,882,1,474,,0,119
sokoban-6-1_3obstacles_6,0.7886555194854736,OK,398,86,441,88,406,1,32,1,21,,0,129
sokoban-6-1_3obstacles_7,1.279970645904541,OK,2398,148,2649,150,875,1,185,1,102,,0,121
sokoban-6-1_3obstacles_8,2.495598793029785,OK,5092,116,5672,116,2055,1,432,1,230,,0,120
sokoban-6-1_3obstacles_9,1.34745192527771,OK,802,174,874,181,469,1,58,1,33,,0,126
sokoban-6-1_4obstacles_1,4.185170888900757,OK,7754,412,8755,423,3522,1,817,1,523,,0,122
sokoban-6-1_4obstacles_10,1.3091349601745603,OK,2384,146,2669,148,937,1,231,1,142,,0,122
sokoban-6-1_4obstacles_2,1.0464670658111572,OK,1780,76,1940,76,678,1,108,1,61,,0,117
sokoban-6-1_4obstacles_3,3.542712688446045,OK,6238,198,7002,200,3122,1,610,1,356,,0,115
sokoban-6-1_4obstacles_4,7.351707696914673,OK,9072,288,10293,290,6929,1,967,1,525,,0,123
sokoban-6-1_4obstacles_5,4.913347005844116,OK,8148,494,9165,505,4494,1,820,1,491,,0,117
sokoban-6-1_4obstacles_6,3.736405849456787,OK,6840,236,7718,239,3325,1,697,1,377,,0,121
sokoban-6-1_4obstacles_7,1.1576313972473145,OK,1277,148,1397,151,742,1,98,1,63,,0,111
sokoban-6-1_4obstacles_8,0.6416840553283691,OK,18,0,19,0,333,0,2,0,4,,0,112
sokoban-6-1_4obstacles_9,2.941293716430664,OK,4348,302,4865,309,2538,1,413,1,208,,0,121
